"","Date","CPI"
"1",198801,44.3775045161527
"2",198802,44.5205542259268
"3",198803,44.6727737888916
"4",198804,45.1890365235253
"5",198805,45.4173658679725
"6",198806,45.6016799171045
"7",198807,45.5925100639139
"8",198808,45.7392277149643
"9",198809,45.961138162178
"10",198810,46.1674598589677
"11",198811,46.3389361136328
"12",198812,46.4067930272436
"13",198901,46.5507597223368
"14",198902,46.7286548742355
"15",198903,46.9111349527294
"16",198904,47.5649454852228
"17",198905,47.8372901249851
"18",198906,47.9940946145452
"19",198907,47.9473283632729
"20",198908,48.0252721153934
"21",198909,48.3452999917471
"22",198910,48.6992563249062
"23",198911,48.8991591244624
"24",198912,48.9605971408398
"25",199001,49.1843415586916
"26",199002,49.4750259048353
"27",199003,49.7161930437494
"28",199004,50.6276764509
"29",199005,51.1081767580901
"30",199006,51.2860719099887
"31",199007,51.2007922753157
"32",199008,51.7326437603734
"33",199009,52.2745820839408
"34",199010,52.6606329032672
"35",199011,52.7129010664539
"36",199012,52.6899764334773
"37",199101,52.6542140060338
"38",199102,52.9467323228155
"39",199103,53.1237104893951
"40",199104,54.9026620083812
"41",199105,55.2887128277076
"42",199106,55.5885670270419
"43",199107,55.4363474640771
"44",199108,55.8168963714891
"45",199109,55.9892896114733
"46",199110,56.2167019706014
"47",199111,56.4376954324961
"48",199112,56.4853786690875
"49",199201,56.3239892529321
"50",199202,56.5844130835465
"51",199203,56.8714294884139
"52",199204,57.4894775934637
"53",199205,57.6884634077008
"54",199206,57.7141389966347
"55",199207,57.4262056064482
"56",199208,57.4638020045299
"57",199209,57.6545349508954
"58",199210,57.8360980440703
"59",199211,57.8773623834282
"60",199212,57.9259626053387
"61",199301,57.5866780372846
"62",199302,57.9415513557628
"63",199303,58.2845038650931
"64",199304,58.9218086618433
"65",199305,59.1409681530999
"66",199306,59.1033717550182
"67",199307,58.9153897646099
"68",199308,59.1409681530999
"69",199309,59.4178977194575
"70",199310,59.3317010994654
"71",199311,59.2014891841582
"72",199312,59.3216142609557
"73",199401,59.1244624173567
"74",199402,59.3995580130762
"75",199403,59.5866230181655
"76",199404,60.1083876647135
"77",199405,60.3000375963981
"78",199406,60.29820362576
"79",199407,59.9286585421767
"80",199408,60.2541883304448
"81",199409,60.3321320825654
"82",199410,60.2312636974682
"83",199411,60.2917847285265
"84",199412,60.5347858380787
"85",199501,60.5485406178647
"86",199502,60.8172173163508
"87",199503,61.1354112220663
"88",199504,61.482948657992
"89",199505,61.7919727105169
"90",199506,61.8506597709371
"91",199507,61.5278809386262
"92",199508,61.8222332260461
"93",199509,62.1248383813375
"94",199510,61.9551960973105
"95",199511,61.9579470532677
"96",199512,62.3219902249365
"97",199601,62.1486799996332
"98",199602,62.442115301734
"99",199603,62.7016221470294
"100",199604,63.0280689206166
"101",199605,63.2224698082584
"102",199606,63.2839078246357
"103",199607,62.8822682548852
"104",199608,63.2188018669821
"105",199609,63.5305768754642
"106",199610,63.5076522424876
"107",199611,63.5525845231218
"108",199612,63.7479023960826
"109",199701,63.4838106241919
"110",199702,63.6378641577948
"111",199703,63.7754119556546
"112",199704,64.0101601973353
"113",199705,64.2082290262533
"114",199706,64.3430258681559
"115",199707,64.1367041713662
"116",199708,64.4686528568678
"117",199709,64.6960652159959
"118",199710,64.7125709517391
"119",199711,64.7730919827974
"120",199712,64.838197940451
"121",199801,64.4218866055954
"122",199802,64.6456310234473
"123",199803,64.8308620578985
"124",199804,65.1719805965907
"125",199805,65.5176840618782
"126",199806,65.4204836180573
"127",199807,65.0619423583028
"128",199808,65.3242001595554
"129",199809,65.6084656084656
"130",199810,65.5956278139987
"131",199811,65.6469789918663
"132",199812,65.8468817914225
"133",199901,65.4424912657148
"134",199902,65.5543634746408
"135",199903,65.9129047343952
"136",199904,66.1769965062859
"137",199905,66.3732313645659
"138",199906,66.3035404803169
"139",199907,65.910153778438
"140",199908,66.1118905486323
"141",199909,66.3778162911612
"142",199910,66.3255481279745
"143",199911,66.4218315864763
"144",199912,66.586888943908
"145",200001,65.9642559122628
"146",200002,66.1687436384144
"147",200003,66.332884010527
"148",200004,66.5483755605073
"149",200005,66.7299386536822
"150",200006,66.826222112184
"151",200007,66.488771514768
"152",200008,66.5052772505112
"153",200009,67.0160380732304
"154",200010,66.9857775577013
"155",200011,67.1279102821564
"156",200012,67.1233253555611
"157",200101,66.530035854126
"158",200102,66.7097649766627
"159",200103,66.9353433651527
"160",200104,67.3250621257554
"161",200105,67.8385739044318
"162",200106,67.9724537610153
"163",200107,67.4525230851054
"164",200108,67.7211997835915
"165",200109,67.9064308180426
"166",200110,67.7954755944357
"167",200111,67.6625127231713
"168",200112,67.8339889778365
"169",200201,67.6148294865799
"170",200202,67.6955241946576
"171",200203,67.9632839078246
"172",200204,68.2475493567348
"173",200205,68.3997689196996
"174",200206,68.391516051828
