"","emp_percent","excl_percent","earn_ratio","pc_live","pc_secure","pc_voted","pc_voted.1","hp_ratio","AccScore","Cluster","include"
"E01006049",74.2209631728045,6.69781931464174,3.81449173532666,81.9327731092437,91.5492957746479,73.3727810650888,75.1479289940828,5.41198328327339,2,3,"YES"
"E01006050",61.711079943899,12.5837676842889,3.98516472311581,70.75,92.1875,57.6673866090713,62.7429805615551,4.76693107917842,4,1,"YES"
"E01006051",76.6233766233766,6.76968359087564,4.16318947911442,80.6640625,91.4012738853503,77.449168207024,74.8613678373383,8.47825292397661,5,3,"YES"
"E01006052",61.8066561014263,11.7402164862614,3.7656988018514,75.3180661577608,90.8466819221968,57.5971731448763,67.020023557126,7.31944444444444,4,1,"YES"
"E01006053",80.6998939554613,3.66252452583388,3.80298369218731,82.9059829059829,91.6464891041162,81.635926222935,76.102646351243,6.61091666666667,2,3,"YES"
"E01006054",66.9773635153129,9.93425858290723,3.88020463585972,81.3333333333333,91.3370998116761,63.5922330097087,69.9029126213592,6.74207369323051,1,4,"YES"
"E01006055",81.5363881401617,5.46400693842151,3.40020409288657,82.9181494661922,92.3913043478261,82.4786324786325,74.5726495726496,5.5386854257891,2,3,"YES"
"E01006056",61.7702448210923,13.8678223185265,4.11764705882353,74.294670846395,91.1931818181818,66.5158371040724,61.3876319758673,5.59479673716723,3,1,"YES"
"E01006057",82.035175879397,4.4846577498033,3.36001168805967,81.9834710743802,91.6417910447761,79.3510324483776,73.5496558505408,6.05515555555556,2,3,"YES"
"E01006058",78.5148514851485,6.5947242206235,3.64300879781416,83.008356545961,91.3348946135831,78.2312925170068,74.7543461829176,5.1225641025641,0,3,"YES"
"E01006059",80.9523809523809,5.23513753327418,3.67134144237289,84.0525328330206,93.3333333333333,77.9220779220779,75.8658008658009,5.41227983560384,2,3,"YES"
"E01006060",63.7853949329359,13.28125,3.64583740234375,81.9070904645477,90.280777537797,71.0109622411693,64.7990255785627,5.29735294117647,0,1,"YES"
"E01006061",70.8181818181818,8.61035422343324,3.66882719823896,78.0141843971631,90.8647990255786,71.0896960711638,68.1245366938473,9.80877450980392,2,4,"YES"
"E01006062",80.8121827411168,3.96684428656009,3.74351076824455,82.6271186440678,91.4663461538462,77.9836916234248,78.0578206078577,7.77798245614035,3,3,"YES"
"E01006063",80.2816901408451,4.18803418803419,4.12088782212857,78.7430683918669,92.156862745098,78.2051282051282,74.7863247863248,7.95590476190476,0,3,"YES"
"E01006064",61.3601236476043,12.1913580246914,4,76.3297872340426,90.7317073170732,57.5,67.9347826086957,5.049,0,1,"YES"
"E01006065",64.5264847512039,11.6970278044104,4.11165395883414,77.2117962466488,91.504854368932,74.5649263721553,65.863453815261,5.52925989672978,0,1,"YES"
"E01006066",71.1538461538462,7.16157205240175,4.10411559543887,70.7142857142857,91.7695473251029,66.4656212303981,69.9638118214717,5.3686701893439,0,4,"YES"
"E01006067",78.8761706555671,5.01672240802676,3.56941176470588,80.1724137931034,92.2885572139303,79.3333333333333,73,7.32508684013284,1,3,"YES"
"E01006068",72.0159151193634,8.57771260997067,3.52083740234375,78.5571142284569,92.2010398613518,69.6819085487078,68.6878727634195,4.84788611977479,0,4,"YES"
"E01006069",67.578125,9.71599402092676,3.97000789559228,75.4098360655738,90.6474820143885,72.306143001007,67.2708962739174,7.50377960009687,1,4,"YES"
"E01006070",76.9461077844311,5.17082179132041,3.8210983160501,83.1275720164609,92.0494699646643,83.0316742081448,78.8461538461538,6.12580471283039,0,3,"YES"
"E01006071",76.6081871345029,3.47890451517395,4.72736574124268,83.8362068965517,89.8275862068965,77.3017319963537,81.0391978122151,14.6243066738236,0,2,"YES"
"E01006072",79.8927613941019,3.17343173431734,4.58595387840671,83.7789661319073,91.0688140556369,83.6917562724014,83.3333333333333,11.9821586292175,3,2,"YES"
"E01006073",68.1660899653979,9.10944935418083,3.93364675480769,79.8076923076923,92.396694214876,73.8404452690167,66.9758812615955,5.49712243571893,2,4,"YES"
"E01006074",69.2,7.9048349961627,4.81235927726259,79.1044776119403,88.6925795053003,73.2931726907631,72.9919678714859,12.1801588013401,2,2,"YES"
"E01006075",77.8378378378378,4.4743935309973,4.00834022729287,88.1720430107527,89.2655367231638,86.7937372362151,77.1272974812798,8.5357086861085,1,3,"YES"
"E01006076",76.4705882352941,3.5206499661476,3.87964229703632,87.7995642701525,88.7915936952715,80.736301369863,83.3047945205479,16.425962962963,2,2,"YES"
"E01006077",76.8098159509202,5.15239477503628,3.1048807706836,87.3161764705882,91.8181818181818,81.9266055045872,76.605504587156,13.4172621883437,1,3,"YES"
"E01006078",76.6177739430544,6.67053364269141,3.50522274766333,84.5477386934673,91.289966923925,82.566765578635,73.1454005934718,9.40578463900675,0,3,"YES"
"E01006079",78.1572676727562,4.40871369294606,4.32425207084448,84.452296819788,90.9272183449651,87.5,78.890306122449,14.3200416666667,2,2,"YES"
"E01006080",81.4332247557003,4.36737315350032,3.7036321858579,87.4260355029586,91.4866581956798,81.6720257234727,79.7427652733119,11.5305555555556,0,3,"YES"
"E01006081",72.9950900163666,4.18894830659537,4.68765733744324,88.5026737967914,85.4,89.3662728249194,83.2438238453276,27.2920332355816,3,2,"YES"
"E01006082",73.202614379085,3.07692307692308,4.79261160884965,87.248322147651,86.8770764119601,92.4107142857143,83.4821428571429,27.3924166666667,3,2,"YES"
"E01006083",75.3445635528331,3.03030303030303,5.02613580513272,87.0813397129187,86.3377609108159,92.108229988726,83.5400225479143,30.3115802257465,1,2,"YES"
"E01006084",74.9706227967097,3.78501135503407,4.896,89.7810218978102,90.4208998548621,90.6810035842294,82.3476702508961,23.9172222222222,3,2,"YES"
"E01006085",78.1791907514451,3.21285140562249,5.1998617104243,86.1538461538462,85.6418918918919,87.8097125867195,83.0525272547076,19.4927138671234,1,2,"YES"
"E01006086",73.986013986014,4.34142752023547,4.0880839364132,83.0148619957537,90.0696864111498,81.7399617590822,78.9674952198853,18.3853213949165,3,2,"YES"
"E01006087",70.326409495549,5.14705882352941,5.03646394981242,81.6582914572864,88.1818181818182,81.9938962360122,78.7385554425229,27.0026343519494,5,2,"YES"
"E01006088",79.7897196261682,3.81184103811841,3.66914519152453,89.2491467576792,91.2552891396333,90.3006789524733,81.474296799224,19.0865909090909,0,2,"YES"
"E01006089",76.6174801362089,4.20168067226891,3.90580517979005,84.8375451263538,89.4814814814815,80.8703535811423,76.7905711695376,9.97089883111649,2,3,"YES"
"E01006090",78.5780240073869,4.71800433839479,3.47900398462103,85.9191655801825,92.1232876712329,84.6153846153846,79.002079002079,9.858375,1,3,"YES"
"E01006091",78.0141843971631,5.95994137762579,3.42931719541265,87.2274143302181,90.8765652951699,87.2353673723537,74.0971357409714,8.48985156695184,2,3,"YES"
"E01006092",65.2459016393443,12.6843657817109,3.79551375766828,73.1707317073171,91.4004914004914,74.1307371349096,62.586926286509,10.0945859106412,2,1,"YES"
"E01006093",78.6179921773142,3.6624203821656,3.93969301956161,84.8708487084871,90.8242612752722,82.1083172147002,79.2069632495164,12.4449870823451,1,2,"YES"
"E01006094",78.2191780821918,3.88035569927243,3.59129409422653,83.3005893909627,90.5172413793103,82.6086956521739,79.7430830039526,12.7335195627553,3,3,"YES"
