region,ethnicity,age_start,age_end,sex,year_start,year_end,mean_value
East Midlands,BAN,10,11,Female,2020,2021,0.0010978676768661
East Midlands,BAN,10,11,Female,2021,2022,0.001102564436981
East Midlands,BAN,10,11,Female,2022,2023,0.0011063805545744
East Midlands,BAN,10,11,Female,2023,2024,0.0011087289346319
East Midlands,BAN,10,11,Female,2024,2025,0.0011099031246606
East Midlands,BAN,10,11,Female,2025,2026,0.0011099031246606
East Midlands,BAN,10,11,Female,2026,2027,0.0011101966721678
East Midlands,BAN,10,11,Female,2027,2028,0.0011113708621965
East Midlands,BAN,10,11,Female,2028,2029,0.0011122515047181
East Midlands,BAN,10,11,Female,2029,2030,0.0011131321472396
East Midlands,BAN,10,11,Female,2030,2031,0.0011140127897612
East Midlands,BAN,10,11,Female,2031,2032,0.0011145998847756
East Midlands,BAN,10,11,Female,2032,2033,0.0011151869797899
East Midlands,BAN,10,11,Female,2033,2034,0.0011154805272971
East Midlands,BAN,10,11,Female,2034,2035,0.0011154805272971
East Midlands,BLA,10,11,Female,2020,2021,0.0004334735452825
East Midlands,BLA,10,11,Female,2021,2022,0.0004353279775618
East Midlands,BLA,10,11,Female,2022,2023,0.0004368347037887
East Midlands,BLA,10,11,Female,2023,2024,0.0004377619199283
East Midlands,BLA,10,11,Female,2024,2025,0.0004382255279981
East Midlands,BLA,10,11,Female,2025,2026,0.0004382255279981
East Midlands,BLA,10,11,Female,2026,2027,0.0004383414300156
East Midlands,BLA,10,11,Female,2027,2028,0.0004388050380854
East Midlands,BLA,10,11,Female,2028,2029,0.0004391527441378
East Midlands,BLA,10,11,Female,2029,2030,0.0004395004501902
East Midlands,BLA,10,11,Female,2030,2031,0.0004398481562425
East Midlands,BLA,10,11,Female,2031,2032,0.0004400799602774
East Midlands,BLA,10,11,Female,2032,2033,0.0004403117643123
East Midlands,BLA,10,11,Female,2033,2034,0.0004404276663298
East Midlands,BLA,10,11,Female,2034,2035,0.0004404276663298
East Midlands,BLC,10,11,Female,2020,2021,0.0002868862039781
East Midlands,BLC,10,11,Female,2021,2022,0.0002881135246369
East Midlands,BLC,10,11,Female,2022,2023,0.0002891107226721
East Midlands,BLC,10,11,Female,2023,2024,0.0002897243830015
East Midlands,BLC,10,11,Female,2024,2025,0.0002900312131661
East Midlands,BLC,10,11,Female,2025,2026,0.0002900312131661
East Midlands,BLC,10,11,Female,2026,2027,0.0002901079207073
East Midlands,BLC,10,11,Female,2027,2028,0.000290414750872
East Midlands,BLC,10,11,Female,2028,2029,0.0002906448734955
East Midlands,BLC,10,11,Female,2029,2030,0.000290874996119
East Midlands,BLC,10,11,Female,2030,2031,0.0002911051187425
East Midlands,BLC,10,11,Female,2031,2032,0.0002912585338249
East Midlands,BLC,10,11,Female,2032,2033,0.0002914119489072
East Midlands,BLC,10,11,Female,2033,2034,0.0002914886564484
East Midlands,BLC,10,11,Female,2034,2035,0.0002914886564484
East Midlands,CHI,10,11,Female,2020,2021,1.0156562442587188e-06
East Midlands,CHI,10,11,Female,2021,2022,1.0200012977100924e-06
East Midlands,CHI,10,11,Female,2022,2023,1.023531653639334e-06
East Midlands,CHI,10,11,Female,2023,2024,1.025704180365021e-06
East Midlands,CHI,10,11,Female,2024,2025,1.0267904437278643e-06
East Midlands,CHI,10,11,Female,2025,2026,1.026790443727865e-06
East Midlands,CHI,10,11,Female,2026,2027,1.0270620095685755e-06
East Midlands,CHI,10,11,Female,2027,2028,1.028148272931419e-06
East Midlands,CHI,10,11,Female,2028,2029,1.028962970453553e-06
East Midlands,CHI,10,11,Female,2029,2030,1.0297776679756838e-06
East Midlands,CHI,10,11,Female,2030,2031,1.0305923654978164e-06
East Midlands,CHI,10,11,Female,2031,2032,1.031135497179239e-06
East Midlands,CHI,10,11,Female,2032,2033,1.0316786288606606e-06
East Midlands,CHI,10,11,Female,2033,2034,1.031950194701372e-06
East Midlands,CHI,10,11,Female,2034,2035,1.031950194701372e-06
East Midlands,IND,10,11,Female,2020,2021,9.809137549241154e-06
East Midlands,IND,10,11,Female,2021,2022,9.851101774050744e-06
East Midlands,IND,10,11,Female,2022,2023,9.88519770670853e-06
East Midlands,IND,10,11,Female,2023,2024,9.906179819113326e-06
East Midlands,IND,10,11,Female,2024,2025,9.916670875315724e-06
East Midlands,IND,10,11,Female,2025,2026,9.916670875315724e-06
East Midlands,IND,10,11,Female,2026,2027,9.91929363936632e-06
East Midlands,IND,10,11,Female,2027,2028,9.929784695568717e-06
East Midlands,IND,10,11,Female,2028,2029,9.93765298772052e-06
East Midlands,IND,10,11,Female,2029,2030,9.945521279872307e-06
East Midlands,IND,10,11,Female,2030,2031,9.953389572024113e-06
East Midlands,IND,10,11,Female,2031,2032,9.95863510012531e-06
East Midlands,IND,10,11,Female,2032,2033,9.963880628226509e-06
East Midlands,IND,10,11,Female,2033,2034,9.966503392277113e-06
East Midlands,IND,10,11,Female,2034,2035,9.966503392277113e-06
East Midlands,MIX,10,11,Female,2020,2021,1.025332497097631e-06
East Midlands,MIX,10,11,Female,2021,2022,1.0297189462830752e-06
East Midlands,MIX,10,11,Female,2022,2023,1.0332829362462493e-06
East Midlands,MIX,10,11,Female,2023,2024,1.0354761608389709e-06
East Midlands,MIX,10,11,Female,2024,2025,1.036572773135332e-06
East Midlands,MIX,10,11,Female,2025,2026,1.0365727731353323e-06
East Midlands,MIX,10,11,Female,2026,2027,1.036846926209423e-06
East Midlands,MIX,10,11,Female,2027,2028,1.037943538505784e-06
East Midlands,MIX,10,11,Female,2028,2029,1.038765997728055e-06
East Midlands,MIX,10,11,Female,2029,2030,1.0395884569503263e-06
East Midlands,MIX,10,11,Female,2030,2031,1.040410916172596e-06
East Midlands,MIX,10,11,Female,2031,2032,1.0409592223207764e-06
East Midlands,MIX,10,11,Female,2032,2033,1.041507528468958e-06
East Midlands,MIX,10,11,Female,2033,2034,1.0417816815430475e-06
East Midlands,MIX,10,11,Female,2034,2035,1.0417816815430475e-06
East Midlands,OAS,10,11,Female,2020,2021,1.4352430982477843e-06
East Midlands,OAS,10,11,Female,2021,2022,1.4413831756734436e-06
East Midlands,OAS,10,11,Female,2022,2023,1.4463719885817916e-06
East Midlands,OAS,10,11,Female,2023,2024,1.4494420272946206e-06
East Midlands,OAS,10,11,Female,2024,2025,1.4509770466510354e-06
East Midlands,OAS,10,11,Female,2025,2026,1.450977046651036e-06
East Midlands,OAS,10,11,Female,2026,2027,1.451360801490139e-06
East Midlands,OAS,10,11,Female,2027,2028,1.4528958208465535e-06
East Midlands,OAS,10,11,Female,2028,2029,1.454047085363865e-06
East Midlands,OAS,10,11,Female,2029,2030,1.455198349881177e-06
East Midlands,OAS,10,11,Female,2030,2031,1.4563496143984874e-06
East Midlands,OAS,10,11,Female,2031,2032,1.457117124076695e-06
East Midlands,OAS,10,11,Female,2032,2033,1.457884633754902e-06
East Midlands,OAS,10,11,Female,2033,2034,1.4582683885940055e-06
East Midlands,OAS,10,11,Female,2034,2035,1.4582683885940055e-06
East Midlands,OBL,10,11,Female,2020,2021,8.468900699112257e-07
East Midlands,OBL,10,11,Female,2021,2022,8.505131290338407e-07
East Midlands,OBL,10,11,Female,2022,2023,8.534568645709656e-07
East Midlands,OBL,10,11,Female,2023,2024,8.552683941322726e-07
East Midlands,OBL,10,11,Female,2024,2025,8.56174158912926e-07
East Midlands,OBL,10,11,Female,2025,2026,8.561741589129263e-07
East Midlands,OBL,10,11,Female,2026,2027,8.564006001080902e-07
East Midlands,OBL,10,11,Female,2027,2028,8.573063648887435e-07
East Midlands,OBL,10,11,Female,2028,2029,8.57985688474234e-07
East Midlands,OBL,10,11,Female,2029,2030,8.586650120597241e-07
East Midlands,OBL,10,11,Female,2030,2031,8.593443356452145e-07
East Midlands,OBL,10,11,Female,2031,2032,8.597972180355412e-07
East Midlands,OBL,10,11,Female,2032,2033,8.602501004258681e-07
East Midlands,OBL,10,11,Female,2033,2034,8.604765416210312e-07
East Midlands,OBL,10,11,Female,2034,2035,8.604765416210312e-07
East Midlands,OTH,10,11,Female,2020,2021,1.2167883515810146e-06
East Midlands,OTH,10,11,Female,2021,2022,1.221993863245532e-06
East Midlands,OTH,10,11,Female,2022,2023,1.2262233414729526e-06
East Midlands,OTH,10,11,Female,2023,2024,1.228826097305212e-06
East Midlands,OTH,10,11,Female,2024,2025,1.2301274752213417e-06
East Midlands,OTH,10,11,Female,2025,2026,1.2301274752213417e-06
East Midlands,OTH,10,11,Female,2026,2027,1.2304528197003732e-06
East Midlands,OTH,10,11,Female,2027,2028,1.2317541976165027e-06
East Midlands,OTH,10,11,Female,2028,2029,1.2327302310536e-06
East Midlands,OTH,10,11,Female,2029,2030,1.233706264490697e-06
East Midlands,OTH,10,11,Female,2030,2031,1.234682297927794e-06
East Midlands,OTH,10,11,Female,2031,2032,1.235332986885859e-06
East Midlands,OTH,10,11,Female,2032,2033,1.2359836758439244e-06
East Midlands,OTH,10,11,Female,2033,2034,1.2363090203229557e-06
East Midlands,OTH,10,11,Female,2034,2035,1.2363090203229557e-06
East Midlands,PAK,10,11,Female,2020,2021,0.0010126126070381
East Midlands,PAK,10,11,Female,2021,2022,0.0010169446395816
East Midlands,PAK,10,11,Female,2022,2023,0.0010204644160231
East Midlands,PAK,10,11,Female,2023,2024,0.0010226304322949
East Midlands,PAK,10,11,Female,2024,2025,0.0010237134404308
East Midlands,PAK,10,11,Female,2025,2026,0.0010237134404308
East Midlands,PAK,10,11,Female,2026,2027,0.0010239841924647
East Midlands,PAK,10,11,Female,2027,2028,0.0010250672006006
East Midlands,PAK,10,11,Female,2028,2029,0.0010258794567025
East Midlands,PAK,10,11,Female,2029,2030,0.0010266917128044
East Midlands,PAK,10,11,Female,2030,2031,0.0010275039689063
East Midlands,PAK,10,11,Female,2031,2032,0.0010280454729742
East Midlands,PAK,10,11,Female,2032,2033,0.0010285869770422
East Midlands,PAK,10,11,Female,2033,2034,0.0010288577290761
East Midlands,PAK,10,11,Female,2034,2035,0.0010288577290761
East Midlands,WBI,10,11,Female,2020,2021,2.063724466498531e-05
East Midlands,WBI,10,11,Female,2021,2022,2.072553234269648e-05
East Midlands,WBI,10,11,Female,2022,2023,2.07972660808368e-05
East Midlands,WBI,10,11,Female,2023,2024,2.0841409919692387e-05
East Midlands,WBI,10,11,Female,2024,2025,2.086348183912018e-05
East Midlands,WBI,10,11,Female,2025,2026,2.0863481839120185e-05
East Midlands,WBI,10,11,Female,2026,2027,2.086899981897712e-05
East Midlands,WBI,10,11,Female,2027,2028,2.089107173840491e-05
East Midlands,WBI,10,11,Female,2028,2029,2.090762567797576e-05
East Midlands,WBI,10,11,Female,2029,2030,2.0924179617546603e-05
East Midlands,WBI,10,11,Female,2030,2031,2.094073355711744e-05
East Midlands,WBI,10,11,Female,2031,2032,2.095176951683134e-05
East Midlands,WBI,10,11,Female,2032,2033,2.0962805476545245e-05
East Midlands,WBI,10,11,Female,2033,2034,2.096832345640219e-05
East Midlands,WBI,10,11,Female,2034,2035,2.096832345640219e-05
East Midlands,WHO,10,11,Female,2020,2021,2.3198696171468147e-05
East Midlands,WHO,10,11,Female,2021,2022,2.329794193049046e-05
East Midlands,WHO,10,11,Female,2022,2023,2.337857910969611e-05
East Midlands,WHO,10,11,Female,2023,2024,2.342820198920726e-05
East Midlands,WHO,10,11,Female,2024,2025,2.345301342896284e-05
East Midlands,WHO,10,11,Female,2025,2026,2.3453013428962844e-05
East Midlands,WHO,10,11,Female,2026,2027,2.345921628890173e-05
East Midlands,WHO,10,11,Female,2027,2028,2.348402772865732e-05
East Midlands,WHO,10,11,Female,2028,2029,2.3502636308474006e-05
East Midlands,WHO,10,11,Female,2029,2030,2.352124488829069e-05
East Midlands,WHO,10,11,Female,2030,2031,2.353985346810737e-05
East Midlands,WHO,10,11,Female,2031,2032,2.355225918798516e-05
East Midlands,WHO,10,11,Female,2032,2033,2.356466490786296e-05
East Midlands,WHO,10,11,Female,2033,2034,2.357086776780185e-05
East Midlands,WHO,10,11,Female,2034,2035,2.357086776780185e-05
East of England,BAN,10,11,Female,2020,2021,0.000887077364467
East of England,BAN,10,11,Female,2021,2022,0.0008908723478444
East of England,BAN,10,11,Female,2022,2023,0.0008939557718385
East of England,BAN,10,11,Female,2023,2024,0.0008958532635272
East of England,BAN,10,11,Female,2024,2025,0.0008968020093716
East of England,BAN,10,11,Female,2025,2026,0.0008968020093716
East of England,BAN,10,11,Female,2026,2027,0.0008970391958326
East of England,BAN,10,11,Female,2027,2028,0.000897987941677
East of England,BAN,10,11,Female,2028,2029,0.0008986995010603
East of England,BAN,10,11,Female,2029,2030,0.0008994110604435
East of England,BAN,10,11,Female,2030,2031,0.0009001226198268
East of England,BAN,10,11,Female,2031,2032,0.000900596992749
East of England,BAN,10,11,Female,2032,2033,0.0009010713656711
East of England,BAN,10,11,Female,2033,2034,0.0009013085521322
East of England,BAN,10,11,Female,2034,2035,0.0009013085521322
East of England,BLA,10,11,Female,2020,2021,0.0003502003392584
East of England,BLA,10,11,Female,2021,2022,0.0003516985225279
East of England,BLA,10,11,Female,2022,2023,0.0003529157964344
East of England,BLA,10,11,Female,2023,2024,0.0003536648880692
East of England,BLA,10,11,Female,2024,2025,0.0003540394338866
East of England,BLA,10,11,Female,2025,2026,0.0003540394338866
East of England,BLA,10,11,Female,2026,2027,0.0003541330703409
East of England,BLA,10,11,Female,2027,2028,0.0003545076161583
East of England,BLA,10,11,Female,2028,2029,0.0003547885255214
East of England,BLA,10,11,Female,2029,2030,0.0003550694348844
East of England,BLA,10,11,Female,2030,2031,0.0003553503442475
East of England,BLA,10,11,Female,2031,2032,0.0003555376171562
East of England,BLA,10,11,Female,2032,2033,0.0003557248900649
East of England,BLA,10,11,Female,2033,2034,0.0003558185265192
East of England,BLA,10,11,Female,2034,2035,0.0003558185265192
East of England,BLC,10,11,Female,2020,2021,0.0002317734207987
East of England,BLC,10,11,Female,2021,2022,0.0002327649648449
East of England,BLC,10,11,Female,2022,2023,0.0002335705943825
East of England,BLC,10,11,Female,2023,2024,0.0002340663664056
East of England,BLC,10,11,Female,2024,2025,0.0002343142524171
East of England,BLC,10,11,Female,2025,2026,0.0002343142524171
East of England,BLC,10,11,Female,2026,2027,0.00023437622392
East of England,BLC,10,11,Female,2027,2028,0.0002346241099315
East of England,BLC,10,11,Female,2028,2029,0.0002348100244402
East of England,BLC,10,11,Female,2029,2030,0.0002349959389489
East of England,BLC,10,11,Female,2030,2031,0.0002351818534575
East of England,BLC,10,11,Female,2031,2032,0.0002353057964633
East of England,BLC,10,11,Female,2032,2033,0.0002354297394691
East of England,BLC,10,11,Female,2033,2034,0.000235491710972
East of England,BLC,10,11,Female,2034,2035,0.000235491710972
East of England,CHI,10,11,Female,2020,2021,8.168077304012564e-07
East of England,CHI,10,11,Female,2021,2022,8.203020950232934e-07
East of England,CHI,10,11,Female,2022,2023,8.231412662786993e-07
East of England,CHI,10,11,Female,2023,2024,8.248884485897174e-07
East of England,CHI,10,11,Female,2024,2025,8.257620397452271e-07
East of England,CHI,10,11,Female,2025,2026,8.257620397452274e-07
East of England,CHI,10,11,Female,2026,2027,8.259804375341044e-07
East of England,CHI,10,11,Female,2027,2028,8.268540286896137e-07
East of England,CHI,10,11,Female,2028,2029,8.275092220562462e-07
East of England,CHI,10,11,Female,2029,2030,8.281644154228778e-07
East of England,CHI,10,11,Female,2030,2031,8.288196087895098e-07
East of England,CHI,10,11,Female,2031,2032,8.292564043672645e-07
East of England,CHI,10,11,Female,2032,2033,8.296931999450191e-07
East of England,CHI,10,11,Female,2033,2034,8.299115977338967e-07
East of England,CHI,10,11,Female,2034,2035,8.299115977338967e-07
East of England,IND,10,11,Female,2020,2021,7.895107493943764e-06
East of England,IND,10,11,Female,2021,2022,7.928883354880421e-06
East of England,IND,10,11,Female,2022,2023,7.956326241891459e-06
East of England,IND,10,11,Female,2023,2024,7.973214172359784e-06
East of England,IND,10,11,Female,2024,2025,7.981658137593945e-06
East of England,IND,10,11,Female,2025,2026,7.981658137593945e-06
East of England,IND,10,11,Female,2026,2027,7.983769128902489e-06
East of England,IND,10,11,Female,2027,2028,7.992213094136652e-06
East of England,IND,10,11,Female,2028,2029,7.998546068062281e-06
East of England,IND,10,11,Female,2029,2030,8.004879041987902e-06
East of England,IND,10,11,Female,2030,2031,8.011212015913523e-06
East of England,IND,10,11,Female,2031,2032,8.015433998530604e-06
East of England,IND,10,11,Female,2032,2033,8.019655981147686e-06
East of England,IND,10,11,Female,2033,2034,8.02176697245623e-06
East of England,IND,10,11,Female,2034,2035,8.02176697245623e-06
East of England,MIX,10,11,Female,2020,2021,8.245897294742641e-07
East of England,MIX,10,11,Female,2021,2022,8.281173860709455e-07
East of England,MIX,10,11,Female,2022,2023,8.309836070557491e-07
East of England,MIX,10,11,Female,2023,2024,8.327474353540897e-07
East of England,MIX,10,11,Female,2024,2025,8.336293495032599e-07
East of England,MIX,10,11,Female,2025,2026,8.336293495032601e-07
East of England,MIX,10,11,Female,2026,2027,8.338498280405525e-07
East of England,MIX,10,11,Female,2027,2028,8.347317421897229e-07
East of England,MIX,10,11,Female,2028,2029,8.353931778016011e-07
East of England,MIX,10,11,Female,2029,2030,8.360546134134787e-07
East of England,MIX,10,11,Female,2030,2031,8.367160490253562e-07
East of England,MIX,10,11,Female,2031,2032,8.371570060999414e-07
East of England,MIX,10,11,Female,2032,2033,8.375979631745264e-07
East of England,MIX,10,11,Female,2033,2034,8.378184417118195e-07
East of England,MIX,10,11,Female,2034,2035,8.378184417118195e-07
East of England,OAS,10,11,Female,2020,2021,1.1542467652824768e-06
East of England,OAS,10,11,Female,2021,2022,1.1591847193585512e-06
East of England,OAS,10,11,Female,2022,2023,1.1631968070453623e-06
East of England,OAS,10,11,Female,2023,2024,1.1656657840833996e-06
East of England,OAS,10,11,Female,2024,2025,1.166900272602418e-06
East of England,OAS,10,11,Female,2025,2026,1.1669002726024189e-06
East of England,OAS,10,11,Female,2026,2027,1.1672088947321728e-06
East of England,OAS,10,11,Female,2027,2028,1.1684433832511913e-06
East of England,OAS,10,11,Female,2028,2029,1.169369249640456e-06
East of England,OAS,10,11,Female,2029,2030,1.1702951160297195e-06
East of England,OAS,10,11,Female,2030,2031,1.1712209824189834e-06
East of England,OAS,10,11,Female,2031,2032,1.1718382266784928e-06
East of England,OAS,10,11,Female,2032,2033,1.172455470938003e-06
East of England,OAS,10,11,Female,2033,2034,1.1727640930677568e-06
East of England,OAS,10,11,Female,2034,2035,1.1727640930677568e-06
East of England,OBL,10,11,Female,2020,2021,6.810833126027836e-07
East of England,OBL,10,11,Female,2021,2022,6.83997038004293e-07
East of England,OBL,10,11,Female,2022,2023,6.863644398930192e-07
East of England,OBL,10,11,Female,2023,2024,6.878213025937736e-07
East of England,OBL,10,11,Female,2024,2025,6.885497339441509e-07
East of England,OBL,10,11,Female,2025,2026,6.885497339441511e-07
East of England,OBL,10,11,Female,2026,2027,6.887318417817455e-07
East of England,OBL,10,11,Female,2027,2028,6.894602731321223e-07
East of England,OBL,10,11,Female,2028,2029,6.900065966449054e-07
East of England,OBL,10,11,Female,2029,2030,6.905529201576881e-07
East of England,OBL,10,11,Female,2030,2031,6.910992436704713e-07
East of England,OBL,10,11,Female,2031,2032,6.914634593456601e-07
East of England,OBL,10,11,Female,2032,2033,6.918276750208491e-07
East of England,OBL,10,11,Female,2033,2034,6.920097828584435e-07
East of England,OBL,10,11,Female,2034,2035,6.920097828584435e-07
East of England,OTH,10,11,Female,2020,2021,9.785617645961408e-07
East of England,OTH,10,11,Female,2021,2022,9.827481250863911e-07
East of England,OTH,10,11,Female,2022,2023,9.861495429847202e-07
East of England,OTH,10,11,Female,2023,2024,9.882427232298458e-07
East of England,OTH,10,11,Female,2024,2025,9.892893133524086e-07
East of England,OTH,10,11,Female,2025,2026,9.892893133524086e-07
East of England,OTH,10,11,Female,2026,2027,9.895509608830488e-07
East of England,OTH,10,11,Female,2027,2028,9.905975510056114e-07
East of England,OTH,10,11,Female,2028,2029,9.913824935975344e-07
East of England,OTH,10,11,Female,2029,2030,9.921674361894563e-07
East of England,OTH,10,11,Female,2030,2031,9.92952378781378e-07
East of England,OTH,10,11,Female,2031,2032,9.934756738426591e-07
East of England,OTH,10,11,Female,2032,2033,9.939989689039404e-07
East of England,OTH,10,11,Female,2033,2034,9.942606164345813e-07
East of England,OTH,10,11,Female,2034,2035,9.942606164345813e-07
East of England,PAK,10,11,Female,2020,2021,0.0008181910829073
East of England,PAK,10,11,Female,2021,2022,0.0008216913656149
East of England,PAK,10,11,Female,2022,2023,0.0008245353453149
East of England,PAK,10,11,Female,2023,2024,0.0008262854866687
East of England,PAK,10,11,Female,2024,2025,0.0008271605573456
East of England,PAK,10,11,Female,2025,2026,0.0008271605573456
East of England,PAK,10,11,Female,2026,2027,0.0008273793250148
East of England,PAK,10,11,Female,2027,2028,0.0008282543956917
East of England,PAK,10,11,Female,2028,2029,0.0008289106986994
East of England,PAK,10,11,Female,2029,2030,0.0008295670017071
East of England,PAK,10,11,Female,2030,2031,0.0008302233047147
East of England,PAK,10,11,Female,2031,2032,0.0008306608400532
East of England,PAK,10,11,Female,2032,2033,0.0008310983753917
East of England,PAK,10,11,Female,2033,2034,0.0008313171430609
East of England,PAK,10,11,Female,2034,2035,0.0008313171430609
East of England,WBI,10,11,Female,2020,2021,1.662930659896899e-05
East of England,WBI,10,11,Female,2021,2022,1.6700448017574204e-05
East of England,WBI,10,11,Female,2022,2023,1.675825042019094e-05
East of England,WBI,10,11,Female,2023,2024,1.6793821129493546e-05
East of England,WBI,10,11,Female,2024,2025,1.681160648414485e-05
East of England,WBI,10,11,Female,2025,2026,1.6811606484144852e-05
East of England,WBI,10,11,Female,2026,2027,1.681605282280768e-05
East of England,WBI,10,11,Female,2027,2028,1.6833838177458978e-05
East of England,WBI,10,11,Female,2028,2029,1.6847177193447455e-05
East of England,WBI,10,11,Female,2029,2030,1.686051620943594e-05
East of England,WBI,10,11,Female,2030,2031,1.687385522542441e-05
East of England,WBI,10,11,Female,2031,2032,1.6882747902750065e-05
East of England,WBI,10,11,Female,2032,2033,1.6891640580075723e-05
East of England,WBI,10,11,Female,2033,2034,1.6896086918738546e-05
East of England,WBI,10,11,Female,2034,2035,1.6896086918738546e-05
East of England,WHO,10,11,Female,2020,2021,1.869471316214795e-05
East of England,WHO,10,11,Female,2021,2022,1.87746905446598e-05
East of England,WHO,10,11,Female,2022,2023,1.8839672167950698e-05
East of England,WHO,10,11,Female,2023,2024,1.8879660859206625e-05
East of England,WHO,10,11,Female,2024,2025,1.889965520483458e-05
East of England,WHO,10,11,Female,2025,2026,1.8899655204834588e-05
East of England,WHO,10,11,Female,2026,2027,1.8904653791241577e-05
East of England,WHO,10,11,Female,2027,2028,1.892464813686954e-05
East of England,WHO,10,11,Female,2028,2029,1.893964389609052e-05
East of England,WHO,10,11,Female,2029,2030,1.895463965531149e-05
East of England,WHO,10,11,Female,2030,2031,1.8969635414532477e-05
East of England,WHO,10,11,Female,2031,2032,1.8979632587346447e-05
East of England,WHO,10,11,Female,2032,2033,1.898962976016044e-05
East of England,WHO,10,11,Female,2033,2034,1.899462834656742e-05
East of England,WHO,10,11,Female,2034,2035,1.899462834656742e-05
London,BAN,10,11,Female,2020,2021,0.000724859474284
London,BAN,10,11,Female,2021,2022,0.0007279604773826
London,BAN,10,11,Female,2022,2023,0.0007304800424001
London,BAN,10,11,Female,2023,2024,0.0007320305439494
London,BAN,10,11,Female,2024,2025,0.0007328057947241
London,BAN,10,11,Female,2025,2026,0.0007328057947241
London,BAN,10,11,Female,2026,2027,0.0007329996074177
London,BAN,10,11,Female,2027,2028,0.0007337748581923
London,BAN,10,11,Female,2028,2029,0.0007343562962733
London,BAN,10,11,Female,2029,2030,0.0007349377343543
London,BAN,10,11,Female,2030,2031,0.0007355191724353
London,BAN,10,11,Female,2031,2032,0.0007359067978226
London,BAN,10,11,Female,2032,2033,0.0007362944232099
London,BAN,10,11,Female,2033,2034,0.0007364882359036
London,BAN,10,11,Female,2034,2035,0.0007364882359036
London,BLA,10,11,Female,2020,2021,0.0002884036630457
London,BLA,10,11,Female,2021,2022,0.0002896374755079
London,BLA,10,11,Female,2022,2023,0.0002906399481335
London,BLA,10,11,Female,2023,2024,0.0002912568543646
London,BLA,10,11,Female,2024,2025,0.0002915653074801
London,BLA,10,11,Female,2025,2026,0.0002915653074801
London,BLA,10,11,Female,2026,2027,0.000291642420759
London,BLA,10,11,Female,2027,2028,0.0002919508738746
London,BLA,10,11,Female,2028,2029,0.0002921822137113
London,BLA,10,11,Female,2029,2030,0.0002924135535479
London,BLA,10,11,Female,2030,2031,0.0002926448933846
London,BLA,10,11,Female,2031,2032,0.0002927991199424
London,BLA,10,11,Female,2032,2033,0.0002929533465002
London,BLA,10,11,Female,2033,2034,0.000293030459779
London,BLA,10,11,Female,2034,2035,0.000293030459779
London,BLC,10,11,Female,2020,2021,0.0001908744152683
London,BLC,10,11,Female,2021,2022,0.0001916909903069
London,BLC,10,11,Female,2022,2023,0.0001923544575258
London,BLC,10,11,Female,2023,2024,0.0001927627450451
London,BLC,10,11,Female,2024,2025,0.0001929668888047
London,BLC,10,11,Female,2025,2026,0.0001929668888047
London,BLC,10,11,Female,2026,2027,0.0001930179247446
London,BLC,10,11,Female,2027,2028,0.0001932220685042
London,BLC,10,11,Female,2028,2029,0.000193375176324
London,BLC,10,11,Female,2029,2030,0.0001935282841437
London,BLC,10,11,Female,2030,2031,0.0001936813919634
London,BLC,10,11,Female,2031,2032,0.0001937834638433
London,BLC,10,11,Female,2032,2033,0.0001938855357231
London,BLC,10,11,Female,2033,2034,0.000193936571663
London,BLC,10,11,Female,2034,2035,0.000193936571663
London,CHI,10,11,Female,2020,2021,6.725214520151163e-07
London,CHI,10,11,Female,2021,2022,6.753985491360364e-07
London,CHI,10,11,Female,2022,2023,6.777361905467841e-07
London,CHI,10,11,Female,2023,2024,6.791747391072444e-07
London,CHI,10,11,Female,2024,2025,6.798940133874744e-07
London,CHI,10,11,Female,2025,2026,6.798940133874745e-07
London,CHI,10,11,Female,2026,2027,6.800738319575319e-07
London,CHI,10,11,Female,2027,2028,6.807931062377618e-07
London,CHI,10,11,Female,2028,2029,6.813325619479347e-07
London,CHI,10,11,Female,2029,2030,6.81872017658107e-07
London,CHI,10,11,Female,2030,2031,6.824114733682793e-07
London,CHI,10,11,Female,2031,2032,6.827711105083944e-07
London,CHI,10,11,Female,2032,2033,6.831307476485097e-07
London,CHI,10,11,Female,2033,2034,6.833105662185671e-07
London,CHI,10,11,Female,2034,2035,6.833105662185671e-07
London,IND,10,11,Female,2020,2021,6.493718954898639e-06
London,IND,10,11,Female,2021,2022,6.521499570748473e-06
London,IND,10,11,Female,2022,2023,6.544071321126464e-06
London,IND,10,11,Female,2023,2024,6.55796162905138e-06
London,IND,10,11,Female,2024,2025,6.564906783013839e-06
London,IND,10,11,Female,2025,2026,6.56490678301384e-06
London,IND,10,11,Female,2026,2027,6.566643071504453e-06
London,IND,10,11,Female,2027,2028,6.573588225466912e-06
London,IND,10,11,Female,2028,2029,6.578797090938756e-06
London,IND,10,11,Female,2029,2030,6.5840059564106e-06
London,IND,10,11,Female,2030,2031,6.589214821882441e-06
London,IND,10,11,Female,2031,2032,6.592687398863673e-06
London,IND,10,11,Female,2032,2033,6.596159975844903e-06
London,IND,10,11,Female,2033,2034,6.597896264335516e-06
London,IND,10,11,Female,2034,2035,6.597896264335516e-06
London,MIX,10,11,Female,2020,2021,6.789293132086595e-07
London,MIX,10,11,Female,2021,2022,6.818338236394986e-07
London,MIX,10,11,Female,2022,2023,6.841937383645554e-07
London,MIX,10,11,Female,2023,2024,6.856459935799748e-07
London,MIX,10,11,Female,2024,2025,6.863721211876846e-07
