"","ethnicity","sex","age","count"
"1554","PAK","Male",39,9000.043612466
"1555","PAK","Male",40,8814.080301574
"1556","PAK","Male",41,8574.069023948
"1557","PAK","Male",42,8103.249127583
"1558","PAK","Male",43,7449.21586709
"1559","PAK","Male",44,6309.870385645
"1560","PAK","Male",45,5456.522927615
"1561","PAK","Male",46,4912.773997443
"1562","PAK","Male",47,4418.186081055
"1563","PAK","Male",48,4333.726842709
"1564","PAK","Male",49,4708.95158891
"1565","PAK","Male",50,4587.70277054
"1566","PAK","Male",51,4554.053665816
"1567","PAK","Male",52,4391.128159151
"1568","PAK","Male",53,4390.844333591
"1569","PAK","Male",54,4396.149230766
"1570","PAK","Male",55,4109.55925062
"1571","PAK","Male",56,3851.398216145
"1572","PAK","Male",57,3687.122259133
"1573","PAK","Male",58,4262.487026758
"1574","PAK","Male",59,3685.571586219
"1575","PAK","Male",60,2840.339056389
"1576","PAK","Male",61,2256.417941656
"1577","PAK","Male",62,1733.385871738
"1578","PAK","Male",63,1538.088059694
"1579","PAK","Male",64,1456.939104811
"1580","PAK","Male",65,1328.994147181
"1581","PAK","Male",66,1349.162721021
"1582","PAK","Male",67,1373.457134932
"1583","PAK","Male",68,1745.897920095
"1584","PAK","Male",69,1590.119331662
"1585","PAK","Male",70,1794.533980999
"1586","PAK","Male",71,1977.706955777
"1587","PAK","Male",72,1761.383844564
"1588","PAK","Male",73,1778.950908092
"1589","PAK","Male",74,1778.46257095
"1590","PAK","Male",75,1664.484726616
"1591","PAK","Male",76,1374.826245817
"1592","PAK","Male",77,1149.461589223
"1593","PAK","Male",78,1056.224328465
"1594","PAK","Male",79,955.821089851
"1595","PAK","Male",80,840.496919663
"1596","PAK","Male",81,754.707584235
"1597","PAK","Male",82,520.574480708
"1598","PAK","Male",83,446.758748505
"1599","PAK","Male",84,425.785237165
"1600","PAK","Male",85,291.091082144
"1601","PAK","Male",86,247.72361101
"1602","PAK","Male",87,211.35091646
"1603","PAK","Male",88,182.636789148
"1604","PAK","Male",89,155.207114488
"1605","PAK","Male",90,103.350580852
"1606","PAK","Male",91,71.058056125
"1607","PAK","Male",92,39.57387709
"1608","PAK","Male",93,29.084075957
"1609","PAK","Male",94,23.778867494
"1610","PAK","Male",95,22.232539587
"1611","PAK","Male",96,17.511629801
"1612","PAK","Male",97,10.257234021
"1613","PAK","Male",98,6.812554868
"1614","PAK","Male",99,4.4667589
"1615","PAK","Male",100,14.936746283
"1616","PAK","Female",16,9468.150735878
"1617","PAK","Female",17,9400.26854353
"1618","PAK","Female",18,9139.298733066
"1619","PAK","Female",19,8833.875494105
"1620","PAK","Female",20,8847.133750346
"1621","PAK","Female",21,9211.0991885
"1622","PAK","Female",22,9636.775792547
"1623","PAK","Female",23,10484.495903829
"1624","PAK","Female",24,10916.938656684
"1625","PAK","Female",25,11552.634398346
"1626","PAK","Female",26,11817.38501061
"1627","PAK","Female",27,11830.139533868
"1628","PAK","Female",28,12358.208435839
"1629","PAK","Female",29,12503.312239957
"1630","PAK","Female",30,12622.716864299
"1631","PAK","Female",31,12828.324685634
"1632","PAK","Female",32,12009.531203919
"1633","PAK","Female",33,10765.927290109
"1634","PAK","Female",34,10245.956433574
"1635","PAK","Female",35,9374.637145414
"1636","PAK","Female",36,8635.172701891
"1637","PAK","Female",37,8677.641984899
"1638","PAK","Female",38,8634.280600639
"1639","PAK","Female",39,8500.239976992
"1640","PAK","Female",40,8372.180981874
"1641","PAK","Female",41,8032.835983327
"1642","PAK","Female",42,7339.540940903
"1643","PAK","Female",43,6703.618688661
"1644","PAK","Female",44,5974.168053787
"1645","PAK","Female",45,5310.277247903
"1646","PAK","Female",46,4574.631031245
"1647","PAK","Female",47,4295.416164333
"1648","PAK","Female",48,4245.779333233
"1649","PAK","Female",49,4453.09719417
"1650","PAK","Female",50,4355.11140297
"1651","PAK","Female",51,4603.058028293
"1652","PAK","Female",52,4412.265323933
"1653","PAK","Female",53,4364.728429776
"1654","PAK","Female",54,4247.999727945
"1655","PAK","Female",55,4073.709758388
"1656","PAK","Female",56,3947.561910722
"1657","PAK","Female",57,3506.223719716
"1658","PAK","Female",58,3296.203231204
"1659","PAK","Female",59,2749.700154774
"1660","PAK","Female",60,2602.376204637
"1661","PAK","Female",61,2494.268933169
"1662","PAK","Female",62,2220.285274585
"1663","PAK","Female",63,2070.34208033
"1664","PAK","Female",64,1997.234850289
"1665","PAK","Female",65,1807.08998215
"1666","PAK","Female",66,1617.274418365
"1667","PAK","Female",67,1475.613090371
"1668","PAK","Female",68,1534.132932921
"1669","PAK","Female",69,1508.412033425
"1670","PAK","Female",70,1485.456950873
"1671","PAK","Female",71,1568.161943782
"1672","PAK","Female",72,1491.092433898
"1673","PAK","Female",73,1464.466121891
"1674","PAK","Female",74,1384.732717122
"1675","PAK","Female",75,1349.332688088
"1676","PAK","Female",76,1274.612389297
"1677","PAK","Female",77,1163.607681099
"1678","PAK","Female",78,971.542498116
"1679","PAK","Female",79,826.164102971
"1680","PAK","Female",80,833.953585757
"1681","PAK","Female",81,754.665123173
"1682","PAK","Female",82,506.438376133
"1683","PAK","Female",83,442.273815583
"1684","PAK","Female",84,331.554924191
"1685","PAK","Female",85,219.032068567
"1686","PAK","Female",86,199.744875291
"1687","PAK","Female",87,180.991392076
"1688","PAK","Female",88,161.756916691
"1689","PAK","Female",89,147.845011818
"1690","PAK","Female",90,120.287632778
"1691","PAK","Female",91,90.133656747
"1692","PAK","Female",92,54.844841865
"1693","PAK","Female",93,44.362874341
"1694","PAK","Female",94,38.278848244
"1695","PAK","Female",95,35.128969309
"1696","PAK","Female",96,28.703967088
"1697","PAK","Female",97,21.314466517
"1698","PAK","Female",98,13.861822992
"1699","PAK","Female",99,9.609533145
"1700","PAK","Female",100,50.879879011
"1701","WBI","Male",16,321068.259257171
"1702","WBI","Male",17,332406.059693892
"1703","WBI","Male",18,333991.026058351
"1704","WBI","Male",19,341825.998296773
"1705","WBI","Male",20,349258.879124863
"1706","WBI","Male",21,340767.87007132
"1707","WBI","Male",22,332563.180106619
"1708","WBI","Male",23,333875.239057349
"1709","WBI","Male",24,321201.391106009
"1710","WBI","Male",25,319436.414078488
"1711","WBI","Male",26,317330.157738958
"1712","WBI","Male",27,305796.289978059
"1713","WBI","Male",28,303069.614837933
"1714","WBI","Male",29,303657.141607266
"1715","WBI","Male",30,307203.915626842
"1716","WBI","Male",31,309596.664598486
"1717","WBI","Male",32,297587.225086962
"1718","WBI","Male",33,278949.606199399
"1719","WBI","Male",34,274838.053355151
"1720","WBI","Male",35,286110.255160813
"1721","WBI","Male",36,300474.430592418
"1722","WBI","Male",37,310560.533565282
"1723","WBI","Male",38,331409.82290287
"1724","WBI","Male",39,353926.193666457
"1725","WBI","Male",40,369177.670943403
"1726","WBI","Male",41,364096.389326363
"1727","WBI","Male",42,376468.527322788
"1728","WBI","Male",43,381725.142229559
"1729","WBI","Male",44,394666.364439038
"1730","WBI","Male",45,397135.937256658
"1731","WBI","Male",46,402420.182815997
"1732","WBI","Male",47,402922.147890302
"1733","WBI","Male",48,396401.188233097
"1734","WBI","Male",49,392281.586843083
"1735","WBI","Male",50,380492.312999634
"1736","WBI","Male",51,366729.637502029
"1737","WBI","Male",52,360745.29070325
"1738","WBI","Male",53,355368.728132764
"1739","WBI","Male",54,342853.824325294
"1740","WBI","Male",55,333184.302109909
"1741","WBI","Male",56,322777.516103822
"1742","WBI","Male",57,325788.370485955
"1743","WBI","Male",58,322939.716886184
"1744","WBI","Male",59,315937.540315078
"1745","WBI","Male",60,320057.621876515
"1746","WBI","Male",61,328441.061816427
"1747","WBI","Male",62,340198.402751777
"1748","WBI","Male",63,361108.070356678
"1749","WBI","Male",64,392343.983874468
"1750","WBI","Male",65,311289.617171131
"1751","WBI","Male",66,296419.01921294
"1752","WBI","Male",67,293597.97796408
"1753","WBI","Male",68,273350.866281148
"1754","WBI","Male",69,243667.78632197
"1755","WBI","Male",70,217601.353753188
"1756","WBI","Male",71,222668.115479285
"1757","WBI","Male",72,221466.407593491
"1758","WBI","Male",73,215257.966877168
"1759","WBI","Male",74,204039.618102898
"1760","WBI","Male",75,192172.483257369
"1761","WBI","Male",76,183185.805823238
"1762","WBI","Male",77,168653.734167192
"1763","WBI","Male",78,158843.736244135
"1764","WBI","Male",79,152926.229140171
"1765","WBI","Male",80,143471.804555469
"1766","WBI","Male",81,131125.965254286
"1767","WBI","Male",82,117344.819561204
"1768","WBI","Male",83,104613.333472435
"1769","WBI","Male",84,93761.667523411
"1770","WBI","Male",85,83317.320090822
"1771","WBI","Male",86,71476.738218529
"1772","WBI","Male",87,61157.267318538
"1773","WBI","Male",88,51493.701482703
"1774","WBI","Male",89,44044.757705843
"1775","WBI","Male",90,39107.008442508
"1776","WBI","Male",91,27775.155599268
"1777","WBI","Male",92,15831.852884238
"1778","WBI","Male",93,11379.509246954
"1779","WBI","Male",94,9622.781941906
"1780","WBI","Male",95,7034.700850165
"1781","WBI","Male",96,5285.895236589
"1782","WBI","Male",97,3452.172225795
"1783","WBI","Male",98,2333.109393896
"1784","WBI","Male",99,1392.99423473
"1785","WBI","Male",100,1987.872398869
"1786","WBI","Female",16,303774.958715776
"1787","WBI","Female",17,315484.631295646
"1788","WBI","Female",18,319302.705840742
"1789","WBI","Female",19,334213.159487282
"1790","WBI","Female",20,335815.411725908
"1791","WBI","Female",21,326782.887485252
"1792","WBI","Female",22,324825.213051124
"1793","WBI","Female",23,328443.65579495
"1794","WBI","Female",24,319964.102105696
"1795","WBI","Female",25,314102.355587056
"1796","WBI","Female",26,311114.432474977
"1797","WBI","Female",27,302123.780096809
"1798","WBI","Female",28,301958.78841563
"1799","WBI","Female",29,303436.57170691
"1800","WBI","Female",30,309897.26355564
"1801","WBI","Female",31,311012.939079007
"1802","WBI","Female",32,298711.060240105
"1803","WBI","Female",33,278998.59083392
"1804","WBI","Female",34,276707.948434131
"1805","WBI","Female",35,289556.105817626
"1806","WBI","Female",36,303815.523975353
"1807","WBI","Female",37,316965.334939147
"1808","WBI","Female",38,336072.161023319
"1809","WBI","Female",39,358611.887627288
"1810","WBI","Female",40,379813.729925519
"1811","WBI","Female",41,374190.799937518
"1812","WBI","Female",42,387422.610662741
"1813","WBI","Female",43,391806.993401541
"1814","WBI","Female",44,401276.582182983
"1815","WBI","Female",45,406677.542432898
"1816","WBI","Female",46,412024.712558378
"1817","WBI","Female",47,410901.426625529
"1818","WBI","Female",48,403948.490199272
"1819","WBI","Female",49,398266.951328029
"1820","WBI","Female",50,385121.27410482
"1821","WBI","Female",51,371001.014048726
"1822","WBI","Female",52,364728.287896662
"1823","WBI","Female",53,359398.464213095
"1824","WBI","Female",54,348004.50208496
"1825","WBI","Female",55,337436.73938478
"1826","WBI","Female",56,327267.739842695
"1827","WBI","Female",57,331572.359995822
"1828","WBI","Female",58,328419.920628322
"1829","WBI","Female",59,323358.427387356
"1830","WBI","Female",60,326708.313312081
"1831","WBI","Female",61,337108.18690376
"1832","WBI","Female",62,347495.023206384
"1833","WBI","Female",63,371556.509066764
"1834","WBI","Female",64,403413.61210047
"1835","WBI","Female",65,322678.487424573
"1836","WBI","Female",66,308449.676065689
"1837","WBI","Female",67,306797.775231905
"1838","WBI","Female",68,290227.098717591
"1839","WBI","Female",69,262727.980345719
"1840","WBI","Female",70,239068.528307495
"1841","WBI","Female",71,246491.833943765
"1842","WBI","Female",72,247818.039034583
"1843","WBI","Female",73,242657.637494027
"1844","WBI","Female",74,233655.121889196
"1845","WBI","Female",75,225486.740962067
"1846","WBI","Female",76,217350.157904194
"1847","WBI","Female",77,205705.160323804
"1848","WBI","Female",78,199180.546449967
"1849","WBI","Female",79,196818.287062381
"1850","WBI","Female",80,192003.875078799
"1851","WBI","Female",81,182697.794439287
"1852","WBI","Female",82,169278.85817823
"1853","WBI","Female",83,156469.838207892
"1854","WBI","Female",84,145640.124160009
"1855","WBI","Female",85,136490.818020546
"1856","WBI","Female",86,125078.082096779
"1857","WBI","Female",87,113751.394598359
"1858","WBI","Female",88,103227.395929755
"1859","WBI","Female",89,93691.942642235
"1860","WBI","Female",90,89483.370923825
"1861","WBI","Female",91,68453.850944501
"1862","WBI","Female",92,42805.9910995
"1863","WBI","Female",93,32949.970064695
"1864","WBI","Female",94,30209.996648431
"1865","WBI","Female",95,23744.221895838
"1866","WBI","Female",96,19297.059993235
"1867","WBI","Female",97,13953.203508602
"1868","WBI","Female",98,9703.301664104
"1869","WBI","Female",99,6416.506186913
"1870","WBI","Female",100,10076.684485216
"1871","WHO","Male",16,9796.007055422
"1872","WHO","Male",17,9971.12278145
"1873","WHO","Male",18,10412.457903513
"1874","WHO","Male",19,13106.54932239
"1875","WHO","Male",20,17327.803749379
"1876","WHO","Male",21,19475.555176506
"1877","WHO","Male",22,21315.503511107
"1878","WHO","Male",23,23722.650540563
"1879","WHO","Male",24,27740.294216317
"1880","WHO","Male",25,33820.417571567
"1881","WHO","Male",26,38182.774913146
"1882","WHO","Male",27,42055.839594526
"1883","WHO","Male",28,44585.317144361
"1884","WHO","Male",29,45387.841270615
"1885","WHO","Male",30,46069.610862303
"1886","WHO","Male",31,45416.446168057
"1887","WHO","Male",32,42857.975056602
"1888","WHO","Male",33,39707.246553154
"1889","WHO","Male",34,37218.90798234
"1890","WHO","Male",35,33221.76012834
"1891","WHO","Male",36,30805.029924578
"1892","WHO","Male",37,28168.409810081
"1893","WHO","Male",38,26145.968157684
"1894","WHO","Male",39,24555.516391733
"1895","WHO","Male",40,22534.387050281
"1896","WHO","Male",41,20794.589162705
"1897","WHO","Male",42,19427.847368485
"1898","WHO","Male",43,18617.355538897
"1899","WHO","Male",44,17322.062908255
"1900","WHO","Male",45,16342.857566633
"1901","WHO","Male",46,15498.81988613
"1902","WHO","Male",47,15000.315580659
"1903","WHO","Male",48,13845.884483023
"1904","WHO","Male",49,13220.749786811
"1905","WHO","Male",50,12568.870601231
"1906","WHO","Male",51,11968.83420567
"1907","WHO","Male",52,11268.229087666
"1908","WHO","Male",53,10461.044875652
"1909","WHO","Male",54,9943.333334023
"1910","WHO","Male",55,9280.561483945
"1911","WHO","Male",56,8423.478831993
"1912","WHO","Male",57,7521.914467171
"1913","WHO","Male",58,7298.522719984
"1914","WHO","Male",59,6985.150688846
"1915","WHO","Male",60,6455.808395011
"1916","WHO","Male",61,6164.591309042
"1917","WHO","Male",62,6035.29126562
"1918","WHO","Male",63,5705.556507768
"1919","WHO","Male",64,5937.978500767
"1920","WHO","Male",65,5006.389450724
"1921","WHO","Male",66,4372.242969031
"1922","WHO","Male",67,4373.469436998
"1923","WHO","Male",68,4038.686179287
"1924","WHO","Male",69,3719.513314465
"1925","WHO","Male",70,3529.218910117
"1926","WHO","Male",71,3605.898186619
"1927","WHO","Male",72,3215.333698106
"1928","WHO","Male",73,3105.248878569
"1929","WHO","Male",74,2963.803483658
"1930","WHO","Male",75,2667.918585808
"1931","WHO","Male",76,2379.7143154
"1932","WHO","Male",77,2215.463880633
"1933","WHO","Male",78,1997.471341356
"1934","WHO","Male",79,1943.450770111
"1935","WHO","Male",80,1870.894453451
"1936","WHO","Male",81,1773.823409235
"1937","WHO","Male",82,1644.118292909
"1938","WHO","Male",83,1620.894465236
"1939","WHO","Male",84,1924.387032013
"1940","WHO","Male",85,1862.561157004
"1941","WHO","Male",86,1609.074095241
"1942","WHO","Male",87,1373.904559556
"1943","WHO","Male",88,1164.972436442
"1944","WHO","Male",89,991.116502321
"1945","WHO","Male",90,722.027042266
"1946","WHO","Male",91,514.876498005
"1947","WHO","Male",92,285.613297675
"1948","WHO","Male",93,212.789303441
"1949","WHO","Male",94,181.261779875
"1950","WHO","Male",95,150.95918866
"1951","WHO","Male",96,114.33764464
"1952","WHO","Male",97,79.551918721
"1953","WHO","Male",98,54.522825917
"1954","WHO","Male",99,32.000215252
"1955","WHO","Male",100,50.701695508
"1956","WHO","Female",16,9457.433379883
"1957","WHO","Female",17,9777.646196755
"1958","WHO","Female",18,11109.98929227
"1959","WHO","Female",19,15002.113808037
"1960","WHO","Female",20,20120.578969012
"1961","WHO","Female",21,22605.950716844
"1962","WHO","Female",22,25139.104215807
"1963","WHO","Female",23,30025.681587027
"1964","WHO","Female",24,35744.229399985
"1965","WHO","Female",25,41786.702595824
"1966","WHO","Female",26,45972.607036161
"1967","WHO","Female",27,48638.298312196
"1968","WHO","Female",28,50635.052282823
"1969","WHO","Female",29,50900.273189644
"1970","WHO","Female",30,48396.819363752
"1971","WHO","Female",31,47000.485572853
"1972","WHO","Female",32,43939.431571962
"1973","WHO","Female",33,40476.945458074
"1974","WHO","Female",34,37024.032900596
"1975","WHO","Female",35,33712.686192968
"1976","WHO","Female",36,31432.567434367
"1977","WHO","Female",37,28619.416576723
"1978","WHO","Female",38,26625.27071164
"1979","WHO","Female",39,25503.330772074
"1980","WHO","Female",40,23869.212339249
"1981","WHO","Female",41,21960.069055009
"1982","WHO","Female",42,21030.776867027
"1983","WHO","Female",43,19730.520791995
"1984","WHO","Female",44,18592.663034824
"1985","WHO","Female",45,17351.766146073
"1986","WHO","Female",46,16837.53933416
"1987","WHO","Female",47,16252.1763737
"1988","WHO","Female",48,15595.984207377
"1989","WHO","Female",49,14729.066969624
"1990","WHO","Female",50,14271.329531165
"1991","WHO","Female",51,13780.510083392
"1992","WHO","Female",52,12838.586824301
"1993","WHO","Female",53,12326.488639051
"1994","WHO","Female",54,11506.780944971
"1995","WHO","Female",55,11055.201452958
"1996","WHO","Female",56,10212.090471334
"1997","WHO","Female",57,9600.171355949
"1998","WHO","Female",58,9295.591167578
"1999","WHO","Female",59,8920.973000476
"2000","WHO","Female",60,8435.989121263
"2001","WHO","Female",61,8442.881333098
"2002","WHO","Female",62,8064.761280026
"2003","WHO","Female",63,7602.652597506
"2004","WHO","Female",64,7732.862758424
"2005","WHO","Female",65,6388.323716987
"2006","WHO","Female",66,5854.672933985
"2007","WHO","Female",67,5912.340311854
"2008","WHO","Female",68,5070.448176812
"2009","WHO","Female",69,5221.561818028
"2010","WHO","Female",70,4599.917255248
"2011","WHO","Female",71,4798.353643515
"2012","WHO","Female",72,4579.610358817
"2013","WHO","Female",73,4367.179027657
"2014","WHO","Female",74,4344.684720603
"2015","WHO","Female",75,4124.2306663
"2016","WHO","Female",76,3732.071595879
"2017","WHO","Female",77,3563.301612815
"2018","WHO","Female",78,3393.72706783
"2019","WHO","Female",79,3310.686130703
"2020","WHO","Female",80,3408.390384355
"2021","WHO","Female",81,3454.681029788
"2022","WHO","Female",82,3238.489235982
"2023","WHO","Female",83,3125.001905391
"2024","WHO","Female",84,2971.688439864
"2025","WHO","Female",85,2539.526059485
"2026","WHO","Female",86,2336.369504018
"2027","WHO","Female",87,2126.655297302
"2028","WHO","Female",88,1923.133009476
"2029","WHO","Female",89,1744.808539611
"2030","WHO","Female",90,1144.459239058
"2031","WHO","Female",91,884.371390228
"2032","WHO","Female",92,551.195189036
"2033","WHO","Female",93,432.897638431
"2034","WHO","Female",94,393.211809936
"2035","WHO","Female",95,301.52643758
"2036","WHO","Female",96,239.946463883
"2037","WHO","Female",97,179.364626693
"2038","WHO","Female",98,121.643384423
"2039","WHO","Female",99,84.80768696
"2040","WHO","Female",100,132.8242095
