,region,ethnicity,age_start,age_end,sex,year_start,year_end,mean_value
196,East Midlands,BAN,49,50,Female,2021,2022,0.0075220345534042
197,East Midlands,BAN,49,50,Female,2022,2023,0.0075480692842866
198,East Midlands,BAN,49,50,Female,2023,2024,0.0075640906571373
199,East Midlands,BAN,49,50,Female,2024,2025,0.0075721013435626
200,East Midlands,BLA,10,11,Female,2020,2021,0.0004294017481203
201,East Midlands,BLA,10,11,Female,2021,2022,0.0004312387609464
202,East Midlands,BLA,10,11,Female,2022,2023,0.0004327313338677
203,East Midlands,BLA,10,11,Female,2023,2024,0.0004336498402808
204,East Midlands,BLA,10,11,Female,2024,2025,0.0004341090934873
205,East Midlands,BLA,11,12,Female,2020,2021,0.0019339468045114
206,East Midlands,BLA,11,12,Female,2021,2022,0.0019422203737286
207,East Midlands,BLA,11,12,Female,2022,2023,0.0019489426487175
208,East Midlands,BLA,11,12,Female,2023,2024,0.0019530794333261
209,East Midlands,BLA,11,12,Female,2024,2025,0.0019551478256304
210,East Midlands,BLA,12,13,Female,2020,2021,0.0075018288228392
211,East Midlands,BLA,12,13,Female,2021,2022,0.0075339222081775
212,East Midlands,BLA,12,13,Female,2022,2023,0.0075599980837649
213,East Midlands,BLA,12,13,Female,2023,2024,0.0075760447764341
214,East Midlands,BLA,12,13,Female,2024,2025,0.0075840681227687
215,East Midlands,BLA,13,14,Female,2020,2021,0.0138408311560167
216,East Midlands,BLA,13,14,Female,2021,2022,0.013900043267914
217,East Midlands,BLA,13,14,Female,2022,2023,0.0139481531088307
218,East Midlands,BLA,13,14,Female,2023,2024,0.0139777591647794
219,East Midlands,BLA,13,14,Female,2024,2025,0.0139925621927537
220,East Midlands,BLA,14,15,Female,2020,2021,0.0230074112218073
221,East Midlands,BLA,14,15,Female,2021,2022,0.0231058386494941
222,East Midlands,BLA,14,15,Female,2022,2023,0.0231858109344897
223,East Midlands,BLA,14,15,Female,2023,2024,0.0232350246483332
224,East Midlands,BLA,14,15,Female,2024,2025,0.0232596315052549
225,East Midlands,BLA,15,16,Female,2020,2021,0.0350306601691771
226,East Midlands,BLA,15,16,Female,2021,2022,0.0351805239559971
227,East Midlands,BLA,15,16,Female,2022,2023,0.0353022882827884
228,East Midlands,BLA,15,16,Female,2023,2024,0.0353772201761984
229,East Midlands,BLA,15,16,Female,2024,2025,0.0354146861229034
230,East Midlands,BLA,16,17,Female,2020,2021,0.0495090381954947
231,East Midlands,BLA,16,17,Female,2021,2022,0.049720841567454
232,East Midlands,BLA,16,17,Female,2022,2023,0.049892931807171
233,East Midlands,BLA,16,17,Female,2023,2024,0.0499988334931506
234,East Midlands,BLA,16,17,Female,2024,2025,0.0500517843361405
235,East Midlands,BLA,17,18,Female,2020,2021,0.0656640497650455
236,East Midlands,BLA,17,18,Female,2021,2022,0.0659449654859655
237,East Midlands,BLA,17,18,Female,2022,2023,0.066173209509213
238,East Midlands,BLA,17,18,Female,2023,2024,0.066313667369673
239,East Midlands,BLA,17,18,Female,2024,2025,0.066383896299903
240,East Midlands,BLA,18,19,Female,2020,2021,0.0849420694248654
