DZ2011_Code,DZ2011_Name,IZ2011_Code,IZ2011_Name,MMWard_Code,MMWard_Name,LA_Code,LA_Name,SPC_Code,SPC_Name,UKPC_Code,UKPC_Name,HB_Code,HB_Name,HIA_Code,HIA_Name,SPD_Code,SPD_Name,SFRLSO_Code,SFRLSO_Name,SFRSDA_Code,SFRSDA_Name,RRP_Code,RRP_Name,LRP_Code,LRP_Name,TTWA2011_Code,TTWA2011_Name,UR2_Code,UR2_Name,UR3_Code,UR3_Name,UR6_Code,UR6_Name,UR8_Code,UR8_Name,Country_Code,Country_Name
S01009599,Pitcoudie,S02001809,Glenrothes Cadham and Pitcoudie,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009600,Cadham,S02001809,Glenrothes Cadham and Pitcoudie,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009601,Cadham South,S02001809,Glenrothes Cadham and Pitcoudie,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009602,Coul,S02001810,Glenrothes Balfarg Pitcairn and Coul,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009603,Pitcairn,S02001810,Glenrothes Balfarg Pitcairn and Coul,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009604,Balfarg South,S02001810,Glenrothes Balfarg Pitcairn and Coul,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009605,Balfarg,S02001810,Glenrothes Balfarg Pitcairn and Coul,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009606,Tofthill and Balbirnie Park,S02001811,Markinch and Star,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009607,Prestonhall,S02001811,Markinch and Star,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009608,Markinch North,S02001811,Markinch and Star,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009609,Markinch East,S02001811,Markinch and Star,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009610,Markinch West,S02001811,Markinch and Star,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009611,Star and Kirkforthar,S02001811,Markinch and Star,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01009612,Coaltown of Balgonie East,S02001812,Windygates and Coaltown,S13002959,Glenrothes Central and Thornton,S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009613,Coaltown of Balgonie West,S02001812,Windygates and Coaltown,S13002959,Glenrothes Central and Thornton,S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009614,Milton of Balgonie,S02001812,Windygates and Coaltown,S13002958,"Glenrothes North, Leslie and Markinch",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01009615,Windygates West,S02001812,Windygates and Coaltown,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009616,Windygates East,S02001812,Windygates and Coaltown,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009617,Windygates Kennoway and Leven Roads,S02001812,Windygates and Coaltown,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009618,Denbeath North,S02001813,"Buckhaven, Denbeath and Muiredge",S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009619,Denbeath South,S02001813,"Buckhaven, Denbeath and Muiredge",S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009620,Buckhaven North,S02001813,"Buckhaven, Denbeath and Muiredge",S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009621,Buckhaven Central,S02001813,"Buckhaven, Denbeath and Muiredge",S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009622,Buckhaven South,S02001813,"Buckhaven, Denbeath and Muiredge",S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009623,Buckhaven North West and Muiredge,S02001813,"Buckhaven, Denbeath and Muiredge",S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009624,Buckhaven Birds,S02001813,"Buckhaven, Denbeath and Muiredge",S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009625,Methil Methilmill,S02001814,Methil Methilhill,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009626,Methil Trees East,S02001814,Methil Methilhill,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009627,Methil Trees West,S02001814,Methil Methilhill,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009628,Methilhill Toll Bar,S02001814,Methil Methilhill,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009629,Methilhill South West,S02001814,Methil Methilhill,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009630,Methilhill North,S02001814,Methil Methilhill,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009631,Lower Methil,S02001815,Methil West,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009632,Methil Memorial Park,S02001815,Methil West,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009633,Methil Savoy,S02001815,Methil West,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009634,Methil Sea Road,S02001815,Methil West,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009635,Methil New Bayview,S02001816,Methil East,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009636,Aberhill,S02001816,Methil East,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009637,Methil Old Bayview,S02001816,Methil East,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009638,Methil Kirkland,S02001816,Methil East,S13002966,"Buckhaven, Methil and Wemyss Villages",S12000047,Fife,S16000127,Kirkcaldy,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009639,Leven Links,S02001817,Leven East,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000049,North East Fife,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009640,Scoonie South,S02001817,Leven East,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000049,North East Fife,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009641,Leven South West,S02001817,Leven East,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000049,North East Fife,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009642,Leven South,S02001817,Leven East,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000049,North East Fife,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009643,Leven Castlefleurie,S02001818,Leven West,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009644,Leven Mountfleurie West,S02001818,Leven West,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009645,Leven Montrave,S02001818,Leven West,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009646,Leven Mountfleurie East,S02001818,Leven West,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009647,Leven North,S02001818,Leven West,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000049,North East Fife,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009648,Broom South,S02001819,Leven North,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009649,Broom North,S02001819,Leven North,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009650,Leven Letham Glen,S02001819,Leven North,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000049,North East Fife,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
S01009651,New Gilston and Upper Largo,S02001820,Largo,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000049,North East Fife,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000078,St Andrews and Cupar,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01009652,Lundin Links,S02001820,Largo,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000049,North East Fife,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000078,St Andrews and Cupar,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01009653,Lower Largo Northern,S02001820,Largo,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000049,North East Fife,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000078,St Andrews and Cupar,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01009654,Lower Largo,S02001820,Largo,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000049,North East Fife,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000078,St Andrews and Cupar,2,Rural,2,Accessible Rural,5,Accessible Rural,6,Accessible Rural Areas,S92000003,Scotland
S01009655,Kennoway South East,S02001821,Kennoway and Bonnybank,S13002965,"Leven, Kennoway and Largo",S12000047,Fife,S16000129,Mid Fife and Glenrothes,S14000036,Glenrothes,S08000029,Fife,S37000032,Fife,S32000016,Fife,S39000022,"Stirling, Clackmannanshire and Fife",S40000004,East,S43000004,East,S42000013,Fife,S22000057,Dunfermline and Kirkcaldy,1,Rest of Scotland,1,Rest of Scotland,2,Other Urban Areas,2,Other Urban Areas,S92000003,Scotland
