United Kingdom, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 01/12/2022
Year    Age        Total
2017     55+        0.00
2018     12-        0.13
2018     13         5.01
2018     14        64.20
2018     15       313.66
2018     16      1167.02
2018     17      3170.05
2018     18      6147.09
2018     19     10382.14
2018     20     13757.18
2018     21     16967.23
2018     22     20080.29
2018     23     23200.32
2018     24     27103.38
2018     25     31664.44
2018     26     36203.50
2018     27     40943.56
2018     28     44766.60
2018     29     47453.65
2018     30     49311.66
2018     31     50852.70
2018     32     49030.68
2018     33     45943.63
2018     34     42200.57
2018     35     38233.52
2018     36     33503.46
2018     37     27718.39
2018     38     22215.30
2018     39     16928.24
2018     40     11735.17
2018     41      7855.11
2018     42      5065.07
2018     43      2937.05
2018     44      1739.03
2018     45       995.01
2018     46       594.09
2018     47       328.71
2018     48       235.01
2018     49       145.23
2018     50       139.29
2018     51        78.80
2018     52        27.80
2018     53         8.30
2018     54         1.81
2018     55+        0.00
2019     12-        0.14
2019     13         5.90
2019     14        80.42
2019     15       338.53
2019     16      1117.04
2019     17      2883.09
2019     18      5744.19
2019     19      9631.33
2019     20     13205.44
2019     21     15884.54
2019     22     19495.65
2019     23     21919.75
2019     24     25775.87
2019     25     29692.01
2019     26     34257.16
2019     27     39273.33
2019     28     43148.45
2019     29     46981.57
2019     30     47764.61
2019     31     50525.71
2019     32     48338.63
2019     33     45193.52
2019     34     42429.45
2019     35     37523.27
2019     36     32315.10
2019     37     26874.91
2019     38     22080.75
2019     39     17508.57
2019     40     12229.41
2019     41      7997.27
2019     42      5051.17
2019     43      2999.10
2019     44      1805.06
2019     45      1012.04
2019     46       578.42
2019     47       382.53
2019     48       213.80
2019     49       142.71
2019     50       150.44
2019     51        87.78
2019     52        30.67
2019     53         8.80
2019     54         1.89
2019     55+        0.00
2020     12-        0.13
2020     13         4.88
2020     14        69.07
2020     15       321.97
2020     16       999.15
2020     17      2676.39
2020     18      4936.72
2020     19      8704.27
2020     20     11988.75
2020     21     14703.14
2020     22     17234.51
2020     23     20717.03
2020     24     23614.45
2020     25     27797.04
2020     26     32033.67
2020     27     36488.31
2020     28     41266.00
2020     29     45059.54
2020     30     46679.77
2020     31     48602.04
2020     32     48063.96
2020     33     44571.46
2020     34     40939.94
2020     35     36637.31
2020     36     31418.55
2020     37     25859.76
2020     38     21046.05
2020     39     16682.42
2020     40     12372.80
2020     41      7976.14
2020     42      4907.71
2020     43      2984.44
2020     44      1669.25
2020     45       956.14
2020     46       549.40
2020     47       331.67
2020     48       221.18
2020     49       150.16
2020     50       170.53
2020     51       108.10
2020     52        34.69
2020     53         9.56
2020     54         1.98
2020     55+        0.00
