United Kingdom, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 01/12/2022
Year    Age        Exposure
2010     45       479309.83
2010     46       474608.21
2010     47       467747.98
2010     48       456814.16
2010     49       441347.83
2010     50       423014.80
2010     51       418046.73
2010     52       405847.35
2010     53       392472.40
2010     54       381036.61
2010     55       369353.94
2011     12       357003.08
2011     13       364234.91
2011     14       373531.23
2011     15       369498.91
2011     16       374797.99
2011     17       385538.30
2011     18       392631.51
2011     19       413147.01
2011     20       420951.36
2011     21       417782.39
2011     22       422418.57
2011     23       432217.75
2011     24       430588.29
2011     25       430772.91
2011     26       433981.62
2011     27       427568.01
2011     28       432295.68
2011     29       434830.32
2011     30       437644.72
2011     31       434243.88
2011     32       421296.29
2011     33       394485.29
2011     34       386641.20
2011     35       395150.64
2011     36       404593.91
2011     37       413510.92
2011     38       431188.11
2011     39       447364.12
2011     40       465310.89
2011     41       457636.17
2011     42       469146.29
2011     43       469428.27
2011     44       475924.48
2011     45       476556.94
2011     46       478838.64
2011     47       474050.62
2011     48       467046.06
2011     49       456089.63
2011     50       440855.32
2011     51       422476.33
2011     52       417437.91
2011     53       405064.75
2011     54       391768.56
2011     55       380144.61
2012     12       349046.90
2012     13       358488.44
2012     14       365738.12
2012     15       375256.51
2012     16       371158.70
2012     17       376943.88
2012     18       389595.38
2012     19       399983.27
2012     20       419106.17
2012     21       427055.83
2012     22       425186.09
2012     23       429085.71
2012     24       436979.74
2012     25       433345.03
2012     26       433295.90
2012     27       436264.44
2012     28       430030.13
2012     29       434615.39
2012     30       436396.95
2012     31       439141.53
2012     32       435702.01
2012     33       422136.46
2012     34       395167.76
2012     35       386787.56
2012     36       395398.60
2012     37       404591.39
2012     38       413594.47
2012     39       431039.24
2012     40       447639.64
2012     41       465269.61
2012     42       457717.10
2012     43       468954.75
2012     44       469197.67
2012     45       475730.03
2012     46       476301.95
2012     47       478560.20
2012     48       473656.73
2012     49       466581.22
2012     50       455621.10
2012     51       440288.76
2012     52       421875.77
2012     53       416640.17
2012     54       404320.62
2012     55       390888.39
2013     12       342144.05
2013     13       350647.68
2013     14       360061.25
2013     15       367181.41
2013     16       376582.10
2013     17       372740.05
2013     18       379855.84
2013     19       395744.15
2013     20       405579.22
2013     21       423799.79
2013     22       433091.24
2013     23       430943.39
2013     24       432719.05
2013     25       439722.56
2013     26       435886.96
2013     27       435584.11
2013     28       438149.72
2013     29       431895.44
2013     30       436013.53
2013     31       437391.05
2013     32       440098.59
2013     33       436401.63
2013     34       422675.89
2013     35       395592.37
2013     36       387339.66
2013     37       395702.64
2013     38       405019.61
2013     39       413855.17
2013     40       431367.76
2013     41       447708.56
2013     42       465498.91
2013     43       457609.42
2013     44       468904.53
2013     45       469234.58
2013     46       475676.69
2013     47       476228.90
2013     48       478484.17
2013     49       473476.87
2013     50       466190.25
2013     51       455113.45
2013     52       439657.16
2013     53       421081.53
2013     54       415807.75
2013     55       403522.67
2014     12       336423.99
2014     13       343977.40
2014     14       352408.93
2014     15       361839.79
2014     16       368966.56
2014     17       378864.27
2014     18       376287.88
2014     19       386787.92
2014     20       402823.70
2014     21       410792.19
2014     22       430604.26
2014     23       439566.28
2014     24       435353.98
2014     25       436219.09
2014     26       443151.38
2014     27       439149.03
2014     28       438293.04
2014     29       440954.17
2014     30       433969.96
2014     31       437313.46
2014     32       438681.52
2014     33       441240.49
2014     34       437353.30
2014     35       423569.65
2014     36       396627.72
2014     37       388207.34
2014     38       396549.66
2014     39       405713.49
2014     40       414608.67
2014     41       431671.84
2014     42       448161.96
2014     43       465642.89
2014     44       457686.02
2014     45       469077.27
2014     46       469393.77
2014     47       475808.74
2014     48       476388.57
2014     49       478621.72
2014     50       473373.84
2014     51       465982.41
2014     52       454677.09
2014     53       439092.03
2014     54       420410.14
2014     55       415141.82
2015     12       342467.54
2015     13       338403.22
2015     14       345821.52
2015     15       354414.61
2015     16       363906.77
2015     17       371742.81
2015     18       383085.13
2015     19       383974.36
2015     20       394812.80
2015     21       408757.71
2015     22       418145.90
2015     23       437818.24
2015     24       444855.10
2015     25       439580.17
2015     26       440504.07
2015     27       447277.80
2015     28       442767.21
2015     29       441850.48
2015     30       443669.30
2015     31       435588.62
2015     32       439043.35
2015     33       440180.79
2015     34       442423.66
2015     35       438426.56
2015     36       424930.65
2015     37       397879.87
2015     38       389258.60
2015     39       397536.13
2015     40       406880.07
2015     41       415197.81
2015     42       432515.03
2015     43       448700.42
2015     44       466037.53
2015     45       458102.25
2015     46       469500.74
2015     47       469700.67
2015     48       476070.55
2015     49       476643.47
2015     50       478622.23
2015     51       473326.95
2015     52       465596.97
2015     53       454276.59
2015     54       438523.01
2015     55       419767.55
2016     12       352396.26
2016     13       344404.76
2016     14       340152.62
2016     15       347846.62
2016     16       356521.56
2016     17       366681.52
2016     18       375953.60
2016     19       390563.98
2016     20       391645.72
2016     21       400227.69
2016     22       415502.88
2016     23       424728.57
2016     24       442549.65
2016     25       448737.30
2016     26       443572.89
2016     27       444205.60
2016     28       450795.62
2016     29       446046.87
2016     30       444309.12
2016     31       445193.89
2016     32       437252.59
2016     33       440552.06
2016     34       441272.41
2016     35       443390.51
2016     36       439714.60
2016     37       426108.20
2016     38       398715.59
2016     39       390126.13
2016     40       398714.97
2016     41       407563.06
2016     42       416256.89
2016     43       433191.02
2016     44       449248.60
2016     45       466570.88
2016     46       458596.03
2016     47       469790.59
2016     48       469857.90
2016     49       476219.82
2016     50       476540.62
2016     51       478519.15
2016     52       472876.11
2016     53       465173.06
2016     54       453708.41
2016     55       437790.44
2017     12       363574.33
2017     13       354251.37
2017     14       346143.58
2017     15       342112.23
2017     16       349863.54
2017     17       359286.45
2017     18       370694.05
2017     19       382919.72
2017     20       397693.75
2017     21       396349.65
2017     22       406512.73
2017     23       421516.77
2017     24       428613.58
2017     25       445770.80
2017     26       451935.93
2017     27       446427.82
2017     28       446859.50
2017     29       453294.20
2017     30       447862.67
2017     31       445665.95
2017     32       446707.68
2017     33       438778.59
2017     34       441701.19
2017     35       442313.40
2017     36       444563.63
2017     37       440586.89
2017     38       426632.62
2017     39       399307.84
2017     40       390976.00
2017     41       399197.79
2017     42       408455.26
2017     43       416709.06
2017     44       433571.69
2017     45       449697.41
2017     46       466932.88
2017     47       458815.96
2017     48       469928.28
2017     49       469941.26
2017     50       476081.43
2017     51       476381.85
2017     52       478043.03
2017     53       472344.09
2017     54       464581.35
2017     55       452928.40
2018     12       375119.34
2018     13       365432.98
2018     14       356037.39
2018     15       348079.56
2018     16       343987.77
2018     17       352717.07
2018     18       363050.84
2018     19       377888.85
2018     20       389929.78
2018     21       402351.24
2018     22       403161.21
2018     23       412961.28
2018     24       425764.56
2018     25       431817.12
2018     26       448672.68
2018     27       454413.55
2018     28       448393.71
2018     29       448773.16
2018     30       454657.63
2018     31       449308.28
2018     32       447229.26
2018     33       448291.87
2018     34       440130.02
2018     35       442927.87
2018     36       443435.83
2018     37       445238.67
2018     38       440898.58
2018     39       427048.19
2018     40       399842.57
2018     41       391154.26
2018     42       399846.80
2018     43       408687.52
2018     44       416774.06
2018     45       433904.96
2018     46       449913.00
2018     47       467114.56
2018     48       459026.99
2018     49       470096.16
2018     50       469907.27
2018     51       475974.69
2018     52       475943.72
2018     53       477448.34
2018     54       471705.58
2018     55       463781.97
2019     12       386784.35
2019     13       376125.04
2019     14       366382.11
2019     15       357059.51
2019     16       349043.47
2019     17       345407.33
2019     18       354731.63
2019     19       367269.41
2019     20       381851.34
2019     21       392388.68
2019     22       406240.59
2019     23       406791.25
2019     24       415184.58
2019     25       427285.97
2019     26       433179.97
2019     27       449852.08
2019     28       455267.72
2019     29       449288.06
2019     30       449397.91
2019     31       455427.16
2019     32       450125.30
2019     33       447989.47
2019     34       448980.19
2019     35       440721.73
2019     36       443421.55
2019     37       443663.74
2019     38       445285.14
2019     39       440999.32
2019     40       427128.65
2019     41       399735.61
2019     42       391312.59
2019     43       399767.41
2019     44       408425.77
2019     45       416676.79
2019     46       433711.26
2019     47       449667.95
2019     48       466867.15
2019     49       458764.28
2019     50       469673.08
2019     51       469382.85
2019     52       475206.41
2019     53       475095.48
2019     54       476497.41
2019     55       470603.12
2020     12       397257.69
2020     13       386835.41
2020     14       376157.62
2020     15       366416.28
2020     16       357082.18
2020     17       349034.06
2020     18       345572.35
2020     19       355274.54
2020     20       367625.55
2020     21       381971.72
2020     22       392593.98
2020     23       406396.88
2020     24       406694.81
2020     25       414975.26
2020     26       427181.65
2020     27       433128.61
2020     28       449789.73
2020     29       455243.98
2020     30       449263.28
2020     31       449327.75
2020     32       455344.06
2020     33       450008.86
2020     34       447844.49
2020     35       448812.98
2020     36       440517.92
2020     37       443182.42
2020     38       443421.50
2020     39       445009.75
2020     40       440655.45
2020     41       426775.20
2020     42       399393.56
2020     43       390912.33
2020     44       399287.98
2020     45       407915.84
2020     46       416079.86
2020     47       433037.45
2020     48       448881.44
2020     49       465965.68
2020     50       457808.49
2020     51       468594.91
2020     52       468202.35
2020     53       473983.96
2020     54       473768.93
2020     55       475025.80
