,LSOA11CD
185302,S01011350
185303,S01011354
185304,S01011309
185305,S01011331
185306,S01011331
185307,S01011319
185308,S01011319
185309,S01011330
185310,S01011330
185311,S01011273
185312,S01011344
185313,S01011198
185314,S01011215
185315,S01011309
185316,S01011209
185317,S01011197
185318,S01011214
185319,S01011331
185320,S01011275
185321,S01011340
185322,S01011197
185323,S01011276
185324,S01011214
185325,S01011338
185326,S01011210
185327,S01011197
185328,S01011319
185329,S01011276
185330,S01011247
185331,S01011214
185332,S01011197
185333,S01011274
185334,S01011211
185335,S01011338
185336,S01011254
185337,S01011212
185338,S01011196
185339,S01011286
185340,S01011286
185341,S01011288
185342,S01011287
185343,S01011287
185344,S01011288
185345,S01011288
185346,S01011285
185347,S01011285
185348,S01011285
185349,S01011285
185350,S01011293
185351,S01011293
185352,S01011294
185353,S01011293
185354,S01011293
185355,S01011293
185356,S01011291
185357,S01011289
185358,S01011289
185359,S01011289
185360,S01011289
185361,S01011289
185362,S01011297
185363,S01011316
185364,S01011316
185365,S01011305
185366,S01011306
185367,S01011300
185368,S01011300
185369,S01011300
185370,S01011304
185371,S01011346
185372,S01011346
185373,S01011346
185374,S01011346
185375,S01011346
185376,S01011345
185377,S01011345
185378,S01011345
185379,S01011345
185380,S01011344
185381,S01011344
185382,S01011199
185383,S01011212
185384,S01011247
185385,S01011257
185386,S01011338
185387,S01011199
185388,S01011348
185389,S01011332
185390,S01011207
185391,S01011213
185392,S01011282
185393,S01011200
185394,S01011351
185395,S01011210
185396,S01011213
185397,S01011173
185398,S01011199
185399,S01011348
185400,S01011281
185401,S01011205
185402,S01011213
185403,S01011191
185404,S01011200
185405,S01011348
185406,S01011171
185407,S01011213
185408,S01011200
185409,S01011190
185410,S01011355
185411,S01011174
185412,S01011223
185413,S01011209
185414,S01011201
185415,S01011351
185416,S01011173
185417,S01011177
185418,S01011230
185419,S01011240
185420,S01011240
185421,S01011238
185422,S01011272
185423,S01011294
185424,S01011227
185425,S01011228
185426,S01011243
185427,S01011243
185428,S01011244
185429,S01011242
185430,S01011242
185431,S01011244
185432,S01011241
185433,S01011220
185434,S01011186
185435,S01011237
185436,S01011240
185437,S01011240
185438,S01011241
185439,S01011241
185440,S01011238
185441,S01011238
185442,S01011269
185443,S01011295
185444,S01011302
185445,S01011318
185446,S01011326
185447,S01011326
185448,S01011326
185449,S01011325
185450,S01011325
185451,S01011325
185452,S01011224
185453,S01011202
185454,S01011209
185455,S01011222
185456,S01011209
185457,S01011355
185458,S01011251
185459,S01011223
185460,S01011203
185461,S01011353
185462,S01011226
185463,S01011223
185464,S01011203
185465,S01011310
185466,S01011219
185467,S01011223
185468,S01011222
185469,S01011223
185470,S01011222
185471,S01011222
185472,S01011221
185473,S01011225
185474,S01011218
185475,S01011222
185476,S01011179
185477,S01011179
185478,S01011253
185479,S01011237
185480,S01011237
185481,S01011237
185482,S01011263
185483,S01011263
185484,S01011263
185485,S01011262
185486,S01011261
185487,S01011266
185488,S01011266
185489,S01011265
185490,S01011264
185491,S01011265
185492,S01011263
185493,S01011265
185494,S01011234
185495,S01011235
185496,S01011236
185497,S01011272
185498,S01011271
185499,S01011271
185500,S01011203
185501,S01011203
185502,S01011180
185503,S01011203
185504,S01011262
185505,S01011203
185506,S01011266
185507,S01011231
185508,S01011196
185509,S01011196
185510,S01011321
185511,S01011266
185512,S01011253
185513,S01011321
185514,S01011264
185515,S01011252
185516,S01011191
185517,S01011236
185518,S01011288
185519,S01011291
185520,S01011290
185521,S01011290
185522,S01011289
185523,S01011298
185524,S01011315
185525,S01011305
185526,S01011300
185527,S01011343
185528,S01011340
185529,S01011339
185530,S01011348
185531,S01011353
185532,S01011328
185533,S01011179
185534,S01011262
185535,S01011355
185536,S01011282
185537,S01011175
185538,S01011204
185539,S01011209
185540,S01011202
185541,S01011249
185542,S01011234
185543,S01011274
185544,S01011290
185545,S01011304
185546,S01011191
185547,S01011252
185548,S01011253
185549,S01011196
185550,S01011253
185551,S01011201
185552,S01011251
185553,S01011206
185554,S01011251
185555,S01011270
185556,S01011251
185557,S01011270
185558,S01011251
185559,S01011251
185560,S01011250
185561,S01011250
185562,S01011250
185563,S01011250
185564,S01011248
185565,S01011245
185566,S01011247
185567,S01011221
185568,S01011221
185569,S01011221
185570,S01011220
185571,S01011220
185572,S01011220
185573,S01011219
185574,S01011219
185575,S01011285
185576,S01011289
185577,S01011212
185578,S01011212
185579,S01011212
185580,S01011213
185581,S01011285
185582,S01011316
185583,S01011188
185584,S01011188
185585,S01011192
185586,S01011225
185587,S01011252
185588,S01011252
185589,S01011264
185590,S01011263
185591,S01011265
185592,S01011276
185593,S01011287
185594,S01011287
185595,S01011288
185596,S01011288
185597,S01011306
185598,S01011305
185599,S01011305
185600,S01011352
185601,S01011318
185602,S01011321
185603,S01011320
185604,S01011320
185605,S01011321
185606,S01011335
185607,S01011278
185608,S01011263
185609,S01011342
185610,S01011281
185611,S01011204
185612,S01011201
185613,S01011208
185614,S01011208
185615,S01011232
185616,S01011208
185617,S01011248
185618,S01011263
185619,S01011267
185620,S01011279
185621,S01011279
185622,S01011349
185623,S01011314
185624,S01011305
185625,S01011349
185626,S01011317
185627,S01011319
185628,S01011354
185629,S01011280
185630,S01011207
185631,S01011206
185632,S01011249
185633,S01011246
185634,S01011256
185635,S01011256
185636,S01011277
185637,S01011303
185638,S01011350
185639,S01011282
185640,S01011282
185641,S01011283
185642,S01011194
185643,S01011252
185644,S01011250
185645,S01011250
185646,S01011225
185647,S01011219
185648,S01011218
185649,S01011179
185650,S01011237
185651,S01011264
185652,S01011271
185653,S01011339
185654,S01011260
185655,S01011233
185656,S01011291
185657,S01011235
185658,S01011348
185659,S01011353
185660,S01011354
185661,S01011310
185662,S01011177
185663,S01011206
185664,S01011263
185665,S01011211
185666,S01011325
185667,S01011274
185668,S01011206
185669,S01011182
185670,S01011171
185671,S01011174
185672,S01011174
185673,S01011281
185674,S01011334
185675,S01011172
185676,S01011356
185677,S01011274
185678,S01011355
185679,S01011331
185680,S01011291
185681,S01011176
185682,S01011308
185683,S01011175
185684,S01011181
185685,S01011174
185686,S01011242
185687,S01011187
185688,S01011187
185689,S01011226
185690,S01011249
185691,S01011258
185692,S01011246
185693,S01011247
185694,S01011247
185695,S01011185
185696,S01011226
185697,S01011259
185698,S01011258
185699,S01011257
185700,S01011268
185701,S01011271
185702,S01011277
185703,S01011277
185704,S01011277
185705,S01011277
185706,S01011279
185707,S01011280
185708,S01011287
185709,S01011312
185710,S01011314
185711,S01011341
185712,S01011290
185713,S01011275
185714,S01011243
185715,S01011322
185716,S01011189
185717,S01011295
185718,S01011313
185719,S01011302
185720,S01011302
185721,S01011343
185722,S01011342
185723,S01011341
185724,S01011341
185725,S01011352
185726,S01011324
185727,S01011329
185728,S01011323
185729,S01011329
185730,S01011351
185731,S01011325
185732,S01011269
185733,S01011347
185734,S01011179
185735,S01011244
185736,S01011246
185737,S01011313
185738,S01011320
185739,S01011318
185740,S01011232
185741,S01011190
185742,S01011178
185743,S01011231
185744,S01011231
185745,S01011196
185746,S01011252
185747,S01011252
185748,S01011251
185749,S01011248
185750,S01011248
185751,S01011245
185752,S01011217
185753,S01011186
185754,S01011186
185755,S01011223
185756,S01011226
185757,S01011180
185758,S01011180
185759,S01011237
185760,S01011261
185761,S01011261
185762,S01011266
185763,S01011234
185764,S01011286
185765,S01011330
185766,S01011294
185767,S01011296
185768,S01011297
185769,S01011246
185770,S01011297
185771,S01011298
185772,S01011297
185773,S01011298
185774,S01011316
185775,S01011316
185776,S01011300
185777,S01011300
185778,S01011341
185779,S01011340
185780,S01011340
185781,S01011348
185782,S01011348
185783,S01011351
185784,S01011352
185785,S01011352
185786,S01011354
185787,S01011322
185788,S01011336
185789,S01011202
185790,S01011261
185791,S01011270
185792,S01011286
185793,S01011196
185794,S01011228
185795,S01011225
185796,S01011179
185797,S01011274
185798,S01011203
185799,S01011302
185800,S01011173
185801,S01011173
185802,S01011177
185803,S01011259
185804,S01011319
185805,S01011189
185806,S01011230
185807,S01011241
185808,S01011239
185809,S01011292
185810,S01011327
185811,S01011290
185812,S01011226
185813,S01011330
185814,S01011338
185815,S01011241
185816,S01011319
185817,S01011200
185818,S01011254
185819,S01011278
185820,S01011255
185821,S01011254
185822,S01011242
185823,S01011247
185824,S01011256
185825,S01011276
185826,S01011303
185827,S01011303
185828,S01011321
185829,S01011206
185830,S01011281
185831,S01011231
185832,S01011200
185833,S01011231
185834,S01011202
185835,S01011250
185836,S01011243
185837,S01011244
185838,S01011242
185839,S01011229
185840,S01011229
185841,S01011228
185842,S01011186
185843,S01011237
185844,S01011260
185845,S01011239
185846,S01011239
185847,S01011239
185848,S01011260
185849,S01011235
185850,S01011235
185851,S01011272
185852,S01011267
185853,S01011272
185854,S01011272
185855,S01011274
185856,S01011279
185857,S01011287
185858,S01011294
185859,S01011292
185860,S01011293
185861,S01011313
185862,S01011246
185863,S01011318
185864,S01011228
185865,S01011227
185866,S01011228
185867,S01011318
185868,S01011224
185869,S01011185
185870,S01011318
185871,S01011241
185872,S01011332
185873,S01011241
185874,S01011201
185875,S01011259
185876,S01011254
185877,S01011248
185878,S01011242
185879,S01011185
185880,S01011185
185881,S01011186
185882,S01011185
185883,S01011254
185884,S01011254
185885,S01011279
185886,S01011296
185887,S01011311
185888,S01011313
185889,S01011301
185890,S01011338
185891,S01011350
185892,S01011259
185893,S01011329
185894,S01011324
185895,S01011355
185896,S01011187
185897,S01011214
185898,S01011306
185899,S01011306
185900,S01011278
185901,S01011184
185902,S01011257
185903,S01011278
185904,S01011303
185905,S01011332
185906,S01011332
185907,S01011224
185908,S01011238
185909,S01011356
185910,S01011226
185911,S01011208
185912,S01011228
185913,S01011241
185914,S01011241
185915,S01011346
185916,S01011346
185917,S01011347
185918,S01011347
185919,S01011349
185920,S01011258
185921,S01011234
185922,S01011269
185923,S01011269
185924,S01011240
185925,S01011277
185926,S01011241
185927,S01011295
185928,S01011295
185929,S01011313
185930,S01011313
185931,S01011313
185932,S01011314
185933,S01011314
185934,S01011314
185935,S01011316
185936,S01011301
185937,S01011303
185938,S01011342
185939,S01011341
185940,S01011349
185941,S01011327
185942,S01011327
185943,S01011328
185944,S01011328
185945,S01011310
185946,S01011310
185947,S01011317
185948,S01011329
185949,S01011329
185950,S01011330
185951,S01011336
185952,S01011336
185953,S01011342
185954,S01011355
185955,S01011309
185956,S01011200
185957,S01011347
185958,S01011347
185959,S01011249
185960,S01011246
185961,S01011239
185962,S01011239
185963,S01011240
185964,S01011294
185965,S01011347
185966,S01011347
185967,S01011347
185968,S01011327
185969,S01011326
185970,S01011329
185971,S01011333
185972,S01011325
185973,S01011327
185974,S01011177
185975,S01011228
185976,S01011355
185977,S01011326
185978,S01011326
185979,S01011320
185980,S01011177
185981,S01011172
185982,S01011173
185983,S01011172
185984,S01011177
185985,S01011171
185986,S01011233
185987,S01011356
185988,S01011189
185989,S01011271
185990,S01011171
185991,S01011181
185992,S01011303
185993,S01011334
185994,S01011308
185995,S01011308
185996,S01011356
185997,S01011334
185998,S01011171
185999,S01011334
186000,S01011264
186001,S01011265
186002,S01011265
186003,S01011234
186004,S01011233
186005,S01011234
186006,S01011234
186007,S01011234
186008,S01011809
186009,S01011804
186010,S01012018
186011,S01011944
186012,S01011829
186013,S01011276
186014,S01011275
186015,S01011275
186016,S01011276
186017,S01011286
186018,S01011285
186019,S01011304
186020,S01011304
186021,S01011345
186022,S01011345
186023,S01011344
186024,S01011344
186025,S01011340
186026,S01011336
186027,S01011339
186028,S01011286
186029,S01011250
186030,S01011345
186031,S01011316
186032,S01011265
186033,S01011265
186034,S01011822
186035,S01011804
186036,S01011818
186037,S01011827
186038,S01011828
186039,S01011828
186040,S01011829
186041,S01011813
186042,S01011808
186043,S01011808
186044,S01011832
186045,S01011806
186046,S01011820
186047,S01011822
186048,S01011823
186049,S01011825
186050,S01011825
186051,S01011825
186052,S01011820
186053,S01011823
186054,S01011804
186055,S01011814
186056,S01011859
186057,S01011809
186058,S01011807
186059,S01012016
186060,S01011813
186061,S01011811
186062,S01011804
186063,S01011810
186064,S01011859
186065,S01011944
186066,S01011813
186067,S01011841
186068,S01011805
186069,S01011821
186070,S01011819
186071,S01011819
186072,S01011824
186073,S01011825
186074,S01011804
186075,S01011820
186076,S01011820
186077,S01011821
186078,S01011827
186079,S01011806
186080,S01011811
186081,S01011806
186082,S01011818
186083,S01011817
186084,S01011820
186085,S01011806
186086,S01011818
186087,S01011818
186088,S01011823
186089,S01011816
186090,S01011816
186091,S01011826
186092,S01011813
186093,S01011806
186094,S01011812
186095,S01011826
186096,S01011815
186097,S01011823
186098,S01011804
186099,S01011819
186100,S01011824
186101,S01011824
186102,S01011824
186103,S01011819
186104,S01011808
186105,S01011805
186106,S01011804
186107,S01011806
186108,S01011818
186109,S01011824
186110,S01011823
186111,S01011818
186112,S01011819
186113,S01011819
186114,S01011823
186115,S01011826
186116,S01011806
186117,S01011818
186118,S01011945
186119,S01011842
186120,S01011957
186121,S01011814
186122,S01011824
186123,S01011999
186124,S01011805
186125,S01011948
186126,S01011842
186127,S01011814
186128,S01011889
186129,S01011805
186130,S01011998
186131,S01011826
186132,S01012009
186133,S01011838
186134,S01011814
186135,S01011897
186136,S01011816
186137,S01011805
186138,S01012018
186139,S01011879
186140,S01011830
186141,S01011808
186142,S01011810
186143,S01011810
186144,S01011808
186145,S01011809
186146,S01011810
186147,S01011810
186148,S01011811
186149,S01011810
186150,S01011811
186151,S01011811
186152,S01011811
186153,S01011811
186154,S01011811
186155,S01011811
186156,S01011812
186157,S01011812
186158,S01011812
186159,S01011812
186160,S01011810
186161,S01011810
186162,S01011832
186163,S01011832
186164,S01011832
186165,S01011832
186166,S01011832
186167,S01011832
186168,S01011832
186169,S01011831
186170,S01011831
186171,S01011831
186172,S01011827
186173,S01011808
186174,S01011830
186175,S01011830
186176,S01011809
186177,S01011807
186178,S01011815
186179,S01011815
186180,S01011814
186181,S01011815
186182,S01011830
186183,S01011809
186184,S01011951
186185,S01011825
186186,S01011827
186187,S01011855
186188,S01011839
186189,S01011816
186190,S01011845
186191,S01011852
186192,S01011965
186193,S01011826
186194,S01011826
186195,S01011846
186196,S01011876
186197,S01011966
186198,S01011821
186199,S01011822
186200,S01011822
186201,S01011822
186202,S01011821
186203,S01011826
186204,S01011831
186205,S01011807
186206,S01011818
186207,S01011831
186208,S01011830
186209,S01011827
186210,S01011813
186211,S01011810
186212,S01011818
186213,S01011819
186214,S01011817
186215,S01011817
186216,S01011817
186217,S01011817
186218,S01011817
186219,S01011813
186220,S01011815
186221,S01011816
186222,S01011827
186223,S01011807
186224,S01011807
186225,S01011807
186226,S01011807
186227,S01011807
186228,S01011807
186229,S01011831
186230,S01011831
186231,S01011831
186232,S01011831
186233,S01011828
186234,S01011828
186235,S01011828
186236,S01011828
186237,S01011828
186238,S01011829
186239,S01011885
186240,S01011996
186241,S01011819
186242,S01011988
186243,S01011864
186244,S01011863
186245,S01011815
186246,S01012010
186247,S01011947
186248,S01011862
186249,S01011818
186250,S01011878
186251,S01012004
186252,S01011946
186253,S01011822
186254,S01011885
186255,S01011957
186256,S01011998
186257,S01011854
186258,S01011904
186259,S01011948
186260,S01012000
186261,S01011976
186262,S01012005
186263,S01011842
186264,S01011845
186265,S01011886
186266,S01011897
186267,S01012002
186268,S01012003
186269,S01011951
186270,S01011951
186271,S01011965
186272,S01011997
186273,S01012008
186274,S01012003
186275,S01011876
186276,S01011913
186277,S01011976
186278,S01011833
186279,S01011843
186280,S01011836
186281,S01011999
186282,S01011999
186283,S01011958
186284,S01011959
186285,S01011849
186286,S01011979
186287,S01011981
186288,S01011975
186289,S01011974
186290,S01012018
186291,S01011822
186292,S01011947
186293,S01011978
186294,S01011822
186295,S01011978
186296,S01011889
186297,S01011819
186298,S01012008
186299,S01011858
186300,S01011804
186301,S01011984
186302,S01011861
186303,S01011820
186304,S01011842
186305,S01012003
186306,S01011875
186307,S01011953
186308,S01011961
186309,S01011960
186310,S01011965
186311,S01011967
186312,S01011997
186313,S01011997
186314,S01011997
186315,S01012000
186316,S01011971
186317,S01011971
186318,S01011974
186319,S01011969
186320,S01012007
186321,S01011988
186322,S01011985
186323,S01011987
186324,S01012014
186325,S01012015
186326,S01012015
186327,S01012011
186328,S01011991
186329,S01011992
186330,S01011984
186331,S01011871
186332,S01011981
186333,S01011844
186334,S01011848
186335,S01011881
186336,S01011893
186337,S01011842
186338,S01011840
186339,S01011845
186340,S01011855
186341,S01011852
186342,S01011853
186343,S01011877
186344,S01011877
186345,S01011851
186346,S01011851
186347,S01011851
186348,S01011851
186349,S01011851
186350,S01011883
186351,S01011870
186352,S01011867
186353,S01011867
186354,S01011866
186355,S01011866
186356,S01011867
186357,S01011916
186358,S01011915
186359,S01011887
186360,S01011858
186361,S01012003
186362,S01011875
186363,S01011997
186364,S01012001
186365,S01012001
186366,S01011969
186367,S01011969
186368,S01011969
186369,S01011841
186370,S01011842
186371,S01011867
186372,S01011948
186373,S01011938
186374,S01011964
186375,S01011968
186376,S01012007
186377,S01012008
186378,S01012011
186379,S01011863
186380,S01011893
186381,S01011946
186382,S01011948
186383,S01012014
186384,S01012012
186385,S01011990
186386,S01011879
186387,S01011856
186388,S01011881
186389,S01011864
186390,S01011863
186391,S01011863
186392,S01011862
186393,S01011899
186394,S01011903
186395,S01011897
186396,S01011893
186397,S01011902
186398,S01011902
186399,S01011934
186400,S01011902
186401,S01012007
186402,S01011861
186403,S01011970
186404,S01011958
186405,S01011956
186406,S01011843
186407,S01011934
186408,S01011970
186409,S01011903
186410,S01011975
186411,S01011938
186412,S01011989
186413,S01011989
186414,S01011992
186415,S01011987
186416,S01011987
186417,S01011986
186418,S01012013
186419,S01012015
186420,S01011977
186421,S01011989
186422,S01011986
186423,S01011957
186424,S01012014
186425,S01011892
186426,S01011900
186427,S01011985
186428,S01011959
186429,S01012014
186430,S01011876
186431,S01011903
186432,S01011892
186433,S01011977
186434,S01011963
186435,S01011998
186436,S01012010
186437,S01011877
186438,S01011840
186439,S01011840
186440,S01011839
186441,S01011845
186442,S01011886
186443,S01011886
186444,S01011870
186445,S01011862
186446,S01011907
186447,S01011906
186448,S01011945
186449,S01011945
186450,S01011968
186451,S01011994
186452,S01011994
186453,S01011838
186454,S01011856
186455,S01011972
186456,S01011856
186457,S01011833
186458,S01011981
186459,S01011983
186460,S01011869
186461,S01011895
186462,S01011895
186463,S01011988
186464,S01011991
186465,S01012012
186466,S01012010
186467,S01011850
186468,S01012012
186469,S01011863
186470,S01011985
186471,S01012004
186472,S01011867
186473,S01011910
186474,S01011910
186475,S01011914
186476,S01011913
186477,S01011913
186478,S01011921
186479,S01011922
186480,S01011918
186481,S01011919
186482,S01011914
186483,S01011914
186484,S01011914
186485,S01011927
186486,S01011943
186487,S01012011
186488,S01011977
186489,S01011901
186490,S01011886
186491,S01011896
186492,S01011873
186493,S01011893
186494,S01011965
186495,S01011968
186496,S01011968
186497,S01012010
186498,S01012005
186499,S01011992
186500,S01011870
186501,S01011909
186502,S01011948
186503,S01011938
186504,S01011891
186505,S01011938
186506,S01011892
186507,S01011955
186508,S01011985
186509,S01011972
186510,S01011910
186511,S01011978
186512,S01011943
186513,S01011940
186514,S01011835
186515,S01011836
186516,S01011873
186517,S01011886
186518,S01011839
186519,S01011838
186520,S01011840
186521,S01011838
186522,S01011839
186523,S01011844
186524,S01011856
186525,S01011856
186526,S01011856
186527,S01011854
186528,S01011852
186529,S01011882
186530,S01011866
186531,S01011899
186532,S01011899
186533,S01011904
186534,S01011903
186535,S01011905
186536,S01011903
186537,S01011903
186538,S01011903
186539,S01011871
186540,S01011859
186541,S01011871
186542,S01011982
186543,S01011842
186544,S01011979
186545,S01011848
186546,S01011901
186547,S01012007
186548,S01011980
186549,S01011979
186550,S01011846
186551,S01011895
186552,S01011935
186553,S01011957
186554,S01011964
186555,S01011964
186556,S01011884
186557,S01011876
186558,S01011878
186559,S01011850
186560,S01011871
186561,S01011871
186562,S01011850
186563,S01011851
186564,S01011861
186565,S01011858
186566,S01011872
186567,S01011857
186568,S01011860
186569,S01011860
186570,S01012007
186571,S01012007
186572,S01011999
186573,S01011982
186574,S01011982
186575,S01012009
186576,S01012009
186577,S01012013
186578,S01011955
186579,S01011835
186580,S01011960
186581,S01011855
186582,S01011897
186583,S01011999
186584,S01011981
186585,S01011981
186586,S01011975
186587,S01011977
186588,S01011973
186589,S01011972
186590,S01011972
186591,S01011980
186592,S01011974
186593,S01011967
186594,S01011960
186595,S01012017
186596,S01012016
186597,S01012013
186598,S01011983
186599,S01011983
186600,S01012012
186601,S01012017
186602,S01011981
186603,S01011981
186604,S01011872
186605,S01012006
186606,S01011846
186607,S01011958
186608,S01011854
186609,S01011857
186610,S01011871
186611,S01011852
186612,S01011960
186613,S01011902
186614,S01011982
186615,S01011867
186616,S01011923
186617,S01011853
186618,S01011902
186619,S01011980
186620,S01012012
186621,S01012006
186622,S01011910
186623,S01011924
186624,S01011924
186625,S01011922
186626,S01011916
186627,S01011917
186628,S01011917
186629,S01011917
186630,S01011915
186631,S01011929
186632,S01011927
186633,S01011928
186634,S01011928
186635,S01011926
186636,S01011926
186637,S01011930
186638,S01011926
186639,S01011893
186640,S01011987
186641,S01011891
186642,S01011928
186643,S01011928
186644,S01011955
186645,S01011835
186646,S01011843
186647,S01011844
186648,S01011885
186649,S01011952
186650,S01011952
186651,S01011902
186652,S01011947
186653,S01011965
186654,S01011910
186655,S01012004
186656,S01011902
186657,S01011913
186658,S01011969
186659,S01011902
186660,S01011913
186661,S01012015
186662,S01011907
186663,S01011913
186664,S01011977
186665,S01011945
186666,S01011911
186667,S01011978
186668,S01011945
186669,S01011921
186670,S01011976
186671,S01011996
186672,S01011855
186673,S01011967
186674,S01011967
186675,S01011848
186676,S01011844
186677,S01012018
186678,S01011872
186679,S01011872
186680,S01012006
186681,S01012006
186682,S01012008
186683,S01011995
186684,S01011995
186685,S01011959
186686,S01011959
186687,S01011958
186688,S01011958
186689,S01011883
186690,S01011922
186691,S01011922
186692,S01011924
186693,S01011945
186694,S01011883
186695,S01011920
186696,S01011890
186697,S01011866
186698,S01011919
186699,S01011858
186700,S01011866
186701,S01011916
186702,S01011956
186703,S01011900
186704,S01011905
186705,S01011895
186706,S01011898
186707,S01011898
186708,S01011898
186709,S01011956
186710,S01011953
186711,S01011966
186712,S01011996
186713,S01011989
186714,S01012005
186715,S01011989
186716,S01011863
186717,S01011900
186718,S01011925
186719,S01011889
186720,S01011900
186721,S01011899
186722,S01011967
186723,S01011959
186724,S01011862
186725,S01011907
186726,S01011905
186727,S01011905
186728,S01011904
186729,S01011905
186730,S01012005
186731,S01012006
186732,S01011958
186733,S01011850
186734,S01011854
186735,S01011868
186736,S01011862
186737,S01011863
186738,S01011936
186739,S01011861
186740,S01011950
186741,S01011916
186742,S01011916
186743,S01011914
186744,S01011956
186745,S01011927
186746,S01012002
186747,S01011927
186748,S01012002
186749,S01011926
186750,S01011949
186751,S01011930
186752,S01011951
186753,S01011931
186754,S01011997
186755,S01011997
186756,S01011970
186757,S01011984
186758,S01012008
186759,S01011993
186760,S01011891
186761,S01011922
186762,S01012011
186763,S01011910
186764,S01011888
186765,S01012004
186766,S01011928
186767,S01011838
186768,S01011901
186769,S01011893
186770,S01011898
186771,S01011894
186772,S01011894
186773,S01011894
186774,S01011919
186775,S01011949
186776,S01011949
186777,S01011949
186778,S01011949
186779,S01011953
186780,S01011965
186781,S01011969
186782,S01011994
186783,S01011994
186784,S01011990
186785,S01011989
186786,S01011976
186787,S01011950
186788,S01011848
186789,S01011880
186790,S01011836
186791,S01011855
186792,S01011883
186793,S01011864
186794,S01011864
186795,S01011859
186796,S01011964
186797,S01011833
186798,S01011833
186799,S01011833
186800,S01011962
186801,S01011933
186802,S01011990
186803,S01011943
186804,S01011987
186805,S01011882
186806,S01011874
186807,S01011962
186808,S01011883
186809,S01011884
186810,S01011884
186811,S01011871
186812,S01011850
186813,S01011872
186814,S01011857
186815,S01011860
186816,S01011979
186817,S01011838
186818,S01011858
186819,S01011971
186820,S01011974
186821,S01011992
186822,S01011845
186823,S01011847
186824,S01011837
186825,S01011834
186826,S01011834
186827,S01011846
186828,S01011999
186829,S01011880
186830,S01011878
186831,S01011879
186832,S01011883
186833,S01011869
186834,S01011869
186835,S01011934
186836,S01011968
186837,S01011877
186838,S01011925
186839,S01011852
186840,S01011892
186841,S01011892
186842,S01011842
186843,S01011919
186844,S01011893
186845,S01011893
186846,S01011915
186847,S01011930
186848,S01011938
186849,S01011892
186850,S01011893
186851,S01011912
186852,S01012016
186853,S01011870
186854,S01012005
186855,S01011871
186856,S01011927
186857,S01011931
186858,S01011934
186859,S01011948
186860,S01011911
186861,S01011888
186862,S01011954
186863,S01011941
186864,S01011943
186865,S01011912
186866,S01011888
186867,S01011989
186868,S01012011
186869,S01011954
186870,S01011943
186871,S01011939
186872,S01011911
186873,S01011956
186874,S01011991
186875,S01011955
186876,S01011966
186877,S01012001
186878,S01012001
186879,S01011971
186880,S01011991
186881,S01011991
186882,S01011987
186883,S01012015
186884,S01011978
186885,S01012012
186886,S01012009
186887,S01011882
186888,S01011882
186889,S01011996
186890,S01011840
186891,S01011908
186892,S01011921
186893,S01011887
186894,S01011956
186895,S01012002
186896,S01011950
186897,S01011961
186898,S01011961
186899,S01011965
186900,S01011909
186901,S01011919
186902,S01011943
186903,S01011942
186904,S01011943
186905,S01011941
186906,S01011942
186907,S01011942
186908,S01011942
186909,S01011942
186910,S01011942
186911,S01011937
186912,S01011937
186913,S01011936
186914,S01011935
186915,S01011935
186916,S01011933
186917,S01011935
186918,S01011932
186919,S01011932
186920,S01011941
186921,S01011939
186922,S01011889
186923,S01011943
186924,S01011911
186925,S01011963
186926,S01011985
186927,S01011941
186928,S01011993
186929,S01011990
186930,S01011984
186931,S01011903
186932,S01011911
186933,S01011992
186934,S01011894
186935,S01011986
186936,S01011941
186937,S01011875
186938,S01011920
186939,S01012011
186940,S01011941
186941,S01011986
186942,S01011905
186943,S01011955
186944,S01011920
186945,S01012010
186946,S01011906
186947,S01011909
186948,S01011909
186949,S01011909
186950,S01011841
186951,S01011870
186952,S01011869
186953,S01011863
186954,S01011914
186955,S01011912
186956,S01011921
186957,S01011923
186958,S01011917
186959,S01011912
186960,S01011936
186961,S01011933
186962,S01011931
186963,S01011888
186964,S01011887
186965,S01011896
186966,S01011896
186967,S01011897
186968,S01011901
186969,S01011859
186970,S01011954
186971,S01011968
186972,S01011996
186973,S01011970
186974,S01011865
186975,S01011912
186976,S01011918
186977,S01012014
186978,S01011895
186979,S01011968
186980,S01011933
186981,S01011892
186982,S01011881
186983,S01011841
186984,S01011855
186985,S01011882
186986,S01011907
186987,S01011912
186988,S01011915
186989,S01011915
186990,S01011940
186991,S01011955
186992,S01011922
186993,S01011891
186994,S01011942
186995,S01011988
186996,S01011955
186997,S01011922
186998,S01011941
186999,S01011918
187000,S01011985
187001,S01011969
187002,S01011923
187003,S01011939
187004,S01011918
187005,S01011940
187006,S01011977
187007,S01011917
187008,S01011918
187009,S01011939
187010,S01011855
187011,S01011915
187012,S01011878
187013,S01011929
187014,S01011930
187015,S01011935
187016,S01011839
187017,S01011946
187018,S01011943
187019,S01011929
187020,S01011855
187021,S01011928
187022,S01011848
187023,S01011891
187024,S01011910
187025,S01011938
187026,S01011927
187027,S01011868
187028,S01011939
187029,S01011847
187030,S01011973
187031,S01011928
187032,S01011936
187033,S01011986
187034,S01011843
187035,S01011983
187036,S01011928
187037,S01011858
187038,S01011868
187039,S01011998
187040,S01011937
187041,S01011926
187042,S01011992
187043,S01011910
187044,S01011879
187045,S01011935
187046,S01011932
187047,S01011934
187048,S01011940
187049,S01011942
