,LSOA11CD
197835,S01007354
197836,S01007338
197837,S01007334
197838,S01007355
197839,S01007346
197840,S01007338
197841,S01007338
197842,S01007356
197843,S01007371
197844,S01007370
197845,S01007328
197846,S01007348
197847,S01007320
197848,S01007359
197849,S01007399
197850,S01007365
197851,S01007320
197852,S01007371
197853,S01007382
197854,S01007399
197855,S01007315
197856,S01007313
197857,S01007331
197858,S01007318
197859,S01007312
197860,S01007370
197861,S01007314
197862,S01007318
197863,S01007303
197864,S01007399
197865,S01007370
197866,S01007306
197867,S01007315
197868,S01007370
197869,S01007360
197870,S01007396
197871,S01007325
197872,S01007302
197873,S01007369
197874,S01007319
197875,S01007396
197876,S01007372
197877,S01007332
197878,S01007302
197879,S01007369
197880,S01007396
197881,S01007356
197882,S01007342
197883,S01007302
197884,S01007368
197885,S01007397
197886,S01007404
197887,S01007341
197888,S01007311
197889,S01007308
197890,S01007317
197891,S01007353
197892,S01007374
197893,S01007314
197894,S01007296
197895,S01007297
197896,S01007297
197897,S01007293
197898,S01007401
197899,S01007351
197900,S01007351
197901,S01007352
197902,S01007355
197903,S01007357
197904,S01007357
197905,S01007339
197906,S01007330
197907,S01007329
197908,S01007320
197909,S01007312
197910,S01007310
197911,S01007306
197912,S01007367
197913,S01007397
197914,S01007377
197915,S01007363
197916,S01007395
197917,S01007365
197918,S01007395
197919,S01007343
197920,S01007362
197921,S01007395
197922,S01007367
197923,S01007405
197924,S01007401
197925,S01007395
197926,S01007366
197927,S01007355
197928,S01007343
197929,S01007365
197930,S01007321
197931,S01007320
197932,S01007313
197933,S01007313
197934,S01007314
197935,S01007310
197936,S01007307
197937,S01007305
197938,S01007305
197939,S01007326
197940,S01007326
197941,S01007285
197942,S01007284
197943,S01007284
197944,S01007284
197945,S01007284
197946,S01007284
197947,S01007284
197948,S01007404
197949,S01007363
197950,S01007395
197951,S01007363
197952,S01007385
197953,S01007296
197954,S01007394
197955,S01007360
197956,S01007299
197957,S01007391
197958,S01007375
197959,S01007340
197960,S01007289
197961,S01007375
197962,S01007340
197963,S01007298
197964,S01007400
197965,S01007401
197966,S01007400
197967,S01007397
197968,S01007400
197969,S01007397
197970,S01007396
197971,S01007384
197972,S01007315
197973,S01007294
197974,S01007297
197975,S01007378
197976,S01007342
197977,S01007353
197978,S01007344
197979,S01007296
197980,S01007310
197981,S01007306
197982,S01007405
197983,S01007405
197984,S01007378
197985,S01007403
197986,S01007384
197987,S01007389
197988,S01007395
197989,S01007370
197990,S01007297
197991,S01007360
197992,S01007400
197993,S01007290
197994,S01007359
197995,S01007337
197996,S01007337
197997,S01007334
197998,S01007334
197999,S01007333
198000,S01008546
198001,S01008508
198002,S01008873
198003,S01008972
198004,S01008972
198005,S01008972
198006,S01007370
198007,S01008898
198008,S01008512
198009,S01007402
198010,S01008971
198011,S01008971
198012,S01008971
198013,S01008969
198014,S01008881
198015,S01008881
198016,S01008883
198017,S01008883
198018,S01008883
198019,S01008883
198020,S01008977
198021,S01008974
198022,S01008992
198023,S01008993
198024,S01008963
198025,S01008963
198026,S01008963
198027,S01008988
198028,S01008964
198029,S01008966
198030,S01008967
198031,S01008970
198032,S01008967
198033,S01008970
198034,S01008968
198035,S01008969
198036,S01008443
198037,S01008443
198038,S01008443
198039,S01008447
198040,S01008447
198041,S01008446
198042,S01008446
198043,S01008446
198044,S01008440
198045,S01008440
198046,S01008440
198047,S01008439
198048,S01008439
198049,S01008513
198050,S01008513
198051,S01008512
198052,S01008511
198053,S01008511
198054,S01008552
198055,S01008831
198056,S01008582
198057,S01008512
198058,S01008995
198059,S01008750
198060,S01008898
198061,S01009002
198062,S01007401
198063,S01007368
198064,S01007382
198065,S01008748
198066,S01008993
198067,S01008512
198068,S01009006
198069,S01007380
198070,S01007368
198071,S01008898
198072,S01008748
198073,S01008993
198074,S01008748
198075,S01008511
198076,S01007297
198077,S01007364
198078,S01008890
198079,S01008418
198080,S01009008
198081,S01008749
198082,S01007354
198083,S01009008
198084,S01007389
198085,S01008890
198086,S01008417
198087,S01008749
198088,S01008511
198089,S01008535
198090,S01007393
198091,S01007380
198092,S01008887
198093,S01008997
198094,S01008749
198095,S01008510
198096,S01008545
198097,S01008719
198098,S01007385
198099,S01008510
198100,S01008894
198101,S01008700
198102,S01008447
198103,S01009002
198104,S01007319
198105,S01008572
198106,S01007358
198107,S01007361
198108,S01008568
198109,S01008448
198110,S01008567
198111,S01007403
198112,S01008704
198113,S01008439
198114,S01008895
198115,S01007401
198116,S01008448
198117,S01008560
198118,S01008899
198119,S01008697
198120,S01008424
198121,S01007388
198122,S01008610
198123,S01008547
198124,S01008448
198125,S01008418
198126,S01008899
198127,S01008895
198128,S01007292
198129,S01008610
198130,S01008833
198131,S01008447
198132,S01007354
198133,S01008895
198134,S01008903
198135,S01008607
198136,S01008422
198137,S01008900
198138,S01008901
198139,S01008607
198140,S01008901
198141,S01007292
198142,S01008572
198143,S01008916
198144,S01008895
198145,S01008587
198146,S01008433
198147,S01008903
198148,S01007362
198149,S01008552
198150,S01008825
198151,S01008894
198152,S01008755
198153,S01008434
198154,S01008514
198155,S01007402
198156,S01008894
198157,S01008946
198158,S01008903
198159,S01008751
198160,S01008434
198161,S01007317
198162,S01008893
198163,S01008903
198164,S01008946
198165,S01008429
198166,S01008522
198167,S01008624
198168,S01007292
198169,S01008893
198170,S01008902
198171,S01008946
198172,S01008429
198173,S01008521
198174,S01008589
198175,S01007389
198176,S01007311
198177,S01007348
198178,S01007350
198179,S01007367
198180,S01007367
198181,S01007364
198182,S01007291
198183,S01007300
198184,S01007299
198185,S01007286
198186,S01007371
198187,S01007293
198188,S01007298
198189,S01007383
198190,S01007291
198191,S01007299
198192,S01007299
198193,S01007403
198194,S01007384
198195,S01007389
198196,S01007317
198197,S01007310
198198,S01007390
198199,S01007359
198200,S01007377
198201,S01007402
198202,S01007403
198203,S01007359
198204,S01008902
198205,S01008431
198206,S01008607
198207,S01008521
198208,S01008884
198209,S01008432
198210,S01008929
198211,S01008486
198212,S01008966
198213,S01008878
198214,S01008878
198215,S01008875
198216,S01008975
198217,S01008958
198218,S01008526
198219,S01008445
198220,S01008486
198221,S01008482
198222,S01008428
198223,S01008421
198224,S01008724
198225,S01008716
198226,S01008564
198227,S01009008
198228,S01008506
198229,S01008951
198230,S01008759
198231,S01008824
198232,S01008820
198233,S01008686
198234,S01008514
198235,S01008509
198236,S01008419
198237,S01008549
198238,S01008995
198239,S01008898
198240,S01008893
198241,S01008904
198242,S01008928
198243,S01008521
198244,S01008953
198245,S01008884
198246,S01008952
198247,S01008953
198248,S01008953
198249,S01008436
198250,S01008954
198251,S01008953
198252,S01008954
198253,S01008954
198254,S01008951
198255,S01008951
198256,S01008950
198257,S01008950
198258,S01008916
198259,S01008909
198260,S01008908
198261,S01008908
198262,S01008909
198263,S01008910
198264,S01008913
198265,S01008914
198266,S01008914
198267,S01008914
198268,S01008914
198269,S01008912
198270,S01008914
198271,S01008831
198272,S01008777
198273,S01008765
198274,S01008966
198275,S01008884
198276,S01008419
198277,S01008519
198278,S01008418
198279,S01008884
198280,S01008892
198281,S01008514
198282,S01008418
198283,S01008418
198284,S01008420
198285,S01008420
198286,S01008417
198287,S01008417
198288,S01008422
198289,S01008738
198290,S01008738
198291,S01008738
198292,S01008738
198293,S01008737
198294,S01008737
198295,S01008735
198296,S01008736
198297,S01008726
198298,S01008722
198299,S01008714
198300,S01008597
198301,S01008597
198302,S01008597
198303,S01008552
198304,S01008578
198305,S01008578
198306,S01008579
198307,S01008579
198308,S01008577
198309,S01008578
198310,S01008578
198311,S01008576
198312,S01008885
198313,S01008885
198314,S01008885
198315,S01008885
198316,S01008936
198317,S01008898
198318,S01008935
198319,S01008938
198320,S01008938
198321,S01008944
198322,S01009002
198323,S01008944
198324,S01008943
198325,S01008943
198326,S01008941
198327,S01008940
198328,S01008940
198329,S01008518
198330,S01008940
198331,S01008947
198332,S01008947
198333,S01008947
198334,S01008946
198335,S01008944
198336,S01008948
198337,S01008950
198338,S01008897
198339,S01008945
198340,S01008955
198341,S01008955
198342,S01008828
198343,S01008831
198344,S01008936
198345,S01008518
198346,S01008624
198347,S01008634
198348,S01008539
198349,S01008536
198350,S01008544
198351,S01008538
198352,S01008541
198353,S01008539
198354,S01008539
198355,S01008542
198356,S01008542
198357,S01008542
198358,S01008540
198359,S01008540
198360,S01008540
198361,S01008540
198362,S01008520
198363,S01008540
198364,S01008520
198365,S01008626
198366,S01008625
198367,S01008625
198368,S01008625
198369,S01008535
198370,S01008535
198371,S01008537
198372,S01008534
198373,S01008537
198374,S01008537
198375,S01008538
198376,S01008545
198377,S01008539
198378,S01008545
198379,S01008423
198380,S01008419
198381,S01008735
198382,S01008723
198383,S01008577
198384,S01008577
198385,S01008424
198386,S01008960
198387,S01008949
198388,S01008699
198389,S01008744
198390,S01008953
198391,S01008426
198392,S01008430
198393,S01008565
198394,S01008553
198395,S01008994
198396,S01008997
198397,S01009000
198398,S01008722
198399,S01008429
198400,S01008484
198401,S01008706
198402,S01008484
198403,S01008583
198404,S01008441
198405,S01008781
198406,S01008482
198407,S01008456
198408,S01008959
198409,S01008823
198410,S01008763
198411,S01008586
198412,S01008586
198413,S01008557
198414,S01008581
198415,S01008554
198416,S01008562
198417,S01008560
198418,S01008458
198419,S01008595
198420,S01008707
198421,S01008902
198422,S01008902
198423,S01008902
198424,S01008929
198425,S01008929
198426,S01008905
198427,S01008927
198428,S01008927
198429,S01008905
198430,S01008905
198431,S01008904
198432,S01008904
198433,S01008904
198434,S01008904
198435,S01008907
198436,S01008906
198437,S01008906
198438,S01008907
198439,S01008925
198440,S01008952
198441,S01008921
198442,S01008922
198443,S01008921
198444,S01008918
198445,S01008918
198446,S01008918
198447,S01008917
198448,S01008917
198449,S01008919
198450,S01008916
198451,S01008916
198452,S01008919
198453,S01008919
198454,S01008919
198455,S01008908
198456,S01008776
198457,S01008815
198458,S01008816
198459,S01008440
198460,S01008822
198461,S01008456
198462,S01008758
198463,S01008529
198464,S01008732
198465,S01008804
198466,S01008440
198467,S01008513
198468,S01008448
198469,S01008435
198470,S01008438
198471,S01008422
198472,S01008423
198473,S01008423
198474,S01008425
198475,S01008423
198476,S01008737
198477,S01008723
198478,S01008721
198479,S01008724
198480,S01008722
198481,S01008722
198482,S01009008
198483,S01008521
198484,S01008546
198485,S01008976
198486,S01008968
198487,S01008513
198488,S01008513
198489,S01008422
198490,S01008997
198491,S01008544
198492,S01008545
198493,S01008544
198494,S01008424
198495,S01008575
198496,S01008547
198497,S01008995
198498,S01009001
198499,S01009001
198500,S01009003
198501,S01009003
198502,S01008424
198503,S01008438
198504,S01008704
198505,S01009002
198506,S01008834
198507,S01008893
198508,S01008870
198509,S01008943
198510,S01008827
198511,S01008826
198512,S01008825
198513,S01008819
198514,S01008699
198515,S01008813
198516,S01008954
198517,S01008823
198518,S01008919
198519,S01008727
198520,S01008739
198521,S01008744
198522,S01008744
198523,S01008744
198524,S01008744
198525,S01008592
198526,S01008493
198527,S01008493
198528,S01008469
198529,S01008470
198530,S01008468
198531,S01008481
198532,S01008475
198533,S01008486
198534,S01008458
198535,S01008467
198536,S01008467
198537,S01008467
198538,S01008467
198539,S01008465
198540,S01008465
198541,S01008464
198542,S01008465
198543,S01008465
198544,S01008464
198545,S01008879
198546,S01008878
198547,S01008982
198548,S01008984
198549,S01008975
198550,S01008959
198551,S01008959
198552,S01008532
198553,S01008532
198554,S01008530
198555,S01008524
198556,S01008525
198557,S01008524
198558,S01008525
198559,S01008528
198560,S01008527
198561,S01008527
198562,S01008526
198563,S01008489
198564,S01008482
198565,S01008482
198566,S01008484
198567,S01008753
198568,S01008790
198569,S01008914
198570,S01008778
198571,S01008759
198572,S01008725
198573,S01008711
198574,S01008772
198575,S01008712
198576,S01008771
198577,S01008713
198578,S01008813
198579,S01008746
198580,S01008777
198581,S01008787
198582,S01008716
198583,S01008768
198584,S01008746
198585,S01008766
198586,S01008785
198587,S01008785
198588,S01008777
198589,S01008795
198590,S01008796
198591,S01008761
198592,S01008494
198593,S01008500
198594,S01008653
198595,S01008455
198596,S01008455
198597,S01008463
198598,S01008452
198599,S01008707
198600,S01008682
198601,S01008929
198602,S01008934
198603,S01008906
198604,S01008908
198605,S01008796
198606,S01008836
198607,S01008836
198608,S01008803
198609,S01008752
198610,S01008746
198611,S01008684
198612,S01008478
198613,S01008530
198614,S01008531
198615,S01008450
198616,S01008712
198617,S01008712
198618,S01008758
198619,S01008782
198620,S01008813
198621,S01008806
198622,S01008746
198623,S01008452
198624,S01008899
198625,S01008903
198626,S01008903
198627,S01008932
198628,S01008931
198629,S01008684
198630,S01008755
198631,S01008702
198632,S01008684
198633,S01008464
198634,S01008766
198635,S01008984
198636,S01008766
198637,S01008979
198638,S01008532
198639,S01008585
198640,S01008584
198641,S01008563
198642,S01009008
198643,S01008891
198644,S01008885
198645,S01008885
198646,S01008944
198647,S01008944
198648,S01008943
198649,S01008942
198650,S01008943
198651,S01008947
198652,S01008946
198653,S01008684
198654,S01008704
198655,S01008897
198656,S01008896
198657,S01008895
198658,S01008945
198659,S01008945
198660,S01008946
198661,S01008521
198662,S01008521
198663,S01008538
198664,S01008542
198665,S01008520
198666,S01008520
198667,S01008546
198668,S01008535
198669,S01008536
198670,S01008963
198671,S01008962
198672,S01008965
198673,S01008966
198674,S01008965
198675,S01008967
198676,S01008970
198677,S01008439
198678,S01008441
198679,S01008442
198680,S01008600
198681,S01008624
198682,S01008624
198683,S01008599
198684,S01008583
198685,S01008586
198686,S01008684
198687,S01008586
198688,S01008684
198689,S01008585
198690,S01008683
198691,S01008683
198692,S01008493
198693,S01008471
198694,S01008471
198695,S01008474
198696,S01008455
198697,S01008455
198698,S01008455
198699,S01008456
198700,S01008530
198701,S01008491
198702,S01008459
198703,S01008460
198704,S01008463
198705,S01008587
198706,S01008449
198707,S01008449
198708,S01008453
198709,S01008451
198710,S01008451
198711,S01008453
198712,S01008453
198713,S01008711
198714,S01008713
198715,S01008703
198716,S01008702
198717,S01008703
198718,S01008598
198719,S01008569
198720,S01008569
198721,S01008569
198722,S01008555
198723,S01008785
198724,S01008472
198725,S01008459
198726,S01008705
198727,S01008798
198728,S01008492
198729,S01008556
198730,S01008556
198731,S01008558
198732,S01008558
198733,S01008558
198734,S01008558
198735,S01008581
198736,S01008582
198737,S01008582
198738,S01008582
198739,S01008561
198740,S01008565
198741,S01008555
198742,S01008559
198743,S01008559
198744,S01008720
198745,S01008994
198746,S01008999
198747,S01009009
198748,S01009009
198749,S01009008
198750,S01009006
198751,S01009005
198752,S01009007
198753,S01008593
198754,S01009004
198755,S01008789
198756,S01008472
198757,S01008466
198758,S01008731
198759,S01008719
198760,S01008706
198761,S01008586
198762,S01008559
198763,S01008932
198764,S01008628
198765,S01008637
198766,S01008637
198767,S01008635
198768,S01008514
198769,S01008632
198770,S01008506
198771,S01008627
198772,S01008506
198773,S01008880
198774,S01008972
198775,S01008881
198776,S01008882
198777,S01008883
198778,S01008526
198779,S01008446
198780,S01008513
198781,S01008436
198782,S01008727
198783,S01008724
198784,S01008587
198785,S01008587
198786,S01008594
198787,S01008598
198788,S01008551
198789,S01008578
198790,S01008577
198791,S01008832
198792,S01008761
198793,S01008988
198794,S01008445
198795,S01008574
198796,S01009001
198797,S01008933
198798,S01008468
198799,S01008533
198800,S01008834
198801,S01008850
198802,S01008861
198803,S01008889
198804,S01008901
198805,S01008891
198806,S01008887
198807,S01008887
198808,S01008523
198809,S01008896
198810,S01008892
198811,S01008892
198812,S01008523
198813,S01008892
198814,S01008519
198815,S01008829
198816,S01008892
198817,S01008515
198818,S01009004
198819,S01008993
198820,S01008551
198821,S01008726
198822,S01008829
198823,S01008828
198824,S01008827
198825,S01008831
198826,S01008830
198827,S01008830
198828,S01008824
198829,S01008831
198830,S01008831
198831,S01008825
198832,S01008826
198833,S01008824
198834,S01008825
198835,S01008818
198836,S01008835
198837,S01008824
198838,S01008822
198839,S01008931
198840,S01008766
198841,S01008841
198842,S01008835
198843,S01008835
198844,S01008835
198845,S01008751
198846,S01008749
198847,S01008749
198848,S01008698
198849,S01008698
198850,S01008610
198851,S01008613
198852,S01008611
198853,S01008600
198854,S01008600
198855,S01008624
198856,S01008608
198857,S01008609
198858,S01008608
198859,S01008607
198860,S01008605
198861,S01008606
198862,S01008606
198863,S01008594
198864,S01008599
198865,S01008609
198866,S01008588
198867,S01008590
198868,S01008635
198869,S01008637
198870,S01008642
198871,S01008523
198872,S01008884
198873,S01008870
198874,S01008873
198875,S01008870
198876,S01008867
198877,S01008937
198878,S01008518
198879,S01008937
198880,S01008937
198881,S01008937
198882,S01008633
198883,S01008935
198884,S01008729
198885,S01008929
198886,S01008993
198887,S01008912
198888,S01008930
198889,S01008930
198890,S01008633
198891,S01008962
198892,S01008930
198893,S01008727
198894,S01008939
198895,S01008930
198896,S01008633
198897,S01008764
198898,S01008962
198899,S01008931
198900,S01008959
198901,S01008727
198902,S01008633
198903,S01008742
198904,S01008907
198905,S01008938
198906,S01008970
198907,S01008930
198908,S01008970
198909,S01008726
198910,S01008633
198911,S01008611
198912,S01008938
198913,S01008759
198914,S01008904
198915,S01008970
198916,S01008725
198917,S01008722
198918,S01008718
198919,S01008700
198920,S01008714
198921,S01008593
198922,S01008593
198923,S01008598
198924,S01008597
198925,S01008551
198926,S01008579
198927,S01008551
198928,S01008575
198929,S01008575
198930,S01008576
198931,S01008575
198932,S01008579
198933,S01008582
198934,S01008552
198935,S01008563
198936,S01008549
198937,S01009000
198938,S01009013
198939,S01009003
198940,S01008608
198941,S01008609
198942,S01008624
198943,S01008599
198944,S01008458
198945,S01008976
198946,S01008975
198947,S01008437
198948,S01008733
198949,S01008727
198950,S01008597
198951,S01008550
198952,S01009003
198953,S01008892
198954,S01008944
198955,S01008941
198956,S01009013
198957,S01008922
198958,S01008829
198959,S01008831
198960,S01008491
198961,S01008506
198962,S01008470
198963,S01008607
198964,S01008921
198965,S01008944
198966,S01008961
198967,S01008633
198968,S01008480
198969,S01008609
198970,S01008942
198971,S01008923
198972,S01008985
198973,S01008634
198974,S01008957
198975,S01008588
198976,S01008943
198977,S01008623
198978,S01008917
198979,S01008636
198980,S01008444
198981,S01008942
198982,S01008525
198983,S01008522
198984,S01008774
198985,S01008536
198986,S01008520
198987,S01008520
198988,S01008626
198989,S01008627
198990,S01008504
198991,S01008508
198992,S01008508
198993,S01008504
198994,S01008493
198995,S01008879
198996,S01008879
198997,S01008878
198998,S01008878
198999,S01008876
199000,S01008873
199001,S01008873
199002,S01008881
199003,S01008883
199004,S01008883
199005,S01008883
199006,S01008882
199007,S01008882
199008,S01008873
199009,S01008984
199010,S01008976
199011,S01008973
199012,S01008977
199013,S01008974
199014,S01008974
199015,S01008974
199016,S01008978
199017,S01008992
199018,S01008992
199019,S01008993
199020,S01008993
199021,S01008444
199022,S01008460
199023,S01008636
199024,S01008941
199025,S01008789
199026,S01008528
199027,S01008941
199028,S01008536
199029,S01008449
199030,S01008785
199031,S01008528
199032,S01008947
199033,S01008539
199034,S01008712
199035,S01008777
199036,S01008442
199037,S01008946
199038,S01008539
199039,S01008712
199040,S01008712
199041,S01008715
199042,S01008707
199043,S01008706
199044,S01008556
199045,S01008572
199046,S01008567
199047,S01008566
199048,S01008565
199049,S01008555
199050,S01008562
199051,S01008562
199052,S01008562
199053,S01008562
199054,S01008562
199055,S01008559
199056,S01008998
199057,S01008458
199058,S01008707
199059,S01008924
199060,S01008924
199061,S01008924
199062,S01008924
199063,S01008454
199064,S01008709
199065,S01008709
199066,S01008706
199067,S01008584
199068,S01008565
199069,S01008832
199070,S01008833
199071,S01008832
199072,S01008832
199073,S01008834
199074,S01008835
199075,S01008834
199076,S01008442
199077,S01008794
199078,S01008545
199079,S01008472
199080,S01008686
199081,S01008447
199082,S01008464
199083,S01008946
199084,S01008757
199085,S01008442
199086,S01008878
199087,S01008948
199088,S01008754
199089,S01008760
199090,S01008760
199091,S01008760
199092,S01008699
199093,S01008457
199094,S01008524
199095,S01008459
199096,S01008459
199097,S01008452
199098,S01008713
199099,S01008713
199100,S01008708
199101,S01008708
199102,S01008595
199103,S01008558
199104,S01008570
199105,S01008569
199106,S01008569
199107,S01008554
199108,S01008701
199109,S01008808
199110,S01008569
199111,S01008569
199112,S01008657
199113,S01008933
199114,S01008922
199115,S01008917
199116,S01008773
199117,S01008682
199118,S01008458
199119,S01008703
199120,S01008708
199121,S01008462
199122,S01008445
199123,S01008877
199124,S01008894
199125,S01008881
199126,S01008948
199127,S01008444
199128,S01008992
199129,S01008948
199130,S01008439
199131,S01008527
199132,S01008950
199133,S01008438
199134,S01008423
199135,S01008897
199136,S01008439
199137,S01008442
199138,S01008511
199139,S01008511
199140,S01008509
199141,S01008509
199142,S01008508
199143,S01008514
199144,S01008510
199145,S01008486
199146,S01008486
199147,S01008487
199148,S01008478
199149,S01008448
199150,S01008448
199151,S01008437
199152,S01008437
199153,S01008437
199154,S01008436
199155,S01008436
199156,S01008418
199157,S01008418
199158,S01008417
199159,S01008737
199160,S01008735
199161,S01008735
199162,S01008729
199163,S01008729
199164,S01008897
199165,S01008896
199166,S01008594
199167,S01008895
199168,S01008594
199169,S01008897
199170,S01008957
199171,S01008957
199172,S01008957
199173,S01008957
199174,S01008915
199175,S01008910
199176,S01008597
199177,S01008550
199178,S01008550
199179,S01008548
199180,S01009008
199181,S01008742
199182,S01008745
199183,S01008584
199184,S01008573
199185,S01008573
199186,S01008696
199187,S01008739
199188,S01008985
199189,S01008978
199190,S01008481
199191,S01008421
199192,S01008421
199193,S01008584
199194,S01009010
199195,S01009005
199196,S01009004
199197,S01009007
199198,S01008925
199199,S01008533
199200,S01008706
199201,S01008462
199202,S01008820
199203,S01008661
199204,S01008457
199205,S01008462
199206,S01008901
199207,S01008466
199208,S01008929
199209,S01008905
199210,S01008752
199211,S01009009
199212,S01008464
199213,S01008891
199214,S01008905
199215,S01008916
199216,S01008452
199217,S01008752
199218,S01008785
199219,S01008465
199220,S01008894
199221,S01008952
199222,S01008921
199223,S01008921
199224,S01008921
199225,S01008923
199226,S01008777
199227,S01008802
199228,S01008794
199229,S01008431
199230,S01008757
199231,S01008756
199232,S01008751
199233,S01008760
199234,S01008760
199235,S01008760
199236,S01008478
199237,S01008471
199238,S01008480
199239,S01008473
199240,S01008479
199241,S01008992
199242,S01008455
199243,S01008456
199244,S01008456
199245,S01008468
199246,S01008958
199247,S01008525
199248,S01008489
199249,S01008454
199250,S01008454
199251,S01008459
199252,S01008459
199253,S01008460
199254,S01008460
199255,S01008460
199256,S01008460
199257,S01008461
199258,S01008461
199259,S01008461
199260,S01008461
199261,S01008461
199262,S01008460
199263,S01008461
199264,S01008461
199265,S01008463
199266,S01008463
199267,S01008463
199268,S01008449
199269,S01008450
199270,S01008450
199271,S01008452
199272,S01008760
199273,S01008879
199274,S01008952
199275,S01008471
199276,S01008952
199277,S01008760
199278,S01008879
199279,S01008431
199280,S01008936
199281,S01008898
199282,S01008938
199283,S01008451
199284,S01008880
199285,S01008475
199286,S01008521
199287,S01008952
199288,S01008430
199289,S01008711
199290,S01008760
199291,S01008878
199292,S01008455
199293,S01008536
199294,S01008952
199295,S01008431
199296,S01008951
199297,S01008758
199298,S01008707
199299,S01008713
199300,S01008982
199301,S01008432
199302,S01008951
199303,S01008538
199304,S01008715
199305,S01008975
199306,S01008899
199307,S01008759
199308,S01008955
199309,S01008432
199310,S01008520
199311,S01008716
199312,S01008701
199313,S01008708
199314,S01008595
199315,S01008557
199316,S01008556
199317,S01008570
199318,S01008570
199319,S01008570
199320,S01008569
199321,S01008565
199322,S01008554
199323,S01008555
199324,S01008817
199325,S01008463
199326,S01008449
199327,S01008450
199328,S01008703
199329,S01008557
199330,S01008933
199331,S01008929
199332,S01008930
199333,S01008930
199334,S01008524
199335,S01008451
199336,S01008451
199337,S01008933
199338,S01008933
199339,S01008921
199340,S01008773
199341,S01008771
199342,S01008787
199343,S01008787
199344,S01008692
199345,S01008755
199346,S01008755
199347,S01008755
199348,S01008751
199349,S01008500
199350,S01008474
199351,S01008457
199352,S01008457
199353,S01008463
199354,S01008707
199355,S01008708
199356,S01008952
199357,S01008432
199358,S01008923
199359,S01008546
199360,S01008759
199361,S01008985
199362,S01008900
199363,S01008899
199364,S01008758
199365,S01008759
199366,S01008760
199367,S01008477
199368,S01008477
199369,S01008529
199370,S01008490
199371,S01009009
199372,S01008661
199373,S01008773
199374,S01008774
199375,S01008788
199376,S01008753
199377,S01008753
199378,S01008752
199379,S01008758
199380,S01008758
199381,S01008758
199382,S01008743
199383,S01008743
199384,S01008474
199385,S01008477
199386,S01008477
199387,S01008477
199388,S01008457
199389,S01008531
199390,S01008531
199391,S01008527
199392,S01008492
199393,S01008492
199394,S01008734
199395,S01008728
199396,S01008728
199397,S01008728
199398,S01008730
199399,S01008996
199400,S01008997
199401,S01008470
199402,S01008472
199403,S01008703
199404,S01008417
199405,S01008916
199406,S01008752
199407,S01008546
199408,S01008916
199409,S01008735
199410,S01008529
199411,S01008799
199412,S01008535
199413,S01008916
199414,S01008920
199415,S01008908
199416,S01008828
199417,S01008826
199418,S01008826
199419,S01008835
199420,S01008772
199421,S01008772
199422,S01008772
199423,S01008775
199424,S01008790
199425,S01008776
199426,S01008777
199427,S01008768
199428,S01008767
199429,S01008794
199430,S01008764
199431,S01008763
199432,S01008836
199433,S01008757
199434,S01008757
199435,S01008757
199436,S01008757
199437,S01008756
199438,S01008756
199439,S01008753
199440,S01008753
199441,S01008754
199442,S01008756
199443,S01008752
199444,S01008752
199445,S01008752
199446,S01008699
199447,S01008537
199448,S01008530
199449,S01008736
199450,S01008699
199451,S01008530
199452,S01008546
199453,S01008579
199454,S01008699
199455,S01008530
199456,S01008537
199457,S01008579
199458,S01008699
199459,S01008524
199460,S01008538
199461,S01008995
199462,S01009000
199463,S01008968
199464,S01008439
199465,S01008484
199466,S01008948
199467,S01008893
199468,S01008947
199469,S01008424
199470,S01008899
199471,S01008900
199472,S01008903
199473,S01008902
199474,S01008930
199475,S01008929
199476,S01008931
199477,S01008931
199478,S01008927
199479,S01008905
199480,S01008905
199481,S01008905
199482,S01008905
199483,S01008904
199484,S01008904
199485,S01008907
199486,S01008906
199487,S01008951
199488,S01008953
199489,S01008923
199490,S01008921
199491,S01008923
199492,S01008921
199493,S01008918
199494,S01008917
199495,S01008917
199496,S01008918
199497,S01008918
199498,S01008916
199499,S01008524
199500,S01008524
199501,S01008524
199502,S01008531
199503,S01008531
199504,S01008530
199505,S01008528
199506,S01008527
199507,S01008488
199508,S01008490
199509,S01008488
199510,S01008488
199511,S01008483
199512,S01008484
199513,S01008732
199514,S01008732
199515,S01008731
199516,S01008723
199517,S01008728
199518,S01008725
199519,S01008711
199520,S01008714
199521,S01008714
199522,S01008713
199523,S01008714
199524,S01008716
199525,S01008702
199526,S01008583
199527,S01008558
199528,S01008581
199529,S01008571
199530,S01008555
199531,S01008563
199532,S01008563
199533,S01008545
199534,S01008746
199535,S01008743
199536,S01008743
199537,S01008743
199538,S01008743
199539,S01008744
199540,S01008744
199541,S01008744
199542,S01008473
199543,S01008473
199544,S01008474
199545,S01008474
199546,S01008474
199547,S01008476
199548,S01008475
199549,S01008475
199550,S01008475
199551,S01008479
199552,S01008486
199553,S01008479
199554,S01008479
199555,S01008478
199556,S01008478
199557,S01008476
199558,S01008476
199559,S01008476
199560,S01008476
199561,S01008476
199562,S01008477
199563,S01008477
199564,S01008477
199565,S01008456
199566,S01008456
199567,S01008455
199568,S01008456
199569,S01008457
199570,S01008546
199571,S01008976
199572,S01008974
199573,S01008963
199574,S01008965
199575,S01008965
199576,S01008965
199577,S01008966
199578,S01008965
199579,S01008967
199580,S01008967
199581,S01008968
199582,S01008970
