FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value
S01000833,S01000833,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003288,S01003288,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004506,S01004506,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01004501,S01004501,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003295,S01003295,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000826,S01000826,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003519,S01003519,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003517,S01003517,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000823,S01000823,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01000822,S01000822,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01000830,S01000830,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01004504,S01004504,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000829,S01000829,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003293,S01003293,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003292,S01003292,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004505,S01004505,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000824,S01000824,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000828,S01000828,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003290,S01003290,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003291,S01003291,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003518,S01003518,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004503,S01004503,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000839,S01000839,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000817,S01000817,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01003298,S01003298,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003284,S01003284,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000838,S01000838,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000837,S01000837,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004499,S01004499,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003297,S01003297,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004508,S01004508,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003283,S01003283,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004498,S01004498,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000816,S01000816,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01003521,S01003521,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000840,S01000840,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000841,S01000841,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003516,S01003516,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003296,S01003296,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000819,S01000819,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000835,S01000835,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000820,S01000820,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003287,S01003287,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000834,S01000834,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01004507,S01004507,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01004500,S01004500,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000818,S01000818,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,4
S01003285,S01003285,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000836,S01000836,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003520,S01003520,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003286,S01003286,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003509,S01003509,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000879,S01000879,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000880,S01000880,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003259,S01003259,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000793,S01000793,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01004483,S01004483,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000792,S01000792,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003313,S01003313,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004518,S01004518,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003258,S01003258,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000790,S01000790,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000791,S01000791,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000881,S01000881,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003531,S01003531,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004482,S01004482,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003530,S01003530,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000875,S01000875,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01004484,S01004484,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000876,S01000876,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000795,S01000795,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000874,S01000874,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003510,S01003510,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003262,S01003262,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003312,S01003312,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000877,S01000877,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003260,S01003260,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000878,S01000878,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000794,S01000794,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003261,S01003261,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004517,S01004517,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003508,S01003508,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003254,S01003254,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004479,S01004479,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000888,S01000888,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003316,S01003316,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003255,S01003255,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000887,S01000887,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000787,S01000787,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01004520,S01004520,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003253,S01003253,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000785,S01000785,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000890,S01000890,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003533,S01003533,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000786,S01000786,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000889,S01000889,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003532,S01003532,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004481,S01004481,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000789,S01000789,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000884,S01000884,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000882,S01000882,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003257,S01003257,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000883,S01000883,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003314,S01003314,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000886,S01000886,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003315,S01003315,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004480,S01004480,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000788,S01000788,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003256,S01003256,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000885,S01000885,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01004519,S01004519,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004489,S01004489,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000863,S01000863,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000864,S01000864,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003307,S01003307,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000802,S01000802,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000803,S01000803,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003269,S01003269,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000862,S01000862,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003268,S01003268,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000865,S01000865,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000866,S01000866,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000800,S01000800,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000801,S01000801,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01004514,S01004514,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003527,S01003527,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003526,S01003526,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000859,S01000859,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000804,S01000804,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01000860,S01000860,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004491,S01004491,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000858,S01000858,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003272,S01003272,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003305,S01003305,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004513,S01004513,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004490,S01004490,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003512,S01003512,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003270,S01003270,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003306,S01003306,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003271,S01003271,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000861,S01000861,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003264,S01003264,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004486,S01004486,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000872,S01000872,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003310,S01003310,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000870,S01000870,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000798,S01000798,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000871,S01000871,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000797,S01000797,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003263,S01003263,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004485,S01004485,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003311,S01003311,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000796,S01000796,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003529,S01003529,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004516,S01004516,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000873,S01000873,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000867,S01000867,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003267,S01003267,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003528,S01003528,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000799,S01000799,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003308,S01003308,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004488,S01004488,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003511,S01003511,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000869,S01000869,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003309,S01003309,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003265,S01003265,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004515,S01004515,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004487,S01004487,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000868,S01000868,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003266,S01003266,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003158,S01003158,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003571,S01003571,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001043,S01001043,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01004558,S01004558,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003159,S01003159,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000692,S01000692,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003375,S01003375,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001042,S01001042,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003157,S01003157,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000690,S01000690,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001045,S01001045,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003376,S01003376,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001044,S01001044,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01004417,S01004417,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000691,S01000691,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004419,S01004419,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003570,S01003570,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001039,S01001039,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003161,S01003161,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003485,S01003485,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003373,S01003373,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000694,S01000694,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001038,S01001038,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000693,S01000693,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01001040,S01001040,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01004418,S01004418,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001041,S01001041,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003160,S01003160,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004557,S01004557,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003374,S01003374,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001051,S01001051,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01004560,S01004560,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004414,S01004414,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003573,S01003573,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001050,S01001050,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01000687,S01000687,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003483,S01003483,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003378,S01003378,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003379,S01003379,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000685,S01000685,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001053,S01001053,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003152,S01003152,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000686,S01000686,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003153,S01003153,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001052,S01001052,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000689,S01000689,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003156,S01003156,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004559,S01004559,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001047,S01001047,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01001046,S01001046,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003484,S01003484,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003572,S01003572,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004416,S01004416,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000688,S01000688,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004415,S01004415,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003154,S01003154,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001049,S01001049,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003377,S01003377,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003155,S01003155,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001048,S01001048,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01004424,S01004424,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003369,S01003369,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003168,S01003168,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003567,S01003567,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003487,S01003487,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001025,S01001025,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001026,S01001026,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003169,S01003169,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003167,S01003167,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000701,S01000701,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000700,S01000700,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004423,S01004423,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004554,S01004554,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001027,S01001027,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001028,S01001028,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000704,S01000704,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003171,S01003171,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001023,S01001023,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01001022,S01001022,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004426,S01004426,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000705,S01000705,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003367,S01003367,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003566,S01003566,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000703,S01000703,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01001024,S01001024,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000702,S01000702,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003368,S01003368,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004425,S01004425,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003170,S01003170,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004553,S01004553,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003569,S01003569,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003372,S01003372,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004556,S01004556,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003163,S01003163,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000697,S01000697,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01004421,S01004421,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001034,S01001034,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003164,S01003164,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003162,S01003162,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004420,S01004420,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001037,S01001037,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000695,S01000695,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01000696,S01000696,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01001035,S01001035,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001036,S01001036,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000699,S01000699,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01001030,S01001030,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01001031,S01001031,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003371,S01003371,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003370,S01003370,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001029,S01001029,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003166,S01003166,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003568,S01003568,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001032,S01001032,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01003165,S01003165,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003486,S01003486,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001033,S01001033,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01004555,S01004555,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01004422,S01004422,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,2
S01000698,S01000698,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01003138,S01003138,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003579,S01003579,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01001076,S01001076,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01004566,S01004566,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01003139,S01003139,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000672,S01000672,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01001075,S01001075,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01003387,S01003387,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000670,S01000670,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
S01001077,S01001077,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,5
S01001078,S01001078,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,6
S01003388,S01003388,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,1
S01000671,S01000671,2001 Data Zone,2009/2010,Rank,6-Fold Urban Rural Classification,3
