FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value
S01012251,Peebles - N - Connor St,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01006741,Bucksburn South - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011915,Letham - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011923,"Hillyland, Tulloch and Inveralmond - 06",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012249,Broughton and Upper Tweed,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01006739,Bucksburn South - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011924,"Hillyland, Tulloch and Inveralmond - 07",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01006740,Bucksburn South - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011921,"Hillyland, Tulloch and Inveralmond - 04",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01010740,Invergordon - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011922,"Hillyland, Tulloch and Inveralmond - 05",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012008,Luncarty and Dunkeld - 07,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011420,Newmains - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01006601,Ferryhill South - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012009,Pitlochry - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01012220,Linwood South - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012221,Linwood South - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012006,Luncarty and Dunkeld - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01006697,Stockethill - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012007,Luncarty and Dunkeld - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01012219,Linwood South - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012012,Pitlochry - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011438,Stane - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01012013,Rannoch and Aberfeldy - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01012010,Pitlochry - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01006696,Stockethill - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01006695,Stockethill - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012011,Pitlochry - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01012000,Stanley and Murthly - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01006700,Stockethill - 07,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01006600,Ferryhill South - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012001,Stanley and Murthly - 07,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01012223,Linwood North - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011998,Stanley and Murthly - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01006703,Mastrick - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011999,Stanley and Murthly - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01006702,Mastrick - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01006699,Stockethill - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012004,Luncarty and Dunkeld - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01012005,Luncarty and Dunkeld - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01006698,Stockethill - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012003,Luncarty and Dunkeld - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01012002,Luncarty and Dunkeld - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01012222,Linwood South - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011386,Craigneuk Wishaw - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012213,Bishopton - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01006603,"Kincorth, Leggart and Nigg North - 01",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012024,Renfrewshire Rural South and Howwood - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01012026,Renfrewshire Rural South and Howwood - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012025,Renfrewshire Rural South and Howwood - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01012022,Lochwinnoch - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01006691,Hilton - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01006690,Hilton - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012023,Renfrewshire Rural South and Howwood - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01012029,Renfrewshire Rural North and Langbank - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012212,Bishopton - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01012030,Renfrewshire Rural North and Langbank - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011576,Dundyvan - 08,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012027,Renfrewshire Rural South and Howwood - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01006689,Hilton - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012028,Renfrewshire Rural North and Langbank - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01006688,Hilton - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012016,Rannoch and Aberfeldy - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011496,Forgewood - 07,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01006602,Ferryhill South - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012018,Rannoch and Aberfeldy - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01012017,Rannoch and Aberfeldy - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01012014,Rannoch and Aberfeldy - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01006694,Stockethill - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012015,Rannoch and Aberfeldy - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01012216,Bishopton - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01012021,Lochwinnoch - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01012020,Lochwinnoch - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01012214,Bishopton - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01011562,Kirkshaws - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012215,Bishopton - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01006693,Hilton - 08,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012019,Lochwinnoch - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01006692,Hilton - 07,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011976,Alyth - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011977,Alyth - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01006713,Sheddocksley - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01006712,Sheddocksley - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011978,Alyth - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01012232,Houston South - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01006714,Cummings Park - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01006596,Ferryhill North - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011975,Alyth - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011982,"Blair Atholl, Strathardle and Glenshee - 04",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011981,"Blair Atholl, Strathardle and Glenshee - 03",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01006710,Sheddocksley - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01006711,Sheddocksley - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011361,Overtown - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01012231,Houston South - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01011980,"Blair Atholl, Strathardle and Glenshee - 02",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011979,"Blair Atholl, Strathardle and Glenshee - 01",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011969,Coupar Angus and Meigle - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01006717,Cummings Park - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011968,"Invergowrie, Longforgan and Abernyte - 04",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012234,Houston North - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01011970,Coupar Angus and Meigle - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011967,"Invergowrie, Longforgan and Abernyte - 03",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011966,"Invergowrie, Longforgan and Abernyte - 02",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01012235,Houston North - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01006718,Cummings Park - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011973,Coupar Angus and Meigle - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01006715,Cummings Park - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012233,Houston North - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01011974,Coupar Angus and Meigle - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011971,Coupar Angus and Meigle - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01006595,Ferryhill North - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011972,Coupar Angus and Meigle - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011360,Overtown - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01011992,Blairgowrie West - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011383,Craigneuk Wishaw - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011991,Blairgowrie West - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01006599,Ferryhill South - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011993,Blairgowrie West - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01006706,Mastrick - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011990,Blairgowrie West - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01006705,Mastrick - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012226,Linwood North - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012224,Linwood North - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011996,Stanley and Murthly - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011997,Stanley and Murthly - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011384,Craigneuk Wishaw - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011994,Blairgowrie West - 07,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01006704,Mastrick - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01012225,Linwood North - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011995,Stanley and Murthly - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011985,Blairgowrie East (Rattray) - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011984,Blairgowrie East (Rattray) - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01006709,Sheddocksley - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011376,Muirhouse and Knowetop - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011983,"Blair Atholl, Strathardle and Glenshee - 05",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01012230,Houston South - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01006597,Ferryhill North - 07,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011372,Muirhouse - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011988,Blairgowrie West - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011987,Blairgowrie East (Rattray) - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011989,Blairgowrie West - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01012227,Linwood North - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011986,Blairgowrie East (Rattray) - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01012229,Houston South - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,3
S01006708,Sheddocksley - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01006598,Ferryhill South - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011221,Irvine East - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011222,Irvine East - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012469,Belmont - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011223,Irvine East - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012468,Belmont - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011220,Irvine Castlepark South - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011217,Irvine Castlepark South - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007020,Turriff - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01007021,Turriff - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01007018,Turriff - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011227,Irvine Central - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012467,Belmont - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011228,Irvine Central - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011224,Irvine East - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007789,Whitfield - 08,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01007019,Turriff - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011226,Irvine Central - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011210,Irvine Perceton and Lawthorn - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012472,Belmont - 07,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007788,Whitfield - 07,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011211,Irvine Perceton and Lawthorn - 07,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007024,"Portsoy, Fordyce and Cornhill - 02",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011207,Irvine Perceton and Lawthorn - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007025,"Portsoy, Fordyce and Cornhill - 03",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011209,Irvine Perceton and Lawthorn - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011208,Irvine Perceton and Lawthorn - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011215,Irvine Castlepark North - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012470,Belmont - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007022,Turriff - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011216,Irvine Castlepark North - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007023,"Portsoy, Fordyce and Cornhill - 01",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01012471,Belmont - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011214,Irvine Castlepark North - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011213,Irvine Castlepark North - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007012,Huntly - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011242,Ardrossan Central - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007801,Linlathen and Midcraigie - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011243,Ardrossan Central - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012463,Castlehill and Kincaidston - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007013,Auchterless and Monquhitter - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011239,Saltcoats Central - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011241,Saltcoats Central - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011240,Saltcoats Central - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011247,Ardrossan North West - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011246,Ardrossan North West - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007804,Linlathen and Midcraigie - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01007010,Huntly - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011244,Ardrossan Central - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012462,Castlehill and Kincaidston - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007011,Huntly - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011245,Ardrossan Central - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007790,Whitfield - 09,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011233,Stevenston Ardeer - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011232,Irvine Fullarton - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007016,Auchterless and Monquhitter - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011234,Stevenston Ardeer - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007017,Turriff - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011229,Irvine Fullarton - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012466,Belmont - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011231,Irvine Fullarton - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011237,Saltcoats Central - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007014,Auchterless and Monquhitter - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01012464,Castlehill and Kincaidston - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011238,Saltcoats Central - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007015,Auchterless and Monquhitter - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011235,Stevenston Ardeer - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011236,Stevenston Ardeer - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012465,Castlehill and Kincaidston - 07,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007036,Banff - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011180,Springside and Rural - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011179,Springside and Rural - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01012480,Ayr South Harbour and Town Centre - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007035,Banff - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01012481,Ayr South Harbour and Town Centre - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011177,Arran - 07,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01007037,Macduff - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011178,Springside and Rural - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011184,Irvine Tarryholme - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012479,Holmston and Forehill - 07,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011185,Irvine Tarryholme - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007034,Banff - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011182,Springside and Rural - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011181,Springside and Rural - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01007485,Stranraer West - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011183,Irvine Tarryholme - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011171,Arran - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01012483,Ayr South Harbour and Town Centre - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012484,Ayr South Harbour and Town Centre - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007039,Macduff - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01007040,Macduff - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011168,"Rafford, Dallas, Dyke to Dava - 02",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011167,"Rafford, Dallas, Dyke to Dava - 01",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011170,"Rafford, Dallas, Dyke to Dava - 04",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,5
S01011169,"Rafford, Dallas, Dyke to Dava - 03",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012482,Ayr South Harbour and Town Centre - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007038,Macduff - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01007464,Alloa South and East - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011176,Arran - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011173,Arran - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011172,Arran - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011175,Arran - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011174,Arran - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011201,Irvine Girdle Toll and Staneca - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007028,Aberchirder and Whitehills - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011200,Irvine Girdle Toll and Staneca - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011202,Irvine Girdle Toll and Staneca - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012474,Holmston and Forehill - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012475,Holmston and Forehill - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012476,Holmston and Forehill - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007029,Aberchirder and Whitehills - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011199,Irvine Girdle Toll and Staneca - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012473,Holmston and Forehill - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007715,Hilltown - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,1
S01011206,Irvine Perceton and Lawthorn - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007026,"Portsoy, Fordyce and Cornhill - 04",2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01007027,Aberchirder and Whitehills - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,6
S01011203,Irvine Girdle Toll and Staneca - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011205,Irvine Perceton and Lawthorn - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011204,Irvine Girdle Toll and Staneca - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007032,Banff - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01012477,Holmston and Forehill - 05,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01012478,Holmston and Forehill - 06,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011190,Dreghorn - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011189,Dreghorn - 03,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01007033,Banff - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,4
S01011186,Irvine Tarryholme - 04,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011188,Dreghorn - 02,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
S01011187,Dreghorn - 01,2011 Data Zone,2016,Rank,6-Fold Urban Rural Classification,2
