DZ code,DZ name,LA code,LA name,Cluster
S01007618,Locharbriggs - 02,S12000006,Dumfries and Galloway,3.0
S01007619,Locharbriggs - 03,S12000006,Dumfries and Galloway,3.0
S01007620,Locharbriggs - 04,S12000006,Dumfries and Galloway,3.0
S01007621,Locharbriggs - 05,S12000006,Dumfries and Galloway,3.0
S01007622,Heathhall - 01,S12000006,Dumfries and Galloway,3.0
S01007623,Heathhall - 02,S12000006,Dumfries and Galloway,3.0
S01007624,Heathhall - 03,S12000006,Dumfries and Galloway,3.0
S01007625,Heathhall - 04,S12000006,Dumfries and Galloway,3.0
S01007626,Heathhall - 05,S12000006,Dumfries and Galloway,3.0
S01007627,Collin - 01,S12000006,Dumfries and Galloway,3.0
S01007628,Collin - 02,S12000006,Dumfries and Galloway,3.0
S01007629,Collin - 03,S12000006,Dumfries and Galloway,3.0
S01007630,Collin - 04,S12000006,Dumfries and Galloway,3.0
S01007631,Lochmaben - 01,S12000006,Dumfries and Galloway,3.0
S01007632,Lochmaben - 02,S12000006,Dumfries and Galloway,3.0
S01007633,Lochmaben - 03,S12000006,Dumfries and Galloway,3.0
S01007634,Lochmaben - 04,S12000006,Dumfries and Galloway,3.0
S01007635,Lockerbie - 01,S12000006,Dumfries and Galloway,3.0
S01007636,Lockerbie - 02,S12000006,Dumfries and Galloway,3.0
S01007637,Lockerbie - 03,S12000006,Dumfries and Galloway,3.0
S01007638,Lockerbie - 04,S12000006,Dumfries and Galloway,3.0
S01007639,Lockerbie - 05,S12000006,Dumfries and Galloway,3.0
S01007640,Lockerbie - 06,S12000006,Dumfries and Galloway,3.0
S01007641,Moffat - 01,S12000006,Dumfries and Galloway,3.0
S01007642,Moffat - 02,S12000006,Dumfries and Galloway,3.0
S01007643,Moffat - 03,S12000006,Dumfries and Galloway,3.0
S01007644,Moffat - 04,S12000006,Dumfries and Galloway,3.0
S01007645,Moffat - 05,S12000006,Dumfries and Galloway,3.0
S01007646,Langholm and Eskdale - 01,S12000006,Dumfries and Galloway,3.0
S01007647,Langholm and Eskdale - 02,S12000006,Dumfries and Galloway,3.0
S01007648,Langholm and Eskdale - 03,S12000006,Dumfries and Galloway,3.0
S01007649,Langholm and Eskdale - 04,S12000006,Dumfries and Galloway,3.0
S01007650,Langholm and Eskdale - 05,S12000006,Dumfries and Galloway,3.0
S01007651,Annandale East - 01,S12000006,Dumfries and Galloway,3.0
S01007652,Annandale East - 02,S12000006,Dumfries and Galloway,3.0
S01007653,Annandale East - 03,S12000006,Dumfries and Galloway,3.0
S01007654,Annandale East - 04,S12000006,Dumfries and Galloway,3.0
S01007655,Annandale East - 05,S12000006,Dumfries and Galloway,3.0
S01007656,Annandale West - 01,S12000006,Dumfries and Galloway,3.0
S01007657,Annandale West - 02,S12000006,Dumfries and Galloway,3.0
S01007658,Annandale West - 03,S12000006,Dumfries and Galloway,3.0
S01007659,Annandale West - 04,S12000006,Dumfries and Galloway,3.0
S01007660,Annan West - 01,S12000006,Dumfries and Galloway,3.0
S01007661,Annan West - 02,S12000006,Dumfries and Galloway,3.0
S01007662,Annan West - 03,S12000006,Dumfries and Galloway,3.0
S01007663,Annan West - 04,S12000006,Dumfries and Galloway,3.0
S01007664,Annan East - 01,S12000006,Dumfries and Galloway,3.0
S01007665,Annan East - 02,S12000006,Dumfries and Galloway,3.0
S01007666,Annan East - 03,S12000006,Dumfries and Galloway,3.0
S01007667,Annan East - 04,S12000006,Dumfries and Galloway,3.0
S01007668,Annan East - 05,S12000006,Dumfries and Galloway,3.0
S01007669,Annan East - 06,S12000006,Dumfries and Galloway,3.0
S01007670,Annan East - 07,S12000006,Dumfries and Galloway,3.0
S01007671,Annan East - 08,S12000006,Dumfries and Galloway,3.0
S01007672,Eastriggs - 01,S12000006,Dumfries and Galloway,3.0
S01007673,Eastriggs - 02,S12000006,Dumfries and Galloway,3.0
S01007674,Eastriggs - 03,S12000006,Dumfries and Galloway,3.0
S01007675,Eastriggs - 04,S12000006,Dumfries and Galloway,3.0
S01007676,Gretna - 01,S12000006,Dumfries and Galloway,3.0
S01007677,Gretna - 02,S12000006,Dumfries and Galloway,3.0
S01007678,Gretna - 03,S12000006,Dumfries and Galloway,3.0
S01007679,Gretna - 04,S12000006,Dumfries and Galloway,3.0
S01007680,Gretna - 05,S12000006,Dumfries and Galloway,3.0
S01007681,Gretna - 06,S12000006,Dumfries and Galloway,3.0
S01007682,Westend - 01,S12000042,Dundee City,1.0
S01007683,Westend - 02,S12000042,Dundee City,1.0
S01007684,Westend - 03,S12000042,Dundee City,1.0
S01007685,Westend - 04,S12000042,Dundee City,1.0
S01007686,Westend - 05,S12000042,Dundee City,1.0
S01007687,Westend - 06,S12000042,Dundee City,1.0
S01007688,Westend - 07,S12000042,Dundee City,1.0
S01007689,Perth Road - 01,S12000042,Dundee City,1.0
S01007690,Perth Road - 02,S12000042,Dundee City,1.0
S01007691,Perth Road - 03,S12000042,Dundee City,1.0
S01007692,Perth Road - 04,S12000042,Dundee City,1.0
S01007693,Perth Road - 05,S12000042,Dundee City,1.0
S01007694,Perth Road - 06,S12000042,Dundee City,1.0
S01007695,Logie and Blackness - 01,S12000042,Dundee City,1.0
S01007696,Logie and Blackness - 02,S12000042,Dundee City,1.0
S01007697,Logie and Blackness - 03,S12000042,Dundee City,1.0
S01007698,Logie and Blackness - 04,S12000042,Dundee City,1.0
S01007699,Logie and Blackness - 05,S12000042,Dundee City,1.0
S01007700,Logie and Blackness - 06,S12000042,Dundee City,1.0
S01007701,City Centre - 01,S12000042,Dundee City,1.0
S01007702,City Centre - 02,S12000042,Dundee City,1.0
S01007703,City Centre - 03,S12000042,Dundee City,1.0
S01007704,City Centre - 04,S12000042,Dundee City,1.0
S01007705,City Centre - 05,S12000042,Dundee City,1.0
S01007706,City Centre - 06,S12000042,Dundee City,1.0
S01007707,Docks and Wellgate - 01,S12000042,Dundee City,1.0
S01007708,Docks and Wellgate - 02,S12000042,Dundee City,1.0
S01007709,Docks and Wellgate - 03,S12000042,Dundee City,1.0
S01007710,Docks and Wellgate - 04,S12000042,Dundee City,1.0
S01007711,Docks and Wellgate - 05,S12000042,Dundee City,1.0
S01007712,Docks and Wellgate - 06,S12000042,Dundee City,1.0
S01007713,Docks and Wellgate - 07,S12000042,Dundee City,1.0
S01007714,Hilltown - 01,S12000042,Dundee City,1.0
S01007715,Hilltown - 02,S12000042,Dundee City,1.0
S01007716,Hilltown - 03,S12000042,Dundee City,1.0
S01007717,Hilltown - 04,S12000042,Dundee City,1.0
S01007718,Hilltown - 05,S12000042,Dundee City,1.0
S01007719,Hilltown - 06,S12000042,Dundee City,1.0
S01007720,The Glens - 01,S12000042,Dundee City,1.0
S01007721,The Glens - 02,S12000042,Dundee City,1.0
S01007722,The Glens - 03,S12000042,Dundee City,1.0
S01007723,The Glens - 04,S12000042,Dundee City,1.0
S01007724,The Glens - 05,S12000042,Dundee City,1.0
S01007725,The Glens - 06,S12000042,Dundee City,1.0
S01007726,Stobswell - 01,S12000042,Dundee City,1.0
S01007727,Stobswell - 02,S12000042,Dundee City,1.0
S01007728,Stobswell - 03,S12000042,Dundee City,1.0
S01007729,Stobswell - 04,S12000042,Dundee City,1.0
S01007730,Stobswell - 05,S12000042,Dundee City,1.0
S01007731,Stobswell - 06,S12000042,Dundee City,1.0
S01007732,Stobswell - 07,S12000042,Dundee City,1.0
S01007733,Baxter Park - 01,S12000042,Dundee City,1.0
S01007734,Baxter Park - 02,S12000042,Dundee City,1.0
S01007735,Baxter Park - 03,S12000042,Dundee City,1.0
S01007736,Baxter Park - 04,S12000042,Dundee City,1.0
S01007737,Craigie and  Craigiebank - 01,S12000042,Dundee City,1.0
S01007738,Craigie and  Craigiebank - 02,S12000042,Dundee City,1.0
S01007739,Craigie and  Craigiebank - 03,S12000042,Dundee City,1.0
S01007740,Craigie and  Craigiebank - 04,S12000042,Dundee City,1.0
S01007741,Craigie and  Craigiebank - 05,S12000042,Dundee City,1.0
S01007742,Craigie and  Craigiebank - 06,S12000042,Dundee City,1.0
S01007743,Douglas West - 01,S12000042,Dundee City,1.0
S01007744,Douglas West - 02,S12000042,Dundee City,1.0
S01007745,Douglas West - 03,S12000042,Dundee City,1.0
S01007746,Douglas West - 04,S12000042,Dundee City,1.0
S01007747,Douglas West - 05,S12000042,Dundee City,1.0
S01007748,Douglas West - 06,S12000042,Dundee City,1.0
S01007749,West Ferry - 01,S12000042,Dundee City,1.0
S01007750,West Ferry - 02,S12000042,Dundee City,1.0
S01007751,West Ferry - 03,S12000042,Dundee City,1.0
S01007752,West Ferry - 04,S12000042,Dundee City,1.0
S01007753,Douglas East - 01,S12000042,Dundee City,1.0
S01007754,Douglas East - 02,S12000042,Dundee City,1.0
S01007755,Douglas East - 03,S12000042,Dundee City,1.0
S01007756,Douglas East - 04,S12000042,Dundee City,1.0
S01007757,Broughty Ferry West - 01,S12000042,Dundee City,1.0
S01007758,Broughty Ferry West - 02,S12000042,Dundee City,1.0
S01007759,Broughty Ferry West - 03,S12000042,Dundee City,1.0
S01007760,Broughty Ferry West - 04,S12000042,Dundee City,1.0
S01007761,Broughty Ferry West - 05,S12000042,Dundee City,1.0
S01007762,Broughty Ferry West - 06,S12000042,Dundee City,1.0
S01007763,Broughty Ferry East - 01,S12000042,Dundee City,1.0
S01007764,Broughty Ferry East - 02,S12000042,Dundee City,1.0
S01007765,Broughty Ferry East - 03,S12000042,Dundee City,1.0
S01007766,Broughty Ferry East - 04,S12000042,Dundee City,1.0
S01007767,Broughty Ferry East - 05,S12000042,Dundee City,1.0
S01007768,Barnhill - 01,S12000042,Dundee City,1.0
S01007769,Barnhill - 02,S12000042,Dundee City,1.0
S01007770,Barnhill - 03,S12000042,Dundee City,1.0
S01007771,Barnhill - 04,S12000042,Dundee City,1.0
S01007772,Barnhill - 05,S12000042,Dundee City,1.0
S01007773,Barnhill - 06,S12000042,Dundee City,1.0
S01007774,West Pitkerro - 01,S12000042,Dundee City,1.0
S01007775,West Pitkerro - 02,S12000042,Dundee City,1.0
S01007776,West Pitkerro - 03,S12000042,Dundee City,1.0
S01007777,West Pitkerro - 04,S12000042,Dundee City,1.0
S01007778,West Pitkerro - 05,S12000042,Dundee City,1.0
S01007779,West Pitkerro - 06,S12000042,Dundee City,1.0
S01007780,West Pitkerro - 07,S12000042,Dundee City,1.0
S01007781,West Pitkerro - 08,S12000042,Dundee City,1.0
S01007782,Whitfield - 01,S12000042,Dundee City,1.0
S01007783,Whitfield - 02,S12000042,Dundee City,1.0
S01007784,Whitfield - 03,S12000042,Dundee City,1.0
S01007785,Whitfield - 04,S12000042,Dundee City,1.0
S01007786,Whitfield - 05,S12000042,Dundee City,1.0
S01007787,Whitfield - 06,S12000042,Dundee City,1.0
S01007788,Whitfield - 07,S12000042,Dundee City,1.0
S01007789,Whitfield - 08,S12000042,Dundee City,1.0
S01007790,Whitfield - 09,S12000042,Dundee City,1.0
S01007791,Fintry - 01,S12000042,Dundee City,1.0
S01007792,Fintry - 02,S12000042,Dundee City,1.0
S01007793,Fintry - 03,S12000042,Dundee City,1.0
S01007794,Fintry - 04,S12000042,Dundee City,1.0
S01007795,Fintry - 05,S12000042,Dundee City,1.0
S01007796,Fintry - 06,S12000042,Dundee City,1.0
S01007797,Fintry - 07,S12000042,Dundee City,1.0
S01007798,Fintry - 08,S12000042,Dundee City,1.0
S01007799,Fintry - 09,S12000042,Dundee City,1.0
S01007800,Linlathen and Midcraigie - 01,S12000042,Dundee City,1.0
S01007801,Linlathen and Midcraigie - 02,S12000042,Dundee City,1.0
S01007802,Linlathen and Midcraigie - 03,S12000042,Dundee City,1.0
S01007803,Linlathen and Midcraigie - 04,S12000042,Dundee City,1.0
S01007804,Linlathen and Midcraigie - 05,S12000042,Dundee City,1.0
S01007805,Linlathen and Midcraigie - 06,S12000042,Dundee City,1.0
S01007806,Linlathen and Midcraigie - 07,S12000042,Dundee City,1.0
S01007807,Caird Park - 01,S12000042,Dundee City,1.0
S01007808,Caird Park - 02,S12000042,Dundee City,1.0
S01007809,Caird Park - 03,S12000042,Dundee City,1.0
S01007810,Caird Park - 04,S12000042,Dundee City,1.0
S01007811,Kirkton - 01,S12000042,Dundee City,1.0
S01007812,Kirkton - 02,S12000042,Dundee City,1.0
S01007813,Kirkton - 03,S12000042,Dundee City,1.0
S01007814,Kirkton - 04,S12000042,Dundee City,1.0
S01007815,Kirkton - 05,S12000042,Dundee City,1.0
S01007816,Downfield - 01,S12000042,Dundee City,1.0
S01007817,Downfield - 02,S12000042,Dundee City,1.0
S01007818,Downfield - 03,S12000042,Dundee City,1.0
S01007819,Downfield - 04,S12000042,Dundee City,1.0
S01007820,Downfield - 05,S12000042,Dundee City,1.0
S01007821,Downfield - 06,S12000042,Dundee City,1.0
S01007822,Downfield - 07,S12000042,Dundee City,1.0
S01007823,Fairmuir - 01,S12000042,Dundee City,1.0
S01007824,Fairmuir - 02,S12000042,Dundee City,1.0
S01007825,Fairmuir - 03,S12000042,Dundee City,1.0
S01007826,Fairmuir - 04,S12000042,Dundee City,1.0
S01007827,Fairmuir - 05,S12000042,Dundee City,1.0
S01007828,Law - 01,S12000042,Dundee City,1.0
S01007829,Law - 02,S12000042,Dundee City,1.0
S01007830,Law - 03,S12000042,Dundee City,1.0
S01007831,Law - 04,S12000042,Dundee City,1.0
S01007832,Law - 05,S12000042,Dundee City,1.0
S01007833,Law - 06,S12000042,Dundee City,1.0
S01007834,Balgay - 01,S12000042,Dundee City,1.0
S01007835,Balgay - 02,S12000042,Dundee City,1.0
S01007836,Balgay - 03,S12000042,Dundee City,1.0
S01007837,Balgay - 04,S12000042,Dundee City,1.0
S01007838,Balgay - 05,S12000042,Dundee City,1.0
S01007839,Menzieshill - 01,S12000042,Dundee City,1.0
S01007840,Menzieshill - 02,S12000042,Dundee City,1.0
S01007841,Menzieshill - 03,S12000042,Dundee City,1.0
S01007842,Menzieshill - 04,S12000042,Dundee City,1.0
S01007843,Menzieshill - 05,S12000042,Dundee City,1.0
S01007844,Menzieshill - 06,S12000042,Dundee City,1.0
S01007845,Charleston - 01,S12000042,Dundee City,1.0
S01007846,Charleston - 02,S12000042,Dundee City,1.0
S01007847,Charleston - 03,S12000042,Dundee City,1.0
S01007848,Charleston - 04,S12000042,Dundee City,1.0
S01007849,Charleston - 05,S12000042,Dundee City,1.0
S01007850,Lochee - 01,S12000042,Dundee City,1.0
S01007851,Lochee - 02,S12000042,Dundee City,1.0
S01007852,Lochee - 03,S12000042,Dundee City,1.0
S01007853,Lochee - 04,S12000042,Dundee City,1.0
S01007854,Lochee - 05,S12000042,Dundee City,1.0
S01007855,Lochee - 06,S12000042,Dundee City,1.0
S01007856,Lochee - 07,S12000042,Dundee City,1.0
S01007857,Ardler and St Marys - 01,S12000042,Dundee City,1.0
S01007858,Ardler and St Marys - 02,S12000042,Dundee City,1.0
S01007859,Ardler and St Marys - 03,S12000042,Dundee City,1.0
S01007860,Ardler and St Marys - 04,S12000042,Dundee City,1.0
S01007861,Ardler and St Marys - 05,S12000042,Dundee City,1.0
S01007862,Ardler and St Marys - 06,S12000042,Dundee City,1.0
S01007863,Ardler and St Marys - 07,S12000042,Dundee City,1.0
S01007864,Ardler and St Marys - 08,S12000042,Dundee City,1.0
S01007865,Western Edge - 01,S12000042,Dundee City,1.0
S01007866,Western Edge - 02,S12000042,Dundee City,1.0
S01007867,Western Edge - 03,S12000042,Dundee City,1.0
S01007868,Western Edge - 04,S12000042,Dundee City,1.0
S01007869,Western Edge - 05,S12000042,Dundee City,1.0
S01007870,Doon Valley South - 01,S12000008,East Ayrshire,1.0
S01007871,Doon Valley South - 02,S12000008,East Ayrshire,1.0
S01007872,Doon Valley South - 03,S12000008,East Ayrshire,1.0
S01007873,Doon Valley South - 04,S12000008,East Ayrshire,1.0
S01007874,Doon Valley South - 05,S12000008,East Ayrshire,1.0
S01007875,Doon Valley North - 01,S12000008,East Ayrshire,1.0
S01007876,Doon Valley North - 02,S12000008,East Ayrshire,1.0
S01007877,Doon Valley North - 03,S12000008,East Ayrshire,1.0
S01007878,Doon Valley North - 04,S12000008,East Ayrshire,1.0
S01007879,Doon Valley North - 05,S12000008,East Ayrshire,1.0
S01007880,Doon Valley North - 06,S12000008,East Ayrshire,1.0
S01007881,Mauchline Rural - 01,S12000008,East Ayrshire,1.0
S01007882,Mauchline Rural - 02,S12000008,East Ayrshire,1.0
S01007883,Mauchline Rural - 03,S12000008,East Ayrshire,1.0
S01007884,Mauchline Rural - 04,S12000008,East Ayrshire,1.0
S01007885,Mauchline Rural - 05,S12000008,East Ayrshire,1.0
S01007886,Mauchline Rural - 06,S12000008,East Ayrshire,1.0
S01007887,Mauchline Rural - 07,S12000008,East Ayrshire,1.0
S01007888,Drongan - 01,S12000008,East Ayrshire,1.0
S01007889,Drongan - 02,S12000008,East Ayrshire,1.0
S01007890,Drongan - 03,S12000008,East Ayrshire,1.0
S01007891,Drongan - 04,S12000008,East Ayrshire,1.0
S01007892,Mauchline - 01,S12000008,East Ayrshire,1.0
S01007893,Mauchline - 02,S12000008,East Ayrshire,1.0
S01007894,Mauchline - 03,S12000008,East Ayrshire,1.0
S01007895,Mauchline - 04,S12000008,East Ayrshire,1.0
S01007896,Mauchline - 05,S12000008,East Ayrshire,1.0
S01007897,Cumnock Rural - 01,S12000008,East Ayrshire,1.0
S01007898,Cumnock Rural - 02,S12000008,East Ayrshire,1.0
S01007899,Cumnock Rural - 03,S12000008,East Ayrshire,1.0
S01007900,Cumnock Rural - 04,S12000008,East Ayrshire,1.0
S01007901,Cumnock Rural - 05,S12000008,East Ayrshire,1.0
S01007902,Cumnock Rural - 06,S12000008,East Ayrshire,1.0
S01007903,Cumnock Rural - 07,S12000008,East Ayrshire,1.0
S01007904,Cumnock Rural - 08,S12000008,East Ayrshire,1.0
S01007905,New Cumnock - 01,S12000008,East Ayrshire,1.0
S01007906,New Cumnock - 02,S12000008,East Ayrshire,1.0
S01007907,New Cumnock - 03,S12000008,East Ayrshire,1.0
S01007908,New Cumnock - 04,S12000008,East Ayrshire,1.0
S01007909,Cumnock South and Craigens - 01,S12000008,East Ayrshire,1.0
S01007910,Cumnock South and Craigens - 02,S12000008,East Ayrshire,1.0
S01007911,Cumnock South and Craigens - 03,S12000008,East Ayrshire,1.0
S01007912,Cumnock South and Craigens - 04,S12000008,East Ayrshire,1.0
S01007913,Cumnock South and Craigens - 05,S12000008,East Ayrshire,1.0
S01007914,Cumnock South and Craigens - 06,S12000008,East Ayrshire,1.0
S01007915,Cumnock South and Craigens - 07,S12000008,East Ayrshire,1.0
S01007916,Cumnock North - 01,S12000008,East Ayrshire,1.0
S01007917,Cumnock North - 02,S12000008,East Ayrshire,1.0
S01007918,Cumnock North - 03,S12000008,East Ayrshire,1.0
S01007919,Cumnock North - 04,S12000008,East Ayrshire,1.0
S01007920,Cumnock North - 05,S12000008,East Ayrshire,1.0
S01007921,Auchinleck - 01,S12000008,East Ayrshire,1.0
S01007922,Auchinleck - 02,S12000008,East Ayrshire,1.0
S01007923,Auchinleck - 03,S12000008,East Ayrshire,1.0
S01007924,Auchinleck - 04,S12000008,East Ayrshire,1.0
S01007925,Northern and Irvine Valley Rural - 01,S12000008,East Ayrshire,1.0
S01007926,Northern and Irvine Valley Rural - 02,S12000008,East Ayrshire,1.0
S01007927,Northern and Irvine Valley Rural - 03,S12000008,East Ayrshire,1.0
S01007928,Northern and Irvine Valley Rural - 04,S12000008,East Ayrshire,1.0
S01007929,Northern and Irvine Valley Rural - 05,S12000008,East Ayrshire,1.0
S01007930,Northern and Irvine Valley Rural - 06,S12000008,East Ayrshire,1.0
S01007931,Northern and Irvine Valley Rural - 07,S12000008,East Ayrshire,1.0
S01007932,Stewarton East - 01,S12000008,East Ayrshire,1.0
S01007933,Stewarton East - 02,S12000008,East Ayrshire,1.0
S01007934,Stewarton East - 03,S12000008,East Ayrshire,1.0
S01007935,Stewarton East - 04,S12000008,East Ayrshire,1.0
S01007936,Stewarton East - 05,S12000008,East Ayrshire,1.0
S01007937,Stewarton West - 01,S12000008,East Ayrshire,1.0
S01007938,Stewarton West - 02,S12000008,East Ayrshire,1.0
S01007939,Stewarton West - 03,S12000008,East Ayrshire,1.0
S01007940,Darvel - 01,S12000008,East Ayrshire,1.0
S01007941,Darvel - 02,S12000008,East Ayrshire,1.0
S01007942,Darvel - 03,S12000008,East Ayrshire,1.0
S01007943,Darvel - 04,S12000008,East Ayrshire,1.0
S01007944,Darvel - 05,S12000008,East Ayrshire,1.0
S01007945,Newmilns - 01,S12000008,East Ayrshire,1.0
S01007946,Newmilns - 02,S12000008,East Ayrshire,1.0
S01007947,Newmilns - 03,S12000008,East Ayrshire,1.0
S01007948,Newmilns - 04,S12000008,East Ayrshire,1.0
S01007949,Galston - 01,S12000008,East Ayrshire,1.0
S01007950,Galston - 02,S12000008,East Ayrshire,1.0
S01007951,Galston - 03,S12000008,East Ayrshire,1.0
S01007952,Galston - 04,S12000008,East Ayrshire,1.0
S01007953,Galston - 05,S12000008,East Ayrshire,1.0
S01007954,Galston - 06,S12000008,East Ayrshire,1.0
S01007955,Earlston and Hurlford Rural - 01,S12000008,East Ayrshire,1.0
S01007956,Earlston and Hurlford Rural - 02,S12000008,East Ayrshire,1.0
S01007957,Earlston and Hurlford Rural - 03,S12000008,East Ayrshire,1.0
S01007958,Earlston and Hurlford Rural - 04,S12000008,East Ayrshire,1.0
S01007959,Earlston and Hurlford Rural - 05,S12000008,East Ayrshire,1.0
S01007960,Earlston and Hurlford Rural - 06,S12000008,East Ayrshire,1.0
S01007961,Earlston and Hurlford Rural - 07,S12000008,East Ayrshire,1.0
S01007962,Shortlees - 01,S12000008,East Ayrshire,1.0
S01007963,Shortlees - 02,S12000008,East Ayrshire,1.0
S01007964,Shortlees - 03,S12000008,East Ayrshire,1.0
S01007965,Shortlees - 04,S12000008,East Ayrshire,1.0
S01007966,Shortlees - 05,S12000008,East Ayrshire,1.0
S01007967,Shortlees - 06,S12000008,East Ayrshire,1.0
S01007968,Bellfield and Kirkstyle - 01,S12000008,East Ayrshire,1.0
S01007969,Bellfield and Kirkstyle - 02,S12000008,East Ayrshire,1.0
S01007970,Bellfield and Kirkstyle - 03,S12000008,East Ayrshire,1.0
S01007971,Bellfield and Kirkstyle - 04,S12000008,East Ayrshire,1.0
S01007972,Bellfield and Kirkstyle - 05,S12000008,East Ayrshire,1.0
S01007973,Kilmarnock South Central and Caprington - 01,S12000008,East Ayrshire,1.0
S01007974,Kilmarnock South Central and Caprington - 02,S12000008,East Ayrshire,1.0
S01007975,Kilmarnock South Central and Caprington - 03,S12000008,East Ayrshire,1.0
S01007976,Kilmarnock South Central and Caprington - 04,S12000008,East Ayrshire,1.0
S01007977,Piersland - 01,S12000008,East Ayrshire,1.0
S01007978,Piersland - 02,S12000008,East Ayrshire,1.0
S01007979,Piersland - 03,S12000008,East Ayrshire,1.0
S01007980,Piersland - 04,S12000008,East Ayrshire,1.0
S01007981,Piersland - 05,S12000008,East Ayrshire,1.0
S01007982,New Farm Loch South - 01,S12000008,East Ayrshire,1.0
S01007983,New Farm Loch South - 02,S12000008,East Ayrshire,1.0
S01007984,New Farm Loch South - 03,S12000008,East Ayrshire,1.0
S01007985,New Farm Loch South - 04,S12000008,East Ayrshire,1.0
S01007986,Dean and New Farm Loch North - 01,S12000008,East Ayrshire,1.0
S01007987,Dean and New Farm Loch North - 02,S12000008,East Ayrshire,1.0
S01007988,Dean and New Farm Loch North - 03,S12000008,East Ayrshire,1.0
S01007989,Dean and New Farm Loch North - 04,S12000008,East Ayrshire,1.0
S01007990,Dean and New Farm Loch North - 05,S12000008,East Ayrshire,1.0
S01007991,Southcraig and Beansburn - 01,S12000008,East Ayrshire,1.0
S01007992,Southcraig and Beansburn - 02,S12000008,East Ayrshire,1.0
S01007993,Southcraig and Beansburn - 03,S12000008,East Ayrshire,1.0
S01007994,Southcraig and Beansburn - 04,S12000008,East Ayrshire,1.0
S01007995,Southcraig and Beansburn - 05,S12000008,East Ayrshire,1.0
S01007996,Southcraig and Beansburn - 06,S12000008,East Ayrshire,1.0
S01007997,Southcraig and Beansburn - 07,S12000008,East Ayrshire,1.0
S01007998,Southcraig and Beansburn - 08,S12000008,East Ayrshire,1.0
S01007999,Altonhill North and Onthank - 01,S12000008,East Ayrshire,1.0
S01008000,Altonhill North and Onthank - 02,S12000008,East Ayrshire,1.0
S01008001,Altonhill North and Onthank - 03,S12000008,East Ayrshire,1.0
S01008002,Altonhill North and Onthank - 04,S12000008,East Ayrshire,1.0
S01008003,Altonhill North and Onthank - 05,S12000008,East Ayrshire,1.0
S01008004,Altonhill North and Onthank - 06,S12000008,East Ayrshire,1.0
S01008005,"Altonhill South, Longpark and Hillhead - 01",S12000008,East Ayrshire,1.0
S01008006,"Altonhill South, Longpark and Hillhead - 02",S12000008,East Ayrshire,1.0
S01008007,"Altonhill South, Longpark and Hillhead - 03",S12000008,East Ayrshire,1.0
S01008008,"Altonhill South, Longpark and Hillhead - 04",S12000008,East Ayrshire,1.0
S01008009,"Altonhill South, Longpark and Hillhead - 05",S12000008,East Ayrshire,1.0
S01008010,"Altonhill South, Longpark and Hillhead - 06",S12000008,East Ayrshire,1.0
S01008011,"Altonhill South, Longpark and Hillhead - 07",S12000008,East Ayrshire,1.0
S01008012,Bonnyton and Town Centre - 01,S12000008,East Ayrshire,1.0
S01008013,Bonnyton and Town Centre - 02,S12000008,East Ayrshire,1.0
S01008014,Bonnyton and Town Centre - 03,S12000008,East Ayrshire,1.0
S01008015,Bonnyton and Town Centre - 04,S12000008,East Ayrshire,1.0
S01008016,Bonnyton and Town Centre - 05,S12000008,East Ayrshire,1.0
S01008017,"Grange, Howard and Gargieston - 01",S12000008,East Ayrshire,1.0
S01008018,"Grange, Howard and Gargieston - 02",S12000008,East Ayrshire,1.0
S01008019,"Grange, Howard and Gargieston - 03",S12000008,East Ayrshire,1.0
S01008020,"Grange, Howard and Gargieston - 04",S12000008,East Ayrshire,1.0
S01008021,"Grange, Howard and Gargieston - 05",S12000008,East Ayrshire,1.0
S01008022,"Grange, Howard and Gargieston - 06",S12000008,East Ayrshire,1.0
S01008023,"Grange, Howard and Gargieston - 07",S12000008,East Ayrshire,1.0
S01008024,"Grange, Howard and Gargieston - 08",S12000008,East Ayrshire,1.0
S01008025,"Crosshouse, Gatehead and Kilmaurs Rural - 01",S12000008,East Ayrshire,1.0
S01008026,"Crosshouse, Gatehead and Kilmaurs Rural - 02",S12000008,East Ayrshire,1.0
S01008027,"Crosshouse, Gatehead and Kilmaurs Rural - 03",S12000008,East Ayrshire,1.0
S01008028,"Crosshouse, Gatehead and Kilmaurs Rural - 04",S12000008,East Ayrshire,1.0
S01008029,"Crosshouse, Gatehead and Kilmaurs Rural - 05",S12000008,East Ayrshire,1.0
S01008030,Kilmaurs - 01,S12000008,East Ayrshire,1.0
S01008031,Kilmaurs - 02,S12000008,East Ayrshire,1.0
S01008032,Kilmaurs - 03,S12000008,East Ayrshire,1.0
S01008033,West Clober and Mains Estate - 01,S12000045,East Dunbartonshire,2.0
S01008034,West Clober and Mains Estate - 02,S12000045,East Dunbartonshire,2.0
S01008035,West Clober and Mains Estate - 03,S12000045,East Dunbartonshire,2.0
S01008036,West Clober and Mains Estate - 04,S12000045,East Dunbartonshire,2.0
S01008037,East Clober and Mains Estate - 01,S12000045,East Dunbartonshire,2.0
S01008038,East Clober and Mains Estate - 02,S12000045,East Dunbartonshire,2.0
S01008039,East Clober and Mains Estate - 03,S12000045,East Dunbartonshire,2.0
S01008040,East Clober and Mains Estate - 04,S12000045,East Dunbartonshire,2.0
S01008041,Barloch - 01,S12000045,East Dunbartonshire,2.0
S01008042,Barloch - 02,S12000045,East Dunbartonshire,2.0
