DZ code,DZ name,LA code,LA name,Cluster
S01009962,Muirend and Old Cathcart - 04,S12000049,Glasgow City,1.0
S01009963,Muirend and Old Cathcart - 05,S12000049,Glasgow City,1.0
S01009964,Muirend and Old Cathcart - 06,S12000049,Glasgow City,1.0
S01009965,Carmunnock North - 01,S12000049,Glasgow City,1.0
S01009966,Carmunnock North - 02,S12000049,Glasgow City,1.0
S01009967,Carmunnock North - 03,S12000049,Glasgow City,1.0
S01009968,Carmunnock North - 04,S12000049,Glasgow City,1.0
S01009969,Carmunnock South - 01,S12000049,Glasgow City,1.0
S01009970,Carmunnock South - 02,S12000049,Glasgow City,1.0
S01009971,Carmunnock South - 03,S12000049,Glasgow City,1.0
S01009972,Carmunnock South - 04,S12000049,Glasgow City,1.0
S01009973,Glenwood South - 01,S12000049,Glasgow City,1.0
S01009974,Glenwood South - 02,S12000049,Glasgow City,1.0
S01009975,Glenwood South - 03,S12000049,Glasgow City,1.0
S01009976,Glenwood South - 04,S12000049,Glasgow City,1.0
S01009977,Glenwood South - 05,S12000049,Glasgow City,1.0
S01009978,Glenwood South - 06,S12000049,Glasgow City,1.0
S01009979,Glenwood South - 07,S12000049,Glasgow City,1.0
S01009980,Glenwood North - 01,S12000049,Glasgow City,1.0
S01009981,Glenwood North - 02,S12000049,Glasgow City,1.0
S01009982,Glenwood North - 03,S12000049,Glasgow City,1.0
S01009983,Glenwood North - 04,S12000049,Glasgow City,1.0
S01009984,Glenwood North - 05,S12000049,Glasgow City,1.0
S01009985,Glenwood North - 06,S12000049,Glasgow City,1.0
S01009986,Castlemilk - 01,S12000049,Glasgow City,1.0
S01009987,Castlemilk - 02,S12000049,Glasgow City,1.0
S01009988,Castlemilk - 03,S12000049,Glasgow City,1.0
S01009989,Castlemilk - 04,S12000049,Glasgow City,1.0
S01009990,Castlemilk - 05,S12000049,Glasgow City,1.0
S01009991,Castlemilk - 06,S12000049,Glasgow City,1.0
S01009992,Castlemilk - 07,S12000049,Glasgow City,1.0
S01009993,Kingspark South - 01,S12000049,Glasgow City,1.0
S01009994,Kingspark South - 02,S12000049,Glasgow City,1.0
S01009995,Kingspark South - 03,S12000049,Glasgow City,1.0
S01009996,Kingspark South - 04,S12000049,Glasgow City,1.0
S01009997,Kingspark South - 05,S12000049,Glasgow City,1.0
S01009998,Kingspark South - 06,S12000049,Glasgow City,1.0
S01009999,Kingspark North - 01,S12000049,Glasgow City,1.0
S01010000,Kingspark North - 02,S12000049,Glasgow City,1.0
S01010001,Kingspark North - 03,S12000049,Glasgow City,1.0
S01010002,Kingspark North - 04,S12000049,Glasgow City,1.0
S01010003,Kingspark North - 05,S12000049,Glasgow City,1.0
S01010004,Kingspark North - 06,S12000049,Glasgow City,1.0
S01010005,Cathcart - 01,S12000049,Glasgow City,1.0
S01010006,Cathcart - 02,S12000049,Glasgow City,1.0
S01010007,Cathcart - 03,S12000049,Glasgow City,1.0
S01010008,Cathcart - 04,S12000049,Glasgow City,1.0
S01010009,Cathcart - 05,S12000049,Glasgow City,1.0
S01010010,Cathcart - 06,S12000049,Glasgow City,1.0
S01010011,Mount Florida - 01,S12000049,Glasgow City,1.0
S01010012,Mount Florida - 02,S12000049,Glasgow City,1.0
S01010013,Mount Florida - 03,S12000049,Glasgow City,1.0
S01010014,Mount Florida - 04,S12000049,Glasgow City,1.0
S01010015,Mount Florida - 05,S12000049,Glasgow City,1.0
S01010016,Toryglen and Oatlands - 01,S12000049,Glasgow City,1.0
S01010017,Toryglen and Oatlands - 02,S12000049,Glasgow City,1.0
S01010018,Toryglen and Oatlands - 03,S12000049,Glasgow City,1.0
S01010019,Toryglen and Oatlands - 04,S12000049,Glasgow City,1.0
S01010020,Toryglen and Oatlands - 05,S12000049,Glasgow City,1.0
S01010021,Toryglen and Oatlands - 06,S12000049,Glasgow City,1.0
S01010022,Toryglen and Oatlands - 07,S12000049,Glasgow City,1.0
S01010023,Gorbals and Hutchesontown - 01,S12000049,Glasgow City,1.0
S01010024,Gorbals and Hutchesontown - 02,S12000049,Glasgow City,1.0
S01010025,Gorbals and Hutchesontown - 03,S12000049,Glasgow City,1.0
S01010026,Gorbals and Hutchesontown - 04,S12000049,Glasgow City,1.0
S01010027,Gorbals and Hutchesontown - 05,S12000049,Glasgow City,1.0
S01010028,Gorbals and Hutchesontown - 06,S12000049,Glasgow City,1.0
S01010029,Gorbals and Hutchesontown - 07,S12000049,Glasgow City,1.0
S01010030,Gorbals and Hutchesontown - 08,S12000049,Glasgow City,1.0
S01010031,Laurieston and Tradeston - 01,S12000049,Glasgow City,1.0
S01010032,Laurieston and Tradeston - 02,S12000049,Glasgow City,1.0
S01010033,Laurieston and Tradeston - 03,S12000049,Glasgow City,1.0
S01010034,Laurieston and Tradeston - 04,S12000049,Glasgow City,1.0
S01010035,Laurieston and Tradeston - 05,S12000049,Glasgow City,1.0
S01010036,Laurieston and Tradeston - 06,S12000049,Glasgow City,1.0
S01010037,Calton and Gallowgate - 01,S12000049,Glasgow City,1.0
S01010038,Calton and Gallowgate - 02,S12000049,Glasgow City,1.0
S01010039,Calton and Gallowgate - 03,S12000049,Glasgow City,1.0
S01010040,Calton and Gallowgate - 04,S12000049,Glasgow City,1.0
S01010041,Calton and Gallowgate - 05,S12000049,Glasgow City,1.0
S01010042,Bridgeton - 01,S12000049,Glasgow City,1.0
S01010043,Bridgeton - 02,S12000049,Glasgow City,1.0
S01010044,Bridgeton - 03,S12000049,Glasgow City,1.0
S01010045,Bridgeton - 04,S12000049,Glasgow City,1.0
S01010046,Dalmarnock - 01,S12000049,Glasgow City,1.0
S01010047,Dalmarnock - 02,S12000049,Glasgow City,1.0
S01010048,Dalmarnock - 03,S12000049,Glasgow City,1.0
S01010049,Parkhead West and Barrowfield - 01,S12000049,Glasgow City,1.0
S01010050,Parkhead West and Barrowfield - 02,S12000049,Glasgow City,1.0
S01010051,Parkhead West and Barrowfield - 03,S12000049,Glasgow City,1.0
S01010052,Parkhead West and Barrowfield - 04,S12000049,Glasgow City,1.0
S01010053,Parkhead West and Barrowfield - 05,S12000049,Glasgow City,1.0
S01010054,Parkhead West and Barrowfield - 06,S12000049,Glasgow City,1.0
S01010055,Parkhead West and Barrowfield - 07,S12000049,Glasgow City,1.0
S01010056,Parkhead East and Braidfauld North - 01,S12000049,Glasgow City,1.0
S01010057,Parkhead East and Braidfauld North - 02,S12000049,Glasgow City,1.0
S01010058,Parkhead East and Braidfauld North - 03,S12000049,Glasgow City,1.0
S01010059,Parkhead East and Braidfauld North - 04,S12000049,Glasgow City,1.0
S01010060,Parkhead East and Braidfauld North - 05,S12000049,Glasgow City,1.0
S01010061,Braidfauld - 01,S12000049,Glasgow City,1.0
S01010062,Braidfauld - 02,S12000049,Glasgow City,1.0
S01010063,Braidfauld - 03,S12000049,Glasgow City,1.0
S01010064,Braidfauld - 04,S12000049,Glasgow City,1.0
S01010065,Braidfauld - 05,S12000049,Glasgow City,1.0
S01010066,Braidfauld - 06,S12000049,Glasgow City,1.0
S01010067,Braidfauld - 07,S12000049,Glasgow City,1.0
S01010068,Braidfauld - 08,S12000049,Glasgow City,1.0
S01010069,Shettleston South - 01,S12000049,Glasgow City,1.0
S01010070,Shettleston South - 02,S12000049,Glasgow City,1.0
S01010071,Shettleston South - 03,S12000049,Glasgow City,1.0
S01010072,Shettleston South - 04,S12000049,Glasgow City,1.0
S01010073,Shettleston South - 05,S12000049,Glasgow City,1.0
S01010074,Carmyle and Mount Vernon South - 01,S12000049,Glasgow City,1.0
S01010075,Carmyle and Mount Vernon South - 02,S12000049,Glasgow City,1.0
S01010076,Carmyle and Mount Vernon South - 03,S12000049,Glasgow City,1.0
S01010077,Carmyle and Mount Vernon South - 04,S12000049,Glasgow City,1.0
S01010078,Mount Vernon North and Sandyhills - 01,S12000049,Glasgow City,1.0
S01010079,Mount Vernon North and Sandyhills - 02,S12000049,Glasgow City,1.0
S01010080,Mount Vernon North and Sandyhills - 03,S12000049,Glasgow City,1.0
S01010081,Mount Vernon North and Sandyhills - 04,S12000049,Glasgow City,1.0
S01010082,Mount Vernon North and Sandyhills - 05,S12000049,Glasgow City,1.0
S01010083,Baillieston West - 01,S12000049,Glasgow City,1.0
S01010084,Baillieston West - 02,S12000049,Glasgow City,1.0
S01010085,Baillieston West - 03,S12000049,Glasgow City,1.0
S01010086,Baillieston West - 04,S12000049,Glasgow City,1.0
S01010087,Baillieston West - 05,S12000049,Glasgow City,1.0
S01010088,Baillieston East - 01,S12000049,Glasgow City,1.0
S01010089,Baillieston East - 02,S12000049,Glasgow City,1.0
S01010090,Baillieston East - 03,S12000049,Glasgow City,1.0
S01010091,Baillieston East - 04,S12000049,Glasgow City,1.0
S01010092,Baillieston East - 05,S12000049,Glasgow City,1.0
S01010093,Baillieston East - 06,S12000049,Glasgow City,1.0
S01010094,Garrowhill West - 01,S12000049,Glasgow City,1.0
S01010095,Garrowhill West - 02,S12000049,Glasgow City,1.0
S01010096,Garrowhill West - 03,S12000049,Glasgow City,1.0
S01010097,Garrowhill West - 04,S12000049,Glasgow City,1.0
S01010098,Garrowhill West - 05,S12000049,Glasgow City,1.0
S01010099,Garrowhill West - 06,S12000049,Glasgow City,1.0
S01010100,Garrowhill East and Swinton - 01,S12000049,Glasgow City,1.0
S01010101,Garrowhill East and Swinton - 02,S12000049,Glasgow City,1.0
S01010102,Garrowhill East and Swinton - 03,S12000049,Glasgow City,1.0
S01010103,Garrowhill East and Swinton - 04,S12000049,Glasgow City,1.0
S01010104,Garrowhill East and Swinton - 05,S12000049,Glasgow City,1.0
S01010105,Easterhouse East - 01,S12000049,Glasgow City,1.0
S01010106,Easterhouse East - 02,S12000049,Glasgow City,1.0
S01010107,Easterhouse East - 03,S12000049,Glasgow City,1.0
S01010108,Easterhouse East - 04,S12000049,Glasgow City,1.0
S01010109,Easterhouse East - 05,S12000049,Glasgow City,1.0
S01010110,Central Easterhouse - 01,S12000049,Glasgow City,1.0
S01010111,Central Easterhouse - 02,S12000049,Glasgow City,1.0
S01010112,Central Easterhouse - 03,S12000049,Glasgow City,1.0
S01010113,"Garthamlock, Auchinlea and Gartloch - 01",S12000049,Glasgow City,1.0
S01010114,"Garthamlock, Auchinlea and Gartloch - 02",S12000049,Glasgow City,1.0
S01010115,"Garthamlock, Auchinlea and Gartloch - 03",S12000049,Glasgow City,1.0
S01010116,"Garthamlock, Auchinlea and Gartloch - 04",S12000049,Glasgow City,1.0
S01010117,"Garthamlock, Auchinlea and Gartloch - 05",S12000049,Glasgow City,1.0
S01010118,North Barlanark and Easterhouse South - 01,S12000049,Glasgow City,1.0
S01010119,North Barlanark and Easterhouse South - 02,S12000049,Glasgow City,1.0
S01010120,North Barlanark and Easterhouse South - 03,S12000049,Glasgow City,1.0
S01010121,North Barlanark and Easterhouse South - 04,S12000049,Glasgow City,1.0
S01010122,North Barlanark and Easterhouse South - 05,S12000049,Glasgow City,1.0
S01010123,Barlanark - 01,S12000049,Glasgow City,1.0
S01010124,Barlanark - 02,S12000049,Glasgow City,1.0
S01010125,Barlanark - 03,S12000049,Glasgow City,1.0
S01010126,Barlanark - 04,S12000049,Glasgow City,1.0
S01010127,Barlanark - 05,S12000049,Glasgow City,1.0
S01010128,Barlanark - 06,S12000049,Glasgow City,1.0
S01010129,Barlanark - 07,S12000049,Glasgow City,1.0
S01010130,Barlanark - 08,S12000049,Glasgow City,1.0
S01010131,Greenfield - 01,S12000049,Glasgow City,1.0
S01010132,Greenfield - 02,S12000049,Glasgow City,1.0
S01010133,Greenfield - 03,S12000049,Glasgow City,1.0
S01010134,Greenfield - 04,S12000049,Glasgow City,1.0
S01010135,Greenfield - 05,S12000049,Glasgow City,1.0
S01010136,Greenfield - 06,S12000049,Glasgow City,1.0
S01010137,Shettleston North - 01,S12000049,Glasgow City,1.0
S01010138,Shettleston North - 02,S12000049,Glasgow City,1.0
S01010139,Shettleston North - 03,S12000049,Glasgow City,1.0
S01010140,Shettleston North - 04,S12000049,Glasgow City,1.0
S01010141,Shettleston North - 05,S12000049,Glasgow City,1.0
S01010142,Tollcross - 01,S12000049,Glasgow City,1.0
S01010143,Tollcross - 02,S12000049,Glasgow City,1.0
S01010144,Tollcross - 03,S12000049,Glasgow City,1.0
S01010145,Tollcross - 04,S12000049,Glasgow City,1.0
S01010146,Tollcross - 05,S12000049,Glasgow City,1.0
S01010147,Old Shettleston and Parkhead North - 01,S12000049,Glasgow City,1.0
S01010148,Old Shettleston and Parkhead North - 02,S12000049,Glasgow City,1.0
S01010149,Old Shettleston and Parkhead North - 03,S12000049,Glasgow City,1.0
S01010150,Old Shettleston and Parkhead North - 04,S12000049,Glasgow City,1.0
S01010151,Old Shettleston and Parkhead North - 05,S12000049,Glasgow City,1.0
S01010152,Carntyne - 01,S12000049,Glasgow City,1.0
S01010153,Carntyne - 02,S12000049,Glasgow City,1.0
S01010154,Carntyne - 03,S12000049,Glasgow City,1.0
S01010155,Carntyne - 04,S12000049,Glasgow City,1.0
S01010156,"Cranhill, Lightburn and Queenslie South - 01",S12000049,Glasgow City,1.0
S01010157,"Cranhill, Lightburn and Queenslie South - 02",S12000049,Glasgow City,1.0
S01010158,"Cranhill, Lightburn and Queenslie South - 03",S12000049,Glasgow City,1.0
S01010159,"Cranhill, Lightburn and Queenslie South - 04",S12000049,Glasgow City,1.0
S01010160,"Cranhill, Lightburn and Queenslie South - 05",S12000049,Glasgow City,1.0
S01010161,"Cranhill, Lightburn and Queenslie South - 06",S12000049,Glasgow City,1.0
S01010162,"Cranhill, Lightburn and Queenslie South - 07",S12000049,Glasgow City,1.0
S01010163,"Cranhill, Lightburn and Queenslie South - 08",S12000049,Glasgow City,1.0
S01010164,"Cranhill, Lightburn and Queenslie South - 09",S12000049,Glasgow City,1.0
S01010165,Craigend and Ruchazie - 01,S12000049,Glasgow City,1.0
S01010166,Craigend and Ruchazie - 02,S12000049,Glasgow City,1.0
S01010167,Craigend and Ruchazie - 03,S12000049,Glasgow City,1.0
S01010168,Craigend and Ruchazie - 04,S12000049,Glasgow City,1.0
S01010169,Craigend and Ruchazie - 05,S12000049,Glasgow City,1.0
S01010170,Craigend and Ruchazie - 06,S12000049,Glasgow City,1.0
S01010171,Craigend and Ruchazie - 07,S12000049,Glasgow City,1.0
S01010172,Riddrie and Hogganfield - 01,S12000049,Glasgow City,1.0
S01010173,Riddrie and Hogganfield - 02,S12000049,Glasgow City,1.0
S01010174,Riddrie and Hogganfield - 03,S12000049,Glasgow City,1.0
S01010175,Riddrie and Hogganfield - 04,S12000049,Glasgow City,1.0
S01010176,Riddrie and Hogganfield - 05,S12000049,Glasgow City,1.0
S01010177,Riddrie and Hogganfield - 06,S12000049,Glasgow City,1.0
S01010178,Riddrie and Hogganfield - 07,S12000049,Glasgow City,1.0
S01010179,Blackhill and Barmulloch East - 01,S12000049,Glasgow City,1.0
S01010180,Blackhill and Barmulloch East - 02,S12000049,Glasgow City,1.0
S01010181,Blackhill and Barmulloch East - 03,S12000049,Glasgow City,1.0
S01010182,Blackhill and Barmulloch East - 04,S12000049,Glasgow City,1.0
S01010183,Blackhill and Barmulloch East - 05,S12000049,Glasgow City,1.0
S01010184,Blackhill and Barmulloch East - 06,S12000049,Glasgow City,1.0
S01010185,Blackhill and Barmulloch East - 07,S12000049,Glasgow City,1.0
S01010186,Robroyston and Millerston - 01,S12000049,Glasgow City,1.0
S01010187,Robroyston and Millerston - 02,S12000049,Glasgow City,1.0
S01010188,Robroyston and Millerston - 03,S12000049,Glasgow City,1.0
S01010189,Robroyston and Millerston - 04,S12000049,Glasgow City,1.0
S01010190,Robroyston and Millerston - 05,S12000049,Glasgow City,1.0
S01010191,Robroyston and Millerston - 06,S12000049,Glasgow City,1.0
S01010192,Robroyston and Millerston - 07,S12000049,Glasgow City,1.0
S01010193,Robroyston and Millerston - 08,S12000049,Glasgow City,1.0
S01010194,Balornock - 01,S12000049,Glasgow City,1.0
S01010195,Balornock - 02,S12000049,Glasgow City,1.0
S01010196,Balornock - 03,S12000049,Glasgow City,1.0
S01010197,Balornock - 04,S12000049,Glasgow City,1.0
S01010198,Balornock - 05,S12000049,Glasgow City,1.0
S01010199,Barmulloch - 01,S12000049,Glasgow City,1.0
S01010200,Barmulloch - 02,S12000049,Glasgow City,1.0
S01010201,Barmulloch - 03,S12000049,Glasgow City,1.0
S01010202,Barmulloch - 04,S12000049,Glasgow City,1.0
S01010203,Petershill - 01,S12000049,Glasgow City,1.0
S01010204,Petershill - 02,S12000049,Glasgow City,1.0
S01010205,Petershill - 03,S12000049,Glasgow City,1.0
S01010206,Petershill - 04,S12000049,Glasgow City,1.0
S01010207,Petershill - 05,S12000049,Glasgow City,1.0
S01010208,Petershill - 06,S12000049,Glasgow City,1.0
S01010209,Springburn - 01,S12000049,Glasgow City,1.0
S01010210,Springburn - 02,S12000049,Glasgow City,1.0
S01010211,Springburn - 03,S12000049,Glasgow City,1.0
S01010212,Springburn - 04,S12000049,Glasgow City,1.0
S01010213,Springburn - 05,S12000049,Glasgow City,1.0
S01010214,Springburn East and Cowlairs - 01,S12000049,Glasgow City,1.0
S01010215,Springburn East and Cowlairs - 02,S12000049,Glasgow City,1.0
S01010216,Springburn East and Cowlairs - 03,S12000049,Glasgow City,1.0
S01010217,Springburn East and Cowlairs - 04,S12000049,Glasgow City,1.0
S01010218,Springburn East and Cowlairs - 05,S12000049,Glasgow City,1.0
S01010219,Cowlairs and Port Dundas - 01,S12000049,Glasgow City,1.0
S01010220,Cowlairs and Port Dundas - 02,S12000049,Glasgow City,1.0
S01010221,Cowlairs and Port Dundas - 03,S12000049,Glasgow City,1.0
S01010222,Cowlairs and Port Dundas - 04,S12000049,Glasgow City,1.0
S01010223,Cowlairs and Port Dundas - 05,S12000049,Glasgow City,1.0
S01010224,Cowlairs and Port Dundas - 06,S12000049,Glasgow City,1.0
S01010225,Sighthill - 01,S12000049,Glasgow City,1.0
S01010226,Sighthill - 02,S12000049,Glasgow City,1.0
S01010227,Sighthill - 03,S12000049,Glasgow City,1.0
S01010228,"Roystonhill, Blochairn, and Provanmill - 01",S12000049,Glasgow City,1.0
S01010229,"Roystonhill, Blochairn, and Provanmill - 02",S12000049,Glasgow City,1.0
S01010230,"Roystonhill, Blochairn, and Provanmill - 03",S12000049,Glasgow City,1.0
S01010231,"Roystonhill, Blochairn, and Provanmill - 04",S12000049,Glasgow City,1.0
S01010232,"Roystonhill, Blochairn, and Provanmill - 05",S12000049,Glasgow City,1.0
S01010233,"Roystonhill, Blochairn, and Provanmill - 06",S12000049,Glasgow City,1.0
S01010234,Dennistoun North - 01,S12000049,Glasgow City,1.0
S01010235,Dennistoun North - 02,S12000049,Glasgow City,1.0
S01010236,Dennistoun North - 03,S12000049,Glasgow City,1.0
S01010237,Dennistoun North - 04,S12000049,Glasgow City,1.0
S01010238,Dennistoun North - 05,S12000049,Glasgow City,1.0
S01010239,Alexandra Parade - 01,S12000049,Glasgow City,1.0
S01010240,Alexandra Parade - 02,S12000049,Glasgow City,1.0
S01010241,Alexandra Parade - 03,S12000049,Glasgow City,1.0
S01010242,Carntyne West and Haghill - 01,S12000049,Glasgow City,1.0
S01010243,Carntyne West and Haghill - 02,S12000049,Glasgow City,1.0
S01010244,Carntyne West and Haghill - 03,S12000049,Glasgow City,1.0
S01010245,Carntyne West and Haghill - 04,S12000049,Glasgow City,1.0
S01010246,Carntyne West and Haghill - 05,S12000049,Glasgow City,1.0
S01010247,Carntyne West and Haghill - 06,S12000049,Glasgow City,1.0
S01010248,Dennistoun - 01,S12000049,Glasgow City,1.0
S01010249,Dennistoun - 02,S12000049,Glasgow City,1.0
S01010250,Dennistoun - 03,S12000049,Glasgow City,1.0
S01010251,Dennistoun - 04,S12000049,Glasgow City,1.0
S01010252,Dennistoun - 05,S12000049,Glasgow City,1.0
S01010253,Dennistoun - 06,S12000049,Glasgow City,1.0
S01010254,Gallowgate North and Bellgrove - 01,S12000049,Glasgow City,1.0
S01010255,Gallowgate North and Bellgrove - 02,S12000049,Glasgow City,1.0
S01010256,Gallowgate North and Bellgrove - 03,S12000049,Glasgow City,1.0
S01010257,Gallowgate North and Bellgrove - 04,S12000049,Glasgow City,1.0
S01010258,Gallowgate North and Bellgrove - 05,S12000049,Glasgow City,1.0
S01010259,City Centre East - 01,S12000049,Glasgow City,1.0
S01010260,City Centre East - 02,S12000049,Glasgow City,1.0
S01010261,City Centre East - 03,S12000049,Glasgow City,1.0
S01010262,City Centre East - 04,S12000049,Glasgow City,1.0
S01010263,City Centre East - 05,S12000049,Glasgow City,1.0
S01010264,City Centre East - 06,S12000049,Glasgow City,1.0
S01010265,City Centre East - 07,S12000049,Glasgow City,1.0
S01010266,City Centre West - 01,S12000049,Glasgow City,1.0
S01010267,City Centre West - 02,S12000049,Glasgow City,1.0
S01010268,City Centre West - 03,S12000049,Glasgow City,1.0
S01010269,City Centre West - 04,S12000049,Glasgow City,1.0
S01010270,City Centre West - 05,S12000049,Glasgow City,1.0
S01010271,City Centre West - 06,S12000049,Glasgow City,1.0
S01010272,City Centre South - 01,S12000049,Glasgow City,1.0
S01010273,City Centre South - 02,S12000049,Glasgow City,1.0
S01010274,City Centre South - 03,S12000049,Glasgow City,1.0
S01010275,City Centre South - 04,S12000049,Glasgow City,1.0
S01010276,Anderston - 01,S12000049,Glasgow City,1.0
S01010277,Anderston - 02,S12000049,Glasgow City,1.0
S01010278,Anderston - 03,S12000049,Glasgow City,1.0
S01010279,Anderston - 04,S12000049,Glasgow City,1.0
S01010280,Anderston - 05,S12000049,Glasgow City,1.0
S01010281,Anderston - 06,S12000049,Glasgow City,1.0
S01010282,Finnieston and Kelvinhaugh - 01,S12000049,Glasgow City,1.0
S01010283,Finnieston and Kelvinhaugh - 02,S12000049,Glasgow City,1.0
S01010284,Finnieston and Kelvinhaugh - 03,S12000049,Glasgow City,1.0
S01010285,Finnieston and Kelvinhaugh - 04,S12000049,Glasgow City,1.0
S01010286,Finnieston and Kelvinhaugh - 05,S12000049,Glasgow City,1.0
S01010287,Finnieston and Kelvinhaugh - 06,S12000049,Glasgow City,1.0
S01010288,Finnieston and Kelvinhaugh - 07,S12000049,Glasgow City,1.0
S01010289,Woodlands - 01,S12000049,Glasgow City,1.0
S01010290,Woodlands - 02,S12000049,Glasgow City,1.0
S01010291,Woodlands - 03,S12000049,Glasgow City,1.0
S01010292,Woodlands - 04,S12000049,Glasgow City,1.0
S01010293,Woodlands - 05,S12000049,Glasgow City,1.0
S01010294,Woodlands - 06,S12000049,Glasgow City,1.0
S01010295,Woodlands - 07,S12000049,Glasgow City,1.0
S01010296,Woodlands - 08,S12000049,Glasgow City,1.0
S01010297,Woodside - 01,S12000049,Glasgow City,1.0
S01010298,Woodside - 02,S12000049,Glasgow City,1.0
S01010299,Woodside - 03,S12000049,Glasgow City,1.0
S01010300,Woodside - 04,S12000049,Glasgow City,1.0
S01010301,Firhill - 01,S12000049,Glasgow City,1.0
S01010302,Firhill - 02,S12000049,Glasgow City,1.0
S01010303,Firhill - 03,S12000049,Glasgow City,1.0
S01010304,Firhill - 04,S12000049,Glasgow City,1.0
S01010305,Firhill - 05,S12000049,Glasgow City,1.0
S01010306,Firhill - 06,S12000049,Glasgow City,1.0
S01010307,Firhill - 07,S12000049,Glasgow City,1.0
S01010308,Firhill - 08,S12000049,Glasgow City,1.0
S01010309,Keppochhill - 01,S12000049,Glasgow City,1.0
S01010310,Keppochhill - 02,S12000049,Glasgow City,1.0
S01010311,Keppochhill - 03,S12000049,Glasgow City,1.0
S01010312,Keppochhill - 04,S12000049,Glasgow City,1.0
S01010313,Keppochhill - 05,S12000049,Glasgow City,1.0
S01010314,Keppochhill - 06,S12000049,Glasgow City,1.0
S01010315,Ruchill - 01,S12000049,Glasgow City,1.0
S01010316,Ruchill - 02,S12000049,Glasgow City,1.0
S01010317,Ruchill - 03,S12000049,Glasgow City,1.0
S01010318,Ruchill - 04,S12000049,Glasgow City,1.0
S01010319,Ruchill - 05,S12000049,Glasgow City,1.0
S01010320,Ruchill - 06,S12000049,Glasgow City,1.0
S01010321,Ruchill - 07,S12000049,Glasgow City,1.0
S01010322,Ruchill - 08,S12000049,Glasgow City,1.0
S01010323,Possil Park - 01,S12000049,Glasgow City,1.0
S01010324,Possil Park - 02,S12000049,Glasgow City,1.0
S01010325,Possil Park - 03,S12000049,Glasgow City,1.0
S01010326,Possil Park - 04,S12000049,Glasgow City,1.0
S01010327,Possil Park - 05,S12000049,Glasgow City,1.0
S01010328,Possil Park - 06,S12000049,Glasgow City,1.0
S01010329,Possil Park - 07,S12000049,Glasgow City,1.0
S01010330,Milton West - 01,S12000049,Glasgow City,1.0
S01010331,Milton West - 02,S12000049,Glasgow City,1.0
S01010332,Milton West - 03,S12000049,Glasgow City,1.0
S01010333,Milton West - 04,S12000049,Glasgow City,1.0
S01010334,Milton West - 05,S12000049,Glasgow City,1.0
S01010335,Milton East - 01,S12000049,Glasgow City,1.0
S01010336,Milton East - 02,S12000049,Glasgow City,1.0
S01010337,Milton East - 03,S12000049,Glasgow City,1.0
S01010338,Milton East - 04,S12000049,Glasgow City,1.0
S01010339,Milton East - 05,S12000049,Glasgow City,1.0
S01010340,Summerston Central and West - 01,S12000049,Glasgow City,1.0
S01010341,Summerston Central and West - 02,S12000049,Glasgow City,1.0
S01010342,Summerston Central and West - 03,S12000049,Glasgow City,1.0
S01010343,Summerston Central and West - 04,S12000049,Glasgow City,1.0
S01010344,Summerston Central and West - 05,S12000049,Glasgow City,1.0
S01010345,Summerston Central and West - 06,S12000049,Glasgow City,1.0
S01010346,Summerston North - 01,S12000049,Glasgow City,1.0
S01010347,Summerston North - 02,S12000049,Glasgow City,1.0
S01010348,Summerston North - 03,S12000049,Glasgow City,1.0
S01010349,Summerston North - 04,S12000049,Glasgow City,1.0
S01010350,Maryhill East - 01,S12000049,Glasgow City,1.0
S01010351,Maryhill East - 02,S12000049,Glasgow City,1.0
S01010352,Maryhill East - 03,S12000049,Glasgow City,1.0
S01010353,Maryhill East - 04,S12000049,Glasgow City,1.0
S01010354,Maryhill West - 01,S12000049,Glasgow City,1.0
S01010355,Maryhill West - 02,S12000049,Glasgow City,1.0
S01010356,Maryhill West - 03,S12000049,Glasgow City,1.0
S01010357,Maryhill West - 04,S12000049,Glasgow City,1.0
S01010358,Wyndford - 01,S12000049,Glasgow City,1.0
S01010359,Wyndford - 02,S12000049,Glasgow City,1.0
S01010360,Wyndford - 03,S12000049,Glasgow City,1.0
S01010361,Wyndford - 04,S12000049,Glasgow City,1.0
S01010362,Wyndford - 05,S12000049,Glasgow City,1.0
S01010363,Kelvindale - 01,S12000049,Glasgow City,1.0
S01010364,Kelvindale - 02,S12000049,Glasgow City,1.0
S01010365,Kelvindale - 03,S12000049,Glasgow City,1.0
S01010366,Kelvindale - 04,S12000049,Glasgow City,1.0
S01010367,Kelvindale - 05,S12000049,Glasgow City,1.0
S01010368,Kelvindale - 06,S12000049,Glasgow City,1.0
S01010369,North Kelvin - 01,S12000049,Glasgow City,1.0
S01010370,North Kelvin - 02,S12000049,Glasgow City,1.0
S01010371,North Kelvin - 03,S12000049,Glasgow City,1.0
S01010372,North Kelvin - 04,S12000049,Glasgow City,1.0
S01010373,North Kelvin - 05,S12000049,Glasgow City,1.0
S01010374,Kelvingrove and University - 01,S12000049,Glasgow City,1.0
S01010375,Kelvingrove and University - 02,S12000049,Glasgow City,1.0
S01010376,Kelvingrove and University - 03,S12000049,Glasgow City,1.0
S01010377,Kelvingrove and University - 04,S12000049,Glasgow City,1.0
S01010378,Kelvingrove and University - 05,S12000049,Glasgow City,1.0
S01010379,Kelvingrove and University - 06,S12000049,Glasgow City,1.0
S01010380,Kelvingrove and University - 07,S12000049,Glasgow City,1.0
