DZ,DZname,SIMD2020v2_Rank,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,Population,Working_Age_Population,URclass,URname,IZcode,IZname,LAcode,LAname,HBcode,HBname,MMWcode,MMWname,SPCcode,SPCname
S01009279,Newmills,4089,12,6,3,4650.5,3804,3427,4948,1008,5735,4413,576,359,3,Accessible Small Towns,S02001741,Valleyfield Culross and Torryburn,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009280,High Valleyfield East,829,3,2,1,1197,798,370,922,2792,2526,2715,903,538,3,Accessible Small Towns,S02001741,Valleyfield Culross and Torryburn,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009281,High Valleyfield West,940,3,2,1,1745,758,407,1190,1741,2941,2292,776,486,3,Accessible Small Towns,S02001741,Valleyfield Culross and Torryburn,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009282,Culross and Low Valleyfield,3566,11,6,3,3820,3527,5013,4057,590,4255,5022,692,444,3,Accessible Small Towns,S02001741,Valleyfield Culross and Torryburn,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009283,Crombie,2867,9,5,3,3734.5,3571,2569,2544,637,4246,2142,551,365,5,Accessible Rural,S02001742,Cairneyhill and Crombie,S12000047,Fife,S08000029,Fife,S13002949,Rosyth,S16000100,Dunfermline
S01009284,Cairneyhill East,5920,17,9,5,5318,5581.5,6212,5816,2366,5078,6565,790,542,5,Accessible Rural,S02001742,Cairneyhill and Crombie,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009285,Cairneyhill North,5173,15,8,4,5796,4691,5939,4621,1106,5966,5257,837,525,5,Accessible Rural,S02001742,Cairneyhill and Crombie,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009286,Cairneyhill West,5536,16,8,4,5703.5,5251.5,6369,4622,1508,5661,5828,684,404,5,Accessible Rural,S02001742,Cairneyhill and Crombie,S12000047,Fife,S08000029,Fife,S13003131,West Fife and Coastal Villages,S16000100,Dunfermline
S01009287,Limekilns,5887,17,9,5,5555,6005,6572,6708,976,6112,6871,763,424,5,Accessible Rural,S02001743,Crossford Charlestown and Limekilns,S12000047,Fife,S08000029,Fife,S13002949,Rosyth,S16000100,Dunfermline
S01009288,Charlestown and Bellknowes,5365,16,8,4,5367,6435,4694,6173,683,5689,6077,978,570,5,Accessible Rural,S02001743,Crossford Charlestown and Limekilns,S12000047,Fife,S08000029,Fife,S13002949,Rosyth,S16000100,Dunfermline
S01009289,Crossford East and Berrylaw,5290,16,8,4,5729,4511,6632,4914,1283,5325,6614,896,493,5,Accessible Rural,S02001743,Crossford Charlestown and Limekilns,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009290,Crossford West,6651,20,10,5,6934,6639,6852,6687,1317,6545,6970,656,337,5,Accessible Rural,S02001743,Crossford Charlestown and Limekilns,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009291,Crossford South,6039,18,9,5,6460,6221,6294,5958,977,5864,5914,932,542,5,Accessible Rural,S02001743,Crossford Charlestown and Limekilns,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009292,Wellwood,1670,5,3,2,1824,1592,1271,1987,1757,5525,2146,501,327,2,Other Urban Areas,S02001744,Dunfermline Milesmark and Wellwood,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009293,Milesmark East,3978,12,6,3,4003,4061,4911,3488,1036,5387,4848,701,430,2,Other Urban Areas,S02001744,Dunfermline Milesmark and Wellwood,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009294,Milesmark West,5302,16,8,4,5589,5191,6473,5937,783,4236,6577,616,380,2,Other Urban Areas,S02001744,Dunfermline Milesmark and Wellwood,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009295,Beveridgewell West,5953,18,9,5,6618.5,6343,5713,6047,787,6146,6179,595,379,2,Other Urban Areas,S02001744,Dunfermline Milesmark and Wellwood,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009296,Beveridgewell Western and Parkneuk,4868,14,7,4,5529,5010.5,4125,4679,829,6928,6318,466,328,2,Other Urban Areas,S02001744,Dunfermline Milesmark and Wellwood,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009297,Beveridgewell East,6351,19,10,5,6250.5,6253,6461,6529,1873,4575,5901,781,523,2,Other Urban Areas,S02001744,Dunfermline Milesmark and Wellwood,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009298,Balbridgeburn North,1265,4,2,1,1394,894,1962,1444,2274,2051,2643,940,577,2,Other Urban Areas,S02001745,Dunfermline Baldridgeburn,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009299,Pittencrieff,3411,10,5,3,3334,2811,4993,3160,2804,2500,4254,1157,799,2,Other Urban Areas,S02001745,Dunfermline Baldridgeburn,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009300,Balbridgeburn South,1770,6,3,2,1904,1367,4233,2557,2350,144,3066,561,416,2,Other Urban Areas,S02001745,Dunfermline Baldridgeburn,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009301,Broomhead,1032,3,2,1,1147,588,2102,971,4554,1486,2749,1051,724,2,Other Urban Areas,S02001745,Dunfermline Baldridgeburn,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009302,Headwell East,280,1,1,1,338,218,493,525,4038,329,2025,834,574,2,Other Urban Areas,S02001746,Dunfermline Headwell,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009303,Bellyeoman South West,5046,15,8,4,4179,4457,6025,3564,5100,3958,5830,860,466,2,Other Urban Areas,S02001746,Dunfermline Headwell,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009304,Headwell North,3926,12,6,3,3492,3680,3682,3722,2601,5705,5610,987,571,2,Other Urban Areas,S02001746,Dunfermline Headwell,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009305,Headwell Central,2606,8,4,2,2500,1935,4305,2230,4159,2684,4680,791,493,2,Other Urban Areas,S02001746,Dunfermline Headwell,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009306,Headwell South West,3204,10,5,3,2927,2504,3036,3736,4918,4016,2732,1135,806,2,Other Urban Areas,S02001746,Dunfermline Headwell,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009307,Carnegie Drive,2031,6,3,2,2747,1639,3214,2186,4816,44,1830,947,689,2,Other Urban Areas,S02001747,Dunfermline Central,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009308,Abbey Parks North,2759,8,4,2,2425.5,2567,5001,4338,5225,34,4279.5,490,349,2,Other Urban Areas,S02001747,Dunfermline Central,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009309,Abbey Parks South and Brucefield North West,4345,13,7,4,3806,3393,5546,4920,5971,1126,3007,747,553,2,Other Urban Areas,S02001747,Dunfermline Central,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009310,Ladys Mill,6319,19,10,5,6004,5515,6283,5887,3196,5861,5729,928,542,2,Other Urban Areas,S02001747,Dunfermline Central,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009311,Pitbauchlie West,1627,5,3,2,1387,1834,1322,1658,5543,1536,1813,768,455,2,Other Urban Areas,S02001748,Dunfermline Brucefield,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009312,Brucefield West,4231,13,7,4,3632.5,4232.5,2988,4112,6248,2629,2598,662,475,2,Other Urban Areas,S02001748,Dunfermline Brucefield,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009313,Brucefield South West,1259,4,2,1,1469,728,1946,1837,6600,235,3175,581,358,2,Other Urban Areas,S02001748,Dunfermline Brucefield,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009314,Brucefield North,5665,17,9,5,5310,4938,5531,4819,3913,4884,5245,624,393,2,Other Urban Areas,S02001748,Dunfermline Brucefield,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009315,Brucefield South,2798,9,5,3,3096,2052,2269,2830,6266,2644,3864,665,424,2,Other Urban Areas,S02001748,Dunfermline Brucefield,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009316,Transy,6480,19,10,5,6100,5855,6601,6460,3584,3451,6106,769,512,2,Other Urban Areas,S02001749,Dunfermline Garvock Hill,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009317,Garvock Hill South,6381,19,10,5,6583,5673,6423,6079,2141,5904,6726,801,495,2,Other Urban Areas,S02001749,Dunfermline Garvock Hill,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009318,Garvock Hill West,6847,20,10,5,6683,6607.5,6314,6604,3507,5029.5,6794,580,383,2,Other Urban Areas,S02001749,Dunfermline Garvock Hill,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009319,Garvock Hill North East,6623,19,10,5,5809,6069,6032,6064,4114,6928,6686,902,470,2,Other Urban Areas,S02001749,Dunfermline Garvock Hill,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009320,Bellyeoman South,4523,13,7,4,3403,4405.5,6331,3343,2794,5637,5848,672,351,2,Other Urban Areas,S02001750,Dunfermline Bellyeoman and Townhill,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009321,Queen Margaret Fauld,6682,20,10,5,6901,6756.5,6273,5960,1931,6549,6424,660,344,2,Other Urban Areas,S02001750,Dunfermline Bellyeoman and Townhill,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009322,Kingseat,5310,16,8,4,6046.5,4186,5369,4419,2120,6613,6584,744,425,5,Accessible Rural,S02001750,Dunfermline Bellyeoman and Townhill,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009323,Townhill East,3652,11,6,3,3519,3310,3277,3642,3173,3582,3971,643,355,5,Accessible Rural,S02001750,Dunfermline Bellyeoman and Townhill,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009324,Townhill West,3449,10,5,3,3197,3353.5,4232,3454,3858,1061,3201,536,314,5,Accessible Rural,S02001750,Dunfermline Bellyeoman and Townhill,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009325,Bellyeoman North and Townhill Landward,5202,15,8,4,4529,5328,6263,4014,1966,5572,6793,773,467,2,Other Urban Areas,S02001750,Dunfermline Bellyeoman and Townhill,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009326,Queen Margaret Hospital,3254,10,5,3,3618,2847,3466,2873,2886,1978,6463,581,372,2,Other Urban Areas,S02001750,Dunfermline Bellyeoman and Townhill,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009327,Kingseathill,4999,15,8,4,4816,4512,4317,4849,3023,3752,6410,568,309,2,Other Urban Areas,S02001750,Dunfermline Bellyeoman and Townhill,S12000047,Fife,S08000029,Fife,S13002946,Dunfermline North,S16000100,Dunfermline
S01009328,Duloch North East,6863,20,10,5,6578,6411,6596,6695,3597,6122,6382,965,616,2,Other Urban Areas,S02001751,Dunfermline Duloch North and Lynebank,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009329,Duloch North North West,6593,19,10,5,5471.5,6619,5250,6026,5069,5545,6524.5,1266,891,2,Other Urban Areas,S02001751,Dunfermline Duloch North and Lynebank,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009330,Duloch North West,3865,12,6,3,3015,3659,2873,3846,5823,4715.5,4864,579,382,2,Other Urban Areas,S02001751,Dunfermline Duloch North and Lynebank,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009331,South Fod and Calais Muir,5127,15,8,4,4320,4860,5049,4666,3437,3971,6734,1546,1026,2,Other Urban Areas,S02001751,Dunfermline Duloch North and Lynebank,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009332,Lynebank,6009,18,9,5,6407,5801,5660,6383,3459,887,6656,887,552,2,Other Urban Areas,S02001751,Dunfermline Duloch North and Lynebank,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009333,Woodmill South,2186,7,4,2,2302,1907,1858,1916,3570,4582,3655,783,516,2,Other Urban Areas,S02001752,Dunfermline Touch and Woodmill,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009334,Woodmill North,796,3,2,1,1164.5,576,1051,1018,2725,365,2938,610,402,2,Other Urban Areas,S02001752,Dunfermline Touch and Woodmill,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009335,Woodmill West,1144,4,2,1,1191,1337,713,1410,4323,556,2531,914,542,2,Other Urban Areas,S02001752,Dunfermline Touch and Woodmill,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009336,Touch,442,2,1,1,570,219,958,843,2467,981,2007,618,407,2,Other Urban Areas,S02001752,Dunfermline Touch and Woodmill,S12000047,Fife,S08000029,Fife,S13002947,Dunfermline Central,S16000100,Dunfermline
S01009337,Pitcorthie North West,720,3,2,1,621.5,743,314,1690,2937,3927,1721,730,469,2,Other Urban Areas,S02001753,Dunfermline Abbeyview North,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009338,Abbeyview East,961,3,2,1,1380,721,993,711,5530,676,3768,967,645,2,Other Urban Areas,S02001753,Dunfermline Abbeyview North,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009339,Abbeyview North,519,2,1,1,576,409,616,974,4706,301,1819,928,589,2,Other Urban Areas,S02001753,Dunfermline Abbeyview North,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009340,Abbeyview Central,1712,5,3,2,1744,2042,965,1350,4357,3001,2176,664,424,2,Other Urban Areas,S02001753,Dunfermline Abbeyview North,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009341,Abbeyview West,1752,6,3,2,1553,2289,624,2338,3707,3003,3714,620,410,2,Other Urban Areas,S02001753,Dunfermline Abbeyview North,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009342,Pitcorthie North,2735,8,4,2,2418,3325,1970,2816,3238,2652,4036,744,470,2,Other Urban Areas,S02001754,Dunfermline Abbeyview South,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009343,Pitcorthie North East,4225,13,7,4,3974,4424,2863,3962,2940,4931,4079,549,344,2,Other Urban Areas,S02001754,Dunfermline Abbeyview South,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009344,Abbeyview South East,2139,7,4,2,2061,2198,1185,2288,4843,3476,2560,672,423,2,Other Urban Areas,S02001754,Dunfermline Abbeyview South,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009345,Abbeyview Linburn,3798,11,6,3,4225,3485,2373,3537,3285,5356,3045.5,917,593,2,Other Urban Areas,S02001754,Dunfermline Abbeyview South,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009346,Duloch East,6497,19,10,5,6280.5,6813,5894,6716,1569,6928,6572,795,501,2,Other Urban Areas,S02001755,Dunfermline Duloch South,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009347,Duloch South East,6642,20,10,5,6593.5,6775,6658,6900,1426,6579,6974,695,456,2,Other Urban Areas,S02001755,Dunfermline Duloch South,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009348,Duloch Central,6704,20,10,5,6642,6439,5354,6943,2901,5666,6680,549,364,2,Other Urban Areas,S02001755,Dunfermline Duloch South,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009349,Duloch South,6300,19,10,5,5894.5,5940,6054,6367,2533,5169,6636,826,518,2,Other Urban Areas,S02001755,Dunfermline Duloch South,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009350,Duloch South West,4907,15,8,4,4471,4937,4157,4614,2431,4785,5268,597,410,2,Other Urban Areas,S02001755,Dunfermline Duloch South,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009351,Duloch West,6070,18,9,5,6329.5,6617,3165,6268,2582,5715,6096,567,395,2,Other Urban Areas,S02001755,Dunfermline Duloch South,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009352,Masterton South,6362,19,10,5,6426,6841,6609,6757,933,6454,6706,850,576,2,Other Urban Areas,S02001756,Dunfermline Masterton,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009353,Middlebank,6295,19,10,5,6826,6905,6402,6320,773,6465,6593,861,558,2,Other Urban Areas,S02001756,Dunfermline Masterton,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009354,Masterton Central,6743,20,10,5,6719,6912,6452,6753,1730,6282,6879,1358,862,2,Other Urban Areas,S02001756,Dunfermline Masterton,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009355,Pitcorthie Central,5861,17,9,5,6282,5243,5127,5356,2130,6025,6867,879,537,2,Other Urban Areas,S02001757,Dunfermline Pitcorthie East,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009356,Pitcorthie East,5605,17,9,5,5874,5337,4236,5673,1801,6928,6797,912,500,2,Other Urban Areas,S02001757,Dunfermline Pitcorthie East,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009357,Pitreavie Castle West,6527,19,10,5,6884,6743,6299,6350,1470,5167,6646,516,331,2,Other Urban Areas,S02001757,Dunfermline Pitcorthie East,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009358,Pitreavie Castle East and Heathery,6575,19,10,5,6937,6780,6684,6311,1232,6257,6941,661,427,2,Other Urban Areas,S02001757,Dunfermline Pitcorthie East,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009359,Masterton North,6509,19,10,5,6622,6186,6366,6886,1759,5583,6861,777,523,2,Other Urban Areas,S02001757,Dunfermline Pitcorthie East,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009360,Pitbauchlie and Pitcorthie North West,5456,16,8,4,5431,5212,4823,4633,4970,1585,5603,811,504,2,Other Urban Areas,S02001758,Dunfermline Pitcorthie West,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009361,Pitreavie,5139,15,8,4,4987,4622,5238,4244,3622,2864,5441,755,472,2,Other Urban Areas,S02001758,Dunfermline Pitcorthie West,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009362,Pitcorthie West,6461,19,10,5,6764,5529,5885,6341,2737,6113,5637,956,582,2,Other Urban Areas,S02001758,Dunfermline Pitcorthie West,S12000047,Fife,S08000029,Fife,S13002948,Dunfermline South,S16000100,Dunfermline
S01009363,Rosyth Camdean,2815,9,5,3,2838,2237,2426,3368,3554,3928,4998,791,491,2,Other Urban Areas,S02001759,Rosyth North,S12000047,Fife,S08000029,Fife,S13002949,Rosyth,S16000092,Cowdenbeath
S01009364,Dunfermline Business Park,4221,13,7,4,4447,4393.5,2703,3975,1936,5764,5741.5,883,554,2,Other Urban Areas,S02001759,Rosyth North,S12000047,Fife,S08000029,Fife,S13002949,Rosyth,S16000092,Cowdenbeath
S01009365,Pattiesmuir,3492,11,6,3,3433,3882,2550,2907,2195,6061,4678,549,347,2,Other Urban Areas,S02001759,Rosyth North,S12000047,Fife,S08000029,Fife,S13002949,Rosyth,S16000092,Cowdenbeath
S01009366,Rosyth Kings North,3316,10,5,3,3419,2646,3375,2969,5887,1756,4427,729,435,2,Other Urban Areas,S02001759,Rosyth North,S12000047,Fife,S08000029,Fife,S13002949,Rosyth,S16000092,Cowdenbeath
S01009367,Admiralty North,3412,10,5,3,2909,3272,3465,2850,5632,2965,2602,610,401,2,Other Urban Areas,S02001760,Rosyth East,S12000047,Fife,S08000029,Fife,S13002949,Rosyth,S16000092,Cowdenbeath
S01009368,Rosyth Wilderness East,2363,7,4,2,2105,2904,1516,2506,3024,4230,3365,546,360,2,Other Urban Areas,S02001760,Rosyth East,S12000047,Fife,S08000029,Fife,S13002949,Rosyth,S16000092,Cowdenbeath
S01009369,Rosyth Kings East,3453,10,5,3,3527,3643,1891,2592,5634,3543,5149.5,582,370,2,Other Urban Areas,S02001760,Rosyth East,S12000047,Fife,S08000029,Fife,S13002949,Rosyth,S16000092,Cowdenbeath
S01009370,Rosyth Wilderness North,3186,10,5,3,3792,2428,2422,2458,4690,5281,5412,767,463,2,Other Urban Areas,S02001760,Rosyth East,S12000047,Fife,S08000029,Fife,S13002949,Rosyth,S16000092,Cowdenbeath
S01009371,Admiralty North East,3534,11,6,3,3590,3295,2365,2771,4771,5258,4203,542,362,2,Other Urban Areas,S02001760,Rosyth East,S12000047,Fife,S08000029,Fife,S13002949,Rosyth,S16000092,Cowdenbeath
